"Dist Code","Year","State Code","State Name","Dist Name","RICE HARVEST PRICE (Rs per Quintal)","PADDY HARVEST PRICE (Rs per Quintal)","WHEAT HARVEST PRICE (Rs per Quintal)","SORGHUM HARVEST PRICE (Rs per Quintal)","PEARL MILLET HARVEST PRICE (Rs per Quintal)","MAIZE HARVEST PRICE (Rs per Quintal)","FINGER MILLET HARVEST PRICE (Rs per Quintal)","BARLEY HARVEST PRICE (Rs per Quintal)","CHICKPEA HARVEST PRICE (Rs per Quintal)","PIGEONPEA HARVEST PRICE (Rs per Quintal)","GROUNDNUT HARVEST PRICE (Rs per Quintal)","SEASMUM HARVEST PRICE (Rs per Quintal)","RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal)","CASTOR HARVEST PRICE (Rs per Quintal)","LINSEED HARVEST PRICE (Rs per Quintal)","SUGARCANE GUR HARVEST PRICE (Rs per Quintal)","COTTON KAPAS HARVEST PRICE (Rs per Quintal)"
"95","1966","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1967","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1968","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1969","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1970","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1971","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1972","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1973","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1974","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1975","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1976","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1977","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1978","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1979","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1980","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1981","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1982","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1983","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1984","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1985","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1986","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1987","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1988","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"95","1989","7","Maharashtra","Bombay","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1966","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","58.3","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1967","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1968","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1969","7","Maharashtra","Thane","-1.0","70.2","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1970","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1971","7","Maharashtra","Thane","-1.0","82.2","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1972","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1973","7","Maharashtra","Thane","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1974","7","Maharashtra","Thane","115.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1975","7","Maharashtra","Thane","-1.0","83.5","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1976","7","Maharashtra","Thane","-1.0","111.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1977","7","Maharashtra","Thane","-1.0","111.0","-1.0","-1.0","-1.0","-1.0","150.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1978","7","Maharashtra","Thane","-1.0","110.0","-1.0","-1.0","-1.0","-1.0","109.4","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1979","7","Maharashtra","Thane","-1.0","118.0","-1.0","-1.0","-1.0","-1.0","110.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1980","7","Maharashtra","Thane","-1.0","140.5","-1.0","-1.0","-1.0","-1.0","115.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1981","7","Maharashtra","Thane","-1.0","163.0","-1.0","-1.0","-1.0","-1.0","130.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1982","7","Maharashtra","Thane","-1.0","162.5","-1.0","-1.0","-1.0","-1.0","138.3","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1983","7","Maharashtra","Thane","-1.0","163.3","-1.0","-1.0","-1.0","-1.0","141.5","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1984","7","Maharashtra","Thane","-1.0","165.0","-1.0","-1.0","-1.0","-1.0","143.3","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1985","7","Maharashtra","Thane","-1.0","185.3","-1.0","-1.0","-1.0","-1.0","142.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1986","7","Maharashtra","Thane","-1.0","209.5","-1.0","-1.0","-1.0","-1.0","158.3","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1987","7","Maharashtra","Thane","-1.0","216.7","-1.0","-1.0","-1.0","-1.0","151.4","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1988","7","Maharashtra","Thane","-1.0","216.5","-1.0","-1.0","-1.0","-1.0","151.5","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1989","7","Maharashtra","Thane","-1.0","234.6","-1.0","-1.0","-1.0","-1.0","183.6","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1990","7","Maharashtra","Thane","-1.0","243.0","-1.0","-1.0","-1.0","-1.0","207.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1991","7","Maharashtra","Thane","-1.0","321.0","-1.0","-1.0","-1.0","-1.0","315.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1992","7","Maharashtra","Thane","-1.0","335.0","-1.0","-1.0","-1.0","-1.0","324.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1993","7","Maharashtra","Thane","-1.0","353.0","-1.0","-1.0","-1.0","-1.0","356.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1994","7","Maharashtra","Thane","-1.0","365.0","-1.0","-1.0","-1.0","-1.0","374.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1995","7","Maharashtra","Thane","-1.0","365.0","-1.0","-1.0","-1.0","-1.0","374.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1996","7","Maharashtra","Thane","-1.0","382.0","-1.0","-1.0","-1.0","-1.0","372.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1997","7","Maharashtra","Thane","-1.0","483.0","-1.0","-1.0","-1.0","-1.0","453.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1998","7","Maharashtra","Thane","-1.0","512.0","-1.0","-1.0","-1.0","-1.0","445.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","1999","7","Maharashtra","Thane","-1.0","531.0","-1.0","-1.0","-1.0","-1.0","502.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2000","7","Maharashtra","Thane","-1.0","542.0","-1.0","-1.0","-1.0","-1.0","513.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2001","7","Maharashtra","Thane","-1.0","537.0","-1.0","-1.0","-1.0","-1.0","506.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2002","7","Maharashtra","Thane","-1.0","579.0","-1.0","-1.0","-1.0","-1.0","478.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2003","7","Maharashtra","Thane","-1.0","569.0","-1.0","-1.0","-1.0","-1.0","470.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2004","7","Maharashtra","Thane","-1.0","575.0","-1.0","-1.0","-1.0","-1.0","465.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2005","7","Maharashtra","Thane","-1.0","633.0","-1.0","-1.0","-1.0","-1.0","520.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2006","7","Maharashtra","Thane","-1.0","716.0","-1.0","-1.0","-1.0","-1.0","525.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2007","7","Maharashtra","Thane","-1.0","695.0","-1.0","-1.0","-1.0","-1.0","548.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2008","7","Maharashtra","Thane","-1.0","905.0","-1.0","-1.0","-1.0","-1.0","1031.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2009","7","Maharashtra","Thane","-1.0","948.0","-1.0","957.0","-1.0","-1.0","1068.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2010","7","Maharashtra","Thane","-1.0","1245.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2011","7","Maharashtra","Thane","-1.0","1491.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2012","7","Maharashtra","Thane","-1.0","1551.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2013","7","Maharashtra","Thane","-1.0","1294.0","-1.0","-1.0","-1.0","-1.0","1857.0","-1.0","-1.0","-1.0","-1.0","8628.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"96","2014","7","Maharashtra","Thane","-1.0","1606.0","-1.0","-1.0","-1.0","1220.0","2139.0","-1.0","3738.0","3797.0","-1.0","11921.0","3884.0","-1.0","-1.0","-1.0","-1.0"
"96","2015","7","Maharashtra","Thane","-1.0","1565.0","-1.0","-1.0","-1.0","-1.0","2091.0","-1.0","5222.0","7010.0","-1.0","9671.0","4000.0","-1.0","-1.0","-1.0","-1.0"
"96","2016","7","Maharashtra","Thane","-1.0","1632.0","-1.0","-1.0","-1.0","-1.0","2011.0","-1.0","8175.0","3617.0","3867.0","9315.0","4150.0","-1.0","-1.0","-1.0","-1.0"
"97","1966","7","Maharashtra","Raigad","-1.0","81.2","99.0","74.0","-1.0","-1.0","-1.0","-1.0","150.1","115.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1967","7","Maharashtra","Raigad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1968","7","Maharashtra","Raigad","-1.0","80.2","95.5","71.3","80.0","-1.0","80.3","-1.0","100.0","127.5","-1.0","-1.0","-1.0","-1.0","-1.0","125.0","-1.0"
"97","1969","7","Maharashtra","Raigad","-1.0","64.3","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1970","7","Maharashtra","Raigad","-1.0","75.0","110.0","100.0","100.0","-1.0","65.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1971","7","Maharashtra","Raigad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1972","7","Maharashtra","Raigad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1973","7","Maharashtra","Raigad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1974","7","Maharashtra","Raigad","258.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1975","7","Maharashtra","Raigad","-1.0","141.3","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1976","7","Maharashtra","Raigad","-1.0","109.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1977","7","Maharashtra","Raigad","-1.0","110.0","-1.0","-1.0","-1.0","-1.0","103.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1978","7","Maharashtra","Raigad","-1.0","101.3","-1.0","-1.0","-1.0","-1.0","106.9","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1979","7","Maharashtra","Raigad","-1.0","120.8","-1.0","-1.0","-1.0","-1.0","130.7","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1980","7","Maharashtra","Raigad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1981","7","Maharashtra","Raigad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1982","7","Maharashtra","Raigad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1983","7","Maharashtra","Raigad","-1.0","168.5","-1.0","-1.0","-1.0","-1.0","145.3","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1984","7","Maharashtra","Raigad","-1.0","177.3","-1.0","-1.0","-1.0","-1.0","145.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1985","7","Maharashtra","Raigad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1986","7","Maharashtra","Raigad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1987","7","Maharashtra","Raigad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1988","7","Maharashtra","Raigad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1989","7","Maharashtra","Raigad","-1.0","228.1","-1.0","-1.0","-1.0","-1.0","190.2","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1990","7","Maharashtra","Raigad","-1.0","254.0","-1.0","-1.0","-1.0","-1.0","223.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1991","7","Maharashtra","Raigad","-1.0","345.0","-1.0","-1.0","-1.0","-1.0","329.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1992","7","Maharashtra","Raigad","-1.0","350.0","-1.0","-1.0","-1.0","-1.0","335.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1993","7","Maharashtra","Raigad","-1.0","350.0","-1.0","-1.0","-1.0","-1.0","348.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1994","7","Maharashtra","Raigad","-1.0","388.0","-1.0","-1.0","-1.0","-1.0","355.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1995","7","Maharashtra","Raigad","-1.0","388.0","-1.0","-1.0","-1.0","-1.0","355.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1996","7","Maharashtra","Raigad","-1.0","401.0","-1.0","-1.0","-1.0","-1.0","364.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1997","7","Maharashtra","Raigad","-1.0","445.0","-1.0","-1.0","-1.0","-1.0","398.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1998","7","Maharashtra","Raigad","-1.0","440.0","-1.0","-1.0","-1.0","-1.0","437.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","1999","7","Maharashtra","Raigad","-1.0","501.0","-1.0","-1.0","-1.0","-1.0","518.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2000","7","Maharashtra","Raigad","-1.0","529.0","-1.0","-1.0","-1.0","-1.0","517.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2001","7","Maharashtra","Raigad","-1.0","518.0","-1.0","-1.0","-1.0","-1.0","509.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2002","7","Maharashtra","Raigad","-1.0","573.0","-1.0","-1.0","-1.0","-1.0","520.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2003","7","Maharashtra","Raigad","-1.0","569.0","-1.0","-1.0","-1.0","-1.0","505.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2004","7","Maharashtra","Raigad","-1.0","606.0","-1.0","-1.0","-1.0","-1.0","512.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2005","7","Maharashtra","Raigad","-1.0","660.0","-1.0","-1.0","-1.0","-1.0","552.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2006","7","Maharashtra","Raigad","-1.0","610.0","-1.0","-1.0","-1.0","-1.0","556.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2007","7","Maharashtra","Raigad","-1.0","614.0","-1.0","-1.0","-1.0","-1.0","551.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2008","7","Maharashtra","Raigad","-1.0","766.0","-1.0","-1.0","-1.0","-1.0","1150.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2009","7","Maharashtra","Raigad","-1.0","834.0","-1.0","957.0","-1.0","-1.0","1175.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2010","7","Maharashtra","Raigad","-1.0","1245.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2011","7","Maharashtra","Raigad","-1.0","1735.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2012","7","Maharashtra","Raigad","-1.0","1683.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2013","7","Maharashtra","Raigad","-1.0","1294.0","-1.0","-1.0","-1.0","-1.0","1857.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"97","2014","7","Maharashtra","Raigad","-1.0","1397.0","-1.0","-1.0","-1.0","-1.0","2139.0","-1.0","-1.0","3565.0","-1.0","-1.0","3348.0","-1.0","-1.0","-1.0","-1.0"
"97","2015","7","Maharashtra","Raigad","-1.0","1565.0","-1.0","-1.0","-1.0","-1.0","2091.0","-1.0","5222.0","7010.0","3957.0","9671.0","4000.0","-1.0","-1.0","-1.0","-1.0"
"97","2016","7","Maharashtra","Raigad","-1.0","1632.0","-1.0","-1.0","-1.0","-1.0","2011.0","-1.0","8175.0","3617.0","3867.0","9315.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","1966","7","Maharashtra","Ratnagiri","-1.0","76.1","130.0","70.0","-1.0","-1.0","-1.0","-1.0","-1.0","130.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"98","1967","7","Maharashtra","Ratnagiri","-1.0","77.0","100.0","70.0","84.5","70.0","52.0","-1.0","-1.0","150.0","190.0","-1.0","-1.0","-1.0","-1.0","305.0","-1.0"
"98","1968","7","Maharashtra","Ratnagiri","-1.0","68.7","130.0","88.0","-1.0","-1.0","80.4","-1.0","130.0","170.0","172.5","80.0","-1.0","-1.0","-1.0","-1.0","-1.0"
