Dist Code,Year,State Code,State Name,Dist Name,JANUARY WATER DEFICIT (Millimeters),FEBRUARY WATER DEFICIT (Millimeters),MARCH WATER DEFICIT (Millimeters),APRIL WATER DEFICIT (Millimeters),MAY WATER DEFICIT (Millimeters),JUNE WATER DEFICIT (Millimeters),JULY WATER DEFICIT (Millimeters),AUGUST WATER DEFICIT (Millimeters),OCTOBER WATER DEFICIT (Millimeters),NOVEMBER WATER DEFICIT (Millimeters),DECEMBER WATER DEFICIT (Millimeters)
105,1977,7,Maharashtra,Sangli,117.05,133.4,152.74,136.26,119.35,12.99,0.02,25.27,30.65,12,5.33
105,1978,7,Maharashtra,Sangli,106.06,116.69,156.79,114.56,79.59,37.34,1.3,6.78,1.62,39.92,41.92
105,1979,7,Maharashtra,Sangli,121.69,126.11,173.38,188.24,160.15,66.53,3.35,1.08,0,52.81,16.53
105,1980,7,Maharashtra,Sangli,112.98,129.97,166.61,133.68,183.81,16.84,1.78,2.16,17.96,80.88,79.77
105,1981,7,Maharashtra,Sangli,110.98,129.69,160.24,148.29,171.97,13.69,2.58,10.76,0,34.55,76.53
105,1982,7,Maharashtra,Sangli,115.53,126.45,173.78,138.56,92.94,47.91,5.18,22.46,12.53,44.27,53.85
105,1983,7,Maharashtra,Sangli,113.85,126.16,172.7,187.3,189.43,8.63,0.15,4.36,1.23,49.74,80.65
105,1984,7,Maharashtra,Sangli,112.87,124.8,149.53,151.73,201.95,100.48,0,18.02,6.7,1.27,79.92
105,1985,7,Maharashtra,Sangli,113.31,126.49,170.77,158.66,125.29,92.62,7.41,24.19,59.5,0.66,62.32
105,1986,7,Maharashtra,Sangli,117.12,125.41,165.46,170.76,187.34,21.29,40.81,26.36,68.75,81.33,51.91
105,1987,7,Maharashtra,Sangli,117.91,130.74,170.95,191.65,72.63,99.05,19.87,11.78,29.48,18.18,86.34
105,1988,7,Maharashtra,Sangli,120.14,128.7,174.11,130.19,205.25,32.09,0,7.15,0,21.23,94.57
105,1989,7,Maharashtra,Sangli,115.57,131.14,150.38,144.63,192.92,21.55,0.08,23.09,1.55,65.36,108.75
105,1990,7,Maharashtra,Sangli,121.61,135.25,176.31,174.59,117.46,67.76,0.29,7.29,34.46,13.64,67.26
105,1991,7,Maharashtra,Sangli,113.32,133.68,173.02,119.26,149.04,4.6,0.84,17.66,14.73,97.5,94.61
105,1992,7,Maharashtra,Sangli,116.11,124.5,168.65,172.56,150.41,59.53,2.44,1.23,0.05,23.33,48.02
105,1993,7,Maharashtra,Sangli,111.8,130.47,161.89,183.3,187.54,46.14,0.01,18.81,9.8,0,70.43
105,1994,7,Maharashtra,Sangli,122.43,130.4,186.05,122.39,172,19.51,0,4.72,18.42,1.15,83.5
105,1995,7,Maharashtra,Sangli,124.23,137.53,176.27,163.51,185.03,19.4,0.01,22.56,1.31,2.84,76.91
105,1996,7,Maharashtra,Sangli,127.56,146.72,190.1,184.21,120.62,28.99,1.6,28.58,5.92,0,62.48
105,1997,7,Maharashtra,Sangli,111.39,123.35,170.97,153.22,188.6,22.04,5.16,0.07,41.35,68.25,54.46
105,1998,7,Maharashtra,Sangli,118.35,133.45,173.85,186.72,94.36,63.4,0,2.96,0.65,13.95,36.13
105,1999,7,Maharashtra,Sangli,110.41,133.42,174.22,192.75,96.78,35.52,0.71,51.39,23.79,0,73.31
105,2000,7,Maharashtra,Sangli,118.14,127.73,169.97,173.36,112.5,14.05,8.2,12.82,4.25,44.81,96.61
105,2001,7,Maharashtra,Sangli,117.67,125.38,166.43,161.59,181.09,79.58,8.69,25.83,33.97,18.34,75.94
105,2002,7,Maharashtra,Sangli,110.8,136.6,172.79,172.53,90.78,32.88,63.07,8.48,73.83,45.12,105.26
105,2003,7,Maharashtra,Sangli,117.26,129.2,159.83,163.48,188.58,18.95,30.55,46.47,66.08,38.21,108.92
105,2004,7,Maharashtra,Sangli,115.44,129.52,174.9,172.69,101.17,13.24,28.61,0,23.75,70.86,84.64
105,2005,7,Maharashtra,Sangli,113.53,129.52,160.94,118.97,163.73,0.38,0,1,0,7.47,71.23
105,2006,7,Maharashtra,Sangli,109.85,129.62,133.54,174.3,82.73,29.26,0,0,0.16,6.07,32.14
105,2007,7,Maharashtra,Sangli,107.53,124.38,170.08,151.29,167.72,2.31,0,0.44,0,58.7,52.24
105,2008,7,Maharashtra,Sangli,109.34,115.67,164.44,143.03,171.57,59.23,14.67,1.23,0,38.42,84.4
105,2009,7,Maharashtra,Sangli,112.4,126.61,161.97,173.92,163.76,23.25,0,2.37,0.03,0.07,0.74
105,2010,7,Maharashtra,Sangli,98.39,122.42,168.4,165.68,192.75,0.02,0.02,0.83,0,0,4.45
105,2011,7,Maharashtra,Sangli,100.05,121.12,167.52,118.77,158.19,7.87,0,1.65,0,0.64,59.05
105,2012,7,Maharashtra,Sangli,105.83,124.96,166.71,142.57,173.63,101.91,11.63,6.34,15.78,22.12,81.87
105,2013,7,Maharashtra,Sangli,112.8,128.66,165.03,163.12,167.84,6.95,0,23.87,0,23.43,81.53
105,2014,7,Maharashtra,Sangli,121.68,124.17,153.94,159.98,124.7,98.55,0,0.06,8.47,14.58,48.4
105,2015,7,Maharashtra,Sangli,107.63,127.94,140.53,141.54,107.1,31.93,39.11,59.59,25.04,52.39,57.88
106,1958,7,Maharashtra,Solapur,126.05,138.6,174.56,164.84,149.94,130.04,3.48,0.23,47.16,60.15,90.5
106,1959,7,Maharashtra,Solapur,135.88,143.82,192.65,185.55,191.04,2.93,5.64,21.8,0,34.59,80.29
106,1960,7,Maharashtra,Solapur,136.06,143.9,184.18,198.46,127.64,86.63,24.64,115.75,0,54.73,77.87
106,1961,7,Maharashtra,Solapur,130.16,137.62,187.25,183.54,74.05,21.8,0,29.56,72.15,12.64,99.61
106,1962,7,Maharashtra,Solapur,122.02,142.78,173.66,162.79,100.01,98.9,8.62,8.62,0.06,48.33,72.65
106,1963,7,Maharashtra,Solapur,131.9,136.96,178.17,174.42,189.08,21.74,16.73,0.7,57.17,35.8,113.43
106,1964,7,Maharashtra,Solapur,0,1.35,8.5,7.81,5.47,84.54,253.33,124.25,323.66,65.43,26.05
106,1965,7,Maharashtra,Solapur,0.41,0.15,0.02,17.06,11.92,81.17,199.46,128.34,89.01,7.59,8.29
106,1966,7,Maharashtra,Solapur,7.47,0.17,3.5,10.45,103.81,62.02,167.66,69.36,183.9,15.02,83.5
106,1967,7,Maharashtra,Solapur,1.47,1.81,4.01,16.48,32.77,84.03,274.54,68.69,165.22,49.59,4.18
106,1968,7,Maharashtra,Solapur,1.22,17.97,12.14,20.36,13.86,90.42,148.6,37.23,196.38,52.82,25.17
106,1969,7,Maharashtra,Solapur,120.34,136.26,183.11,198.16,231.11,65.38,2.9,15.27,1.6,71.14,86.33
106,1970,7,Maharashtra,Solapur,121.01,141.73,189.25,181.74,162.91,49.64,18.95,2.41,1.01,39,104.83
106,1971,7,Maharashtra,Solapur,119.25,138.13,184.39,204.06,154.76,83.73,111.96,5.49,0,37.71,104.67
106,1972,7,Maharashtra,Solapur,112.71,133.42,186.37,189.28,207.72,125.18,87.94,122.53,26.35,136.09,87.17
106,1973,7,Maharashtra,Solapur,128.75,145.95,186.92,204.59,236.67,61.01,4.62,5.24,18.3,5.08,83.43
106,1974,7,Maharashtra,Solapur,112.57,138.38,176.75,193.51,158.33,92.74,37.57,26.74,0,0,52.34
106,1975,7,Maharashtra,Solapur,106.34,126.66,175.14,213.67,206.52,60.48,0.57,8.38,0,0.42,47.4
106,1976,7,Maharashtra,Solapur,114.09,131.14,172.52,176.92,220.63,28.92,16.09,19.49,59.08,130.73,83.83
106,1977,7,Maharashtra,Solapur,120.88,139.03,169.97,171.82,167.78,42.96,22.83,74.97,56.82,45.36,29.52
106,1978,7,Maharashtra,Solapur,111.03,116.92,157.66,150.47,133.91,30.53,10.51,34.11,2.88,59.83,55.94
106,1979,7,Maharashtra,Solapur,127.71,131.55,175.11,199.52,177.61,99.42,13.78,32.22,0,56.72,17.61
106,1980,7,Maharashtra,Solapur,116.03,131.97,175.75,175.19,219.26,48.43,50.61,1.83,27.79,117.82,104.28
106,1981,7,Maharashtra,Solapur,109.41,132.8,164.84,189.36,194.07,15.54,57.15,40.82,0,26.68,75.03
106,1982,7,Maharashtra,Solapur,116.92,127.43,178.55,154.29,130.15,86.35,9.32,70.63,0.03,62.02,61.51
106,1983,7,Maharashtra,Solapur,113.71,129.07,178.95,201.71,204.83,58.98,10.59,13.83,0,30.32,87.32
106,1984,7,Maharashtra,Solapur,115.36,124.49,173.84,192.28,231.18,129.72,0.72,59.97,1.74,6.28,93.38
106,1985,7,Maharashtra,Solapur,114.73,127.59,176.89,182.58,187.33,98.81,31.39,60.49,69.02,18.83,80.61
106,1986,7,Maharashtra,Solapur,119.79,128.26,175.18,182.89,222.77,28.02,69.28,42.42,70.41,110.86,79.44
106,1987,7,Maharashtra,Solapur,113.16,130.52,173.71,208.51,125.11,110.28,62.94,17.94,36.73,38.1,95.24
106,1988,7,Maharashtra,Solapur,119.69,127.36,175.96,161.34,228.88,60.18,3.19,27.76,0,30.14,95.4
106,1989,7,Maharashtra,Solapur,110.34,128.42,156.99,177.44,223.89,31.5,8.71,47.03,0,67.75,108.04
106,1990,7,Maharashtra,Solapur,115.47,135.36,182.22,192.78,117.66,61.06,12.65,18,38.65,30.63,84.82
106,1991,7,Maharashtra,Solapur,113.93,134.26,178.17,159.32,187.78,4.76,25.93,46.61,13.62,118.95,99.73
106,1992,7,Maharashtra,Solapur,114.28,124.97,174.07,186.74,183.7,79.77,40.07,1.58,0,36.03,78.74
106,1993,7,Maharashtra,Solapur,108.36,132.4,174.01,198.35,225.06,73.89,11.45,50.93,0.1,0,84.42
106,1994,7,Maharashtra,Solapur,120.38,131.5,189.75,163.73,202.08,26.21,0.4,19.71,14.74,15.6,97.01
106,1995,7,Maharashtra,Solapur,122.4,140.23,176.97,185.78,203.44,75.48,7.3,55.99,0,11.99,78.23
106,1996,7,Maharashtra,Solapur,127.28,149.16,190.91,194.04,194.06,66.74,16.38,40.41,0.04,0,54.41
106,1997,7,Maharashtra,Solapur,103.9,118.7,173.55,164.68,203.03,41.49,30.79,0.85,44.15,85.4,63.77
106,1998,7,Maharashtra,Solapur,117.93,134,176.29,195.43,171.76,88.3,5.93,6.68,0,17.99,42.72
106,1999,7,Maharashtra,Solapur,106.79,131.46,172.55,197.69,131.6,56.93,22.04,80.42,1.51,1.27,97.2
106,2000,7,Maharashtra,Solapur,115.8,130.13,172.9,194.25,160.76,3.59,39.16,15.74,1.63,73.43,101.07
106,2001,7,Maharashtra,Solapur,112.95,125.29,176.18,179.6,209.1,76.6,60.79,39.43,27.84,40.11,93.25
106,2002,7,Maharashtra,Solapur,110.98,139.82,181.28,188.95,165.59,28.04,97.7,21.21,71.38,76.35,104.98
106,2003,7,Maharashtra,Solapur,117.45,129.97,168.91,180.75,212.63,49.2,43.92,63.09,64.93,62.01,110.31
106,2004,7,Maharashtra,Solapur,115.48,128.66,176.67,185.01,134.82,23.01,50.19,0.95,19.21,85.73,92.5
106,2005,7,Maharashtra,Solapur,112.38,128.66,164.63,153.96,179.2,1.19,0.4,3.3,0,12.37,66.69
106,2006,7,Maharashtra,Solapur,102.35,124.8,149.58,178.28,111.16,39.99,0.08,0,0,17.18,40.44
106,2007,7,Maharashtra,Solapur,101.94,123.91,170.32,166.84,192.12,0.5,2.19,2.22,0,61.94,67.95
106,2008,7,Maharashtra,Solapur,105.78,111.01,158.2,171.08,191.52,84.08,51.91,2.23,0,39.11,79.29
106,2009,7,Maharashtra,Solapur,108.52,121.91,163.15,181.06,177.16,52.59,3.52,4.26,0,7.24,3.28
106,2010,7,Maharashtra,Solapur,91.55,123.11,167.65,183.35,208.1,0,2.22,0.74,0,0.73,13.6
106,2011,7,Maharashtra,Solapur,92.6,117,165.3,146.9,183.06,11.66,6.56,8.27,0,10.64,68.63
106,2012,7,Maharashtra,Solapur,105.32,124.02,165.94,172.22,195.79,112.14,33.34,15.33,4.27,33.12,88.75
106,2013,7,Maharashtra,Solapur,111.45,128.09,166.22,173.18,197.42,0.62,4.51,49.52,0,23.39,76.66
106,2014,7,Maharashtra,Solapur,121,122.12,153.5,170.48,154.84,127.65,1,0.42,1.95,50.07,65.63
106,2015,7,Maharashtra,Solapur,104.97,126.36,153.02,152.06,146.19,31.49,85.3,80.93,0.81,66.83,68.19
107,1958,7,Maharashtra,Kolhapur,100.66,123.75,133.78,111.86,61.22,26.4,0,0.05,9.67,12.84,43.42
107,1959,7,Maharashtra,Kolhapur,105.22,124.77,167.62,131.31,56.72,0.93,0,1.58,0,21.74,23.38
107,1960,7,Maharashtra,Kolhapur,101.22,124.6,150.37,146.41,13.45,25.65,0,2.47,0,28.69,43.61
107,1961,7,Maharashtra,Kolhapur,106.05,120.48,163.55,131.81,0,9.11,0,0.79,3.88,0.84,42.62
107,1962,7,Maharashtra,Kolhapur,96.13,122.9,153.21,137.81,77.38,41.72,0,0.4,3.05,4.18,26.58
107,1963,7,Maharashtra,Kolhapur,59.71,96.11,136.51,126.61,95.27,12.62,0,0,16.71,0,38.07
107,1964,7,Maharashtra,Kolhapur,0,0,26.37,26.91,13,141.72,1082.15,1061.28,270.74,255.22,43.31
107,1965,7,Maharashtra,Kolhapur,0,0,1.07,64.88,51.16,149.2,1893.95,394.25,117.8,40.2,6.14
107,1966,7,Maharashtra,Kolhapur,0,2.68,9.16,6.41,205.05,169.62,1158.71,168.53,209.08,97.93,253.65
107,1967,7,Maharashtra,Kolhapur,0,1.48,1.27,45.82,33.97,399.63,1256.91,470.26,186.35,132.19,8.13
107,1968,7,Maharashtra,Kolhapur,0,4.8,12.05,71.66,48.82,268.78,858.36,301.27,112.47,150.35,28.36
107,1969,7,Maharashtra,Kolhapur,96.53,117.71,142.7,134.21,161.6,26.86,0,0,1.82,14.8,34.28
107,1970,7,Maharashtra,Kolhapur,95.44,121.97,163.77,135.62,39.18,18.48,0,0,4.21,0,44.11
107,1971,7,Maharashtra,Kolhapur,99.05,121.36,162.37,142.53,73.5,5.38,2.08,2.23,1.88,22.45,58.46
107,1972,7,Maharashtra,Kolhapur,101.41,118.96,159.64,134.38,114.47,30.56,0.02,11.78,8.24,43.25,43.3
107,1973,7,Maharashtra,Kolhapur,103.72,121.67,161.93,155.2,134.55,16.7,0,1.25,6.95,0,37.26
107,1974,7,Maharashtra,Kolhapur,94.44,120.94,127.58,107.84,48.93,15.27,0.14,2.42,0,0,39.57
107,1975,7,Maharashtra,Kolhapur,94.24,116.96,159.1,158.41,40.13,1.88,0,1.56,0,0,24.27
107,1976,7,Maharashtra,Kolhapur,87.57,116.4,147.95,124.22,161.35,4.94,0,0.51,6.93,45.81,7.96
107,1977,7,Maharashtra,Kolhapur,91.45,115.23,118.89,112.11,89.32,3.58,0,2.98,4.82,0,0
107,1978,7,Maharashtra,Kolhapur,68.67,98.38,146.37,83.53,16.71,10.65,0,0.33,0,18.32,24.66
107,1979,7,Maharashtra,Kolhapur,94.95,111.55,159.54,163.96,135.25,16.29,0.43,0,0,26.36,8.13
107,1980,7,Maharashtra,Kolhapur,87.23,115.78,150.46,81.96,130.51,5.21,0,0.13,3.87,30.14,40.09
107,1981,7,Maharashtra,Kolhapur,93.84,115.64,157.33,120.58,117.5,5.2,0,1.44,0,24.41,48.42
107,1982,7,Maharashtra,Kolhapur,99.35,120.72,162.74,136.69,52.07,13.1,0.25,2.47,5.99,9.65,23.86
107,1983,7,Maharashtra,Kolhapur,87.25,114.92,158.51,165.86,160.39,1.28,0,0.54,0.61,24.39,41.74
107,1984,7,Maharashtra,Kolhapur,94.64,113.42,117.55,102.31,164.63,33.78,0,2.37,2.12,0,40.84
107,1985,7,Maharashtra,Kolhapur,93.49,116.97,154.91,132.96,53.8,38.27,0.93,3.1,19.97,0,33.23
107,1986,7,Maharashtra,Kolhapur,94.81,113.45,150.6,152.41,150.86,8.16,5.71,4.54,29.33,26.96,16.51
107,1987,7,Maharashtra,Kolhapur,96.28,119.35,155.64,168.34,19.29,41.83,2.07,2.86,6.56,0.64,40.78
107,1988,7,Maharashtra,Kolhapur,82.58,115.12,162.75,99.89,172.99,8,0,0.87,0,9.31,48.76
107,1989,7,Maharashtra,Kolhapur,103.01,123.88,129.67,119.32,155.05,7.69,0,3.82,0.01,33.82,68.57
107,1990,7,Maharashtra,Kolhapur,108.97,127.1,164.09,153.82,111.92,25.65,0,1.66,11.82,0.24,27.78
107,1991,7,Maharashtra,Kolhapur,93.16,121.91,161.16,87.72,122.16,1.31,0,2.9,4.67,49.28,65.86
107,1992,7,Maharashtra,Kolhapur,105.4,120.2,159.35,153.7,96.15,18.28,0.03,0.02,0,3.24,16.5
107,1993,7,Maharashtra,Kolhapur,84.38,116.47,139.38,159.83,148.04,11.44,0,2.57,4.34,0,41.47
107,1994,7,Maharashtra,Kolhapur,98.04,120.71,165.34,76.01,145.4,7.77,0,0.65,5.24,0,44.31
107,1995,7,Maharashtra,Kolhapur,108.25,126.66,162.49,144.37,155.13,2.18,0,3.1,0.59,0,42.77
107,1996,7,Maharashtra,Kolhapur,108,130.71,174.4,166.01,24.5,6.96,0.34,5.97,2.16,0,42.16
107,1997,7,Maharashtra,Kolhapur,100.8,118.93,153.7,143.28,163.88,7.71,0.61,0,22.31,21.8,27.9
107,1998,7,Maharashtra,Kolhapur,86.97,116.83,160.1,170.29,11.06,17.76,0,0.57,0.04,1.82,18.35
107,1999,7,Maharashtra,Kolhapur,86.7,120.69,163.88,172.61,32.8,9.96,0,9.15,9.74,0,40.6
107,2000,7,Maharashtra,Kolhapur,103.62,118.84,159.25,147.79,43.9,6.75,0.49,2.62,0.41,13.05,50.4
107,2001,7,Maharashtra,Kolhapur,101.54,118.4,154.28,134.71,150.36,34.3,0.39,4.47,11.07,1.08,34.87
107,2002,7,Maharashtra,Kolhapur,91.83,119.69,156.79,149.1,11.79,13.24,9.49,1.21,30.21,4.89,59.04
107,2003,7,Maharashtra,Kolhapur,97.91,121.98,146.48,141.46,161.03,4.8,6.4,8.68,20.31,4.88,58.11
107,2004,7,Maharashtra,Kolhapur,95.46,121.71,160.28,159.45,71.15,5.67,4.32,0,9.92,27.18,43.68
107,2005,7,Maharashtra,Kolhapur,99.08,121.71,152.07,91.38,148.79,0,0,0.14,0,0.38,40.77
107,2006,7,Maharashtra,Kolhapur,98.39,119.25,91.04,166.94,56.73,10.08,0,0,0,0,23.82
107,2007,7,Maharashtra,Kolhapur,87.01,112.36,154.78,131.7,137.46,0.29,0,0,0,26.76,18.78
107,2008,7,Maharashtra,Kolhapur,92.34,109.55,152.52,99.39,146.27,17.19,1.5,0,0,22.11,50.28
107,2009,7,Maharashtra,Kolhapur,95.56,119.28,147.2,157.29,134.95,5.59,0,0.8,0,0,0
107,2010,7,Maharashtra,Kolhapur,70.66,107.42,155.27,140.6,167.44,0,0,0.06,0,0,0.1
107,2011,7,Maharashtra,Kolhapur,69.66,104.25,151.87,84.75,128.9,4.13,0,0.05,0,0,36.87
107,2012,7,Maharashtra,Kolhapur,92.57,117.42,155.59,118.97,150.94,51.01,1.23,1.32,4.04,4.25,40.5
107,2013,7,Maharashtra,Kolhapur,95.51,117.35,154.44,149.78,134.66,2.65,0,4.17,0,8.08,43.21
107,2014,7,Maharashtra,Kolhapur,100.49,116.61,143.01,141.19,93.82,38.35,0,0,3.49,0.01,22.43
107,2015,7,Maharashtra,Kolhapur,73.44,109.57,109.76,123.59,89.07,12.35,3.97,9.6,11.4,11.36,32.06
109,1958,7,Maharashtra,Parbhani,114.87,138.41,180,175.71,214.62,128.4,0,0,10.66,46.33,54.01
109,1959,7,Maharashtra,Parbhani,126.11,141.88,191.35,179.5,238.53,24.2,0,0,0,8.27,46.65
109,1960,7,Maharashtra,Parbhani,119.03,137.58,158.03,203.03,208.15,53.2,0,29.61,0,25.23,60.54
109,1961,7,Maharashtra,Parbhani,121.08,134.87,179.42,198.01,181.27,35.38,0,0,1.49,0,36.62
109,1962,7,Maharashtra,Parbhani,103.92,131.73,163.45,161.66,181.98,135.48,0,0,0,39.98,39.16
109,1963,7,Maharashtra,Parbhani,117.99,133.95,169.54,176.66,236.25,0.78,0,0,14.31,24.93,81.91
109,1964,7,Maharashtra,Parbhani,0.01,0.18,12.17,7.43,0.98,112.77,304.83,169.75,266.22,21,3.18
109,1965,7,Maharashtra,Parbhani,4.64,0.96,0.39,17.05,2.21,143.7,355.23,209.42,101.4,6.32,0.71
109,1966,7,Maharashtra,Parbhani,13.89,1.07,13.33,5.86,28.09,57.37,290.68,103.07,248.59,4.03,50.15
109,1967,7,Maharashtra,Parbhani,1.16,0.94,12.65,5.61,9.94,125.37,337.5,123.12,158.07,31.43,4.45
109,1968,7,Maharashtra,Parbhani,7.63,7.88,44.38,18.28,1.11,88.15,293.79,87.57,221.57,22.39,21.21
109,1969,7,Maharashtra,Parbhani,114.07,131.69,186.34,212.37,250.85,70.91,0,0.06,0,42.85,61.08
109,1970,7,Maharashtra,Parbhani,113.66,138.94,178.91,191.93,214.56,0,0,0,0,37.2,75.42
109,1971,7,Maharashtra,Parbhani,110.53,132.66,174.55,215.43,208.79,105.87,114.96,0,0.14,13.02,64.9
109,1972,7,Maharashtra,Parbhani,102.82,130.68,180.26,199.39,236.8,79.28,59.27,31.02,46.11,139.45,76.65
109,1973,7,Maharashtra,Parbhani,129.42,144.88,191.91,204.06,271.04,105.58,0,0,0,8.36,48.32
109,1974,7,Maharashtra,Parbhani,103.49,132.71,178.03,205.09,195.25,89.03,0.56,0,0.39,4.31,74.92
109,1975,7,Maharashtra,Parbhani,104.22,126.16,160.01,220.71,238.04,55.65,0,0,0,11.86,46.58
109,1976,7,Maharashtra,Parbhani,106.78,126.43,177.06,188.09,257.47,104.78,0,0,17.02,76.29,77.21
109,1977,7,Maharashtra,Parbhani,110.97,127.64,168.93,196.12,216.7,60.94,0,1.1,8.78,55.06,26.68
109,1978,7,Maharashtra,Parbhani,96.48,111.79,144.82,173.1,223.74,0,0,0.52,20.2,45.75,63.22
109,1979,7,Maharashtra,Parbhani,116.64,128.32,169.98,204.69,198.66,44.45,0,0.05,0,42.3,50.21
109,1980,7,Maharashtra,Parbhani,112.96,134.77,183.35,204.95,249.78,0,0.87,0,6.21,63.99,97.34
109,1981,7,Maharashtra,Parbhani,90.16,129.18,149.95,205.33,223.51,79.89,0,0,0,31.53,63.05
109,1982,7,Maharashtra,Parbhani,103.92,123.07,175.87,175.31,182.87,121.47,0,20.76,0,39.01,63.59
109,1983,7,Maharashtra,Parbhani,110.87,131.66,183.6,211.52,239.74,81.95,0,0,0,11.55,48.23
109,1984,7,Maharashtra,Parbhani,106.66,119.95,173.56,206.39,250.7,138,0,31.64,6.98,13.88,96.04
109,1985,7,Maharashtra,Parbhani,104.82,128.54,182.77,193.56,242.38,29.33,0,4.07,32.59,30.1,85.67
109,1986,7,Maharashtra,Parbhani,113.75,122.31,179.6,190.44,243.86,18.2,0,0,22.19,80.82,90.56
109,1987,7,Maharashtra,Parbhani,98.42,125.28,167.65,213.7,186.53,58.12,17.57,0,24.26,30.28,54.1
109,1988,7,Maharashtra,Parbhani,109.87,128,177.78,176.44,240.27,63.15,0,0,0,34.27,67.25
109,1989,7,Maharashtra,Parbhani,104.88,126.8,132.44,197.69,242.41,33.14,0,0,0,39.08,82.84
109,1990,7,Maharashtra,Parbhani,105.66,129.61,175.37,207.12,141.99,0,0,0,15.16,12.75,59.72
109,1991,7,Maharashtra,Parbhani,106.54,131.22,180.53,176.18,234.15,9.8,0,2.92,40.11,108.42,88.86
109,1992,7,Maharashtra,Parbhani,107.95,125.1,177.37,193.62,205.22,74.7,25.94,0,0,32.61,71.28
109,1993,7,Maharashtra,Parbhani,102.72,126.68,158.31,205.97,247.34,71.18,0,0.28,0,2.24,44.21
109,1994,7,Maharashtra,Parbhani,106.44,129.1,180,170.23,230.27,23.38,0,0,0,18.3,52.16
109,1995,7,Maharashtra,Parbhani,98.71,136.77,150.69,189.75,212.98,109.76,0,10.7,0,22.23,63.17
109,1996,7,Maharashtra,Parbhani,118.02,142.03,182.21,195.97,236.82,127.47,0,0,0,0.11,33.21
109,1997,7,Maharashtra,Parbhani,91.02,116.68,174.31,165.72,210.88,66.91,0,0,14.42,38.19,37.84
109,1998,7,Maharashtra,Parbhani,109.06,127.16,169.08,197.16,219.8,101.07,0,0,0,19.19,27.28
109,1999,7,Maharashtra,Parbhani,95.82,116.13,168.02,193.56,176.96,62.42,0,4.33,0,7.83,43.13
109,2000,7,Maharashtra,Parbhani,104.67,126.76,175.57,201.66,200.02,0,0,0,15.4,58.48,89.61
109,2001,7,Maharashtra,Parbhani,99.79,129.23,168,180.49,224.18,17.16,56.3,0,41.66,50.95,96.94
109,2002,7,Maharashtra,Parbhani,106.97,137.56,181.41,203.17,238.98,0,84.72,0,4.26,37.32,77.78
109,2003,7,Maharashtra,Parbhani,112.76,134.5,172.84,192.2,230.23,67.24,0,2.14,17.35,70.63,95.9
109,2004,7,Maharashtra,Parbhani,106.72,122.5,168.81,197.84,173.43,62.3,0,0,0.42,31.37,54.92
109,2005,7,Maharashtra,Parbhani,95.94,122.5,149.01,166.31,193.11,68.97,0,0,0,14.72,45.52
109,2006,7,Maharashtra,Parbhani,92.69,114.82,124.06,175.09,150.47,45.1,0,0,0,26.38,41.56
109,2007,7,Maharashtra,Parbhani,96.51,120.57,163.8,169.49,208.01,12.88,0,0,0,43.64,66.06
109,2008,7,Maharashtra,Parbhani,101.76,113.21,136.94,181.9,203.44,97.39,0,0,0,34.84,60.11
109,2009,7,Maharashtra,Parbhani,102.45,117.69,152.12,182.11,174.69,75.07,0,0,0.84,17.07,6.97
109,2010,7,Maharashtra,Parbhani,78.45,119.37,152.95,191.52,215.47,9.67,0,0,0,19.73,25.53
109,2011,7,Maharashtra,Parbhani,87.76,111.8,160.19,150.18,198.22,28.34,0,0,0,32.77,68.12
109,2012,7,Maharashtra,Parbhani,102.53,121.32,163.14,191.45,209.07,67.29,0,0,0,24.45,52.72
109,2013,7,Maharashtra,Parbhani,98.1,120.11,161.22,171.62,212.4,0,0,0,0,10.82,42.27
109,2014,7,Maharashtra,Parbhani,113.2,111.51,121.17,169.71,180.89,146.05,0,0,0,40.33,61.4
109,2015,7,Maharashtra,Parbhani,84.87,119.53,122.81,145.22,187.76,0.13,36.98,0,0,39.12,71.45
110,1958,7,Maharashtra,Beed,116,135.23,180.3,168.38,195.62,120.41,0,0,19.14,62.01,56.28
110,1959,7,Maharashtra,Beed,127.33,140.34,193.43,188,217.97,16.34,0.59,2.35,0,8.75,48.68
110,1960,7,Maharashtra,Beed,126.43,138.23,176.14,202.41,182.87,80.62,4.44,87.9,0,29.13,70.23
110,1961,7,Maharashtra,Beed,124.88,135,185.38,195.13,142.81,14.62,0,11.91,29.39,0.02,49.23
110,1962,7,Maharashtra,Beed,109.88,133.72,161.62,170.66,139.99,117.79,6.47,2.64,0,40.79,51.54
110,1963,7,Maharashtra,Beed,125.73,132.93,172.48,175.02,230.13,13.54,0.16,0.97,27.75,43.84,103.75
110,1964,7,Maharashtra,Beed,0,0.33,6.84,9.16,3.2,104.94,248.45,114.89,266.73,24.61,12.25
110,1965,7,Maharashtra,Beed,1.49,1.05,0.18,18.32,3.36,102.09,251.33,196.79,84.07,4.76,5.3
110,1966,7,Maharashtra,Beed,10.88,0.12,3.6,4.44,52.27,60.51,224.32,78.17,204.09,5.04,64.44
110,1967,7,Maharashtra,Beed,0.65,0.98,4.19,5.34,16,107.2,307.72,81.91,149.7,32.34,3.07
110,1968,7,Maharashtra,Beed,2.57,14.75,20.89,19.89,1.67,73.15,219.91,54.92,221.19,36.07,29.29
