Dist Code,Year,State Code,State Name,Dist Name,JANUARY WATER DEFICIT (Millimeters),FEBRUARY WATER DEFICIT (Millimeters),MARCH WATER DEFICIT (Millimeters),APRIL WATER DEFICIT (Millimeters),MAY WATER DEFICIT (Millimeters),JUNE WATER DEFICIT (Millimeters),JULY WATER DEFICIT (Millimeters),AUGUST WATER DEFICIT (Millimeters),OCTOBER WATER DEFICIT (Millimeters),NOVEMBER WATER DEFICIT (Millimeters),DECEMBER WATER DEFICIT (Millimeters)
96,1958,7,Maharashtra,Thane,93.47,110.47,150.47,169.57,133.86,0,0,0,0,28.97,58.79
96,1959,7,Maharashtra,Thane,98.41,116.27,164.02,180.22,165.21,0,0,0,0,0,37.03
96,1960,7,Maharashtra,Thane,94.08,115.54,169.11,184.45,109.19,0.01,0,0,0,0.99,42.75
96,1961,7,Maharashtra,Thane,98,112.39,164.46,171.9,102.73,0,0,0,0,0,39.89
96,1962,7,Maharashtra,Thane,85.27,109.66,143.83,152.65,99.02,0.82,0,0,0,33.22,58.14
96,1963,7,Maharashtra,Thane,98.14,114.93,163.88,175.41,194.31,0,0,0,0,21.15,48.46
96,1964,7,Maharashtra,Thane,0,0,0.35,0.66,15.49,388,1231.71,760.62,350.28,143.97,6.5
96,1965,7,Maharashtra,Thane,1.07,0.01,0.58,18.39,4.49,591.36,1497.99,1022.12,106.39,1.94,7.09
96,1966,7,Maharashtra,Thane,0.81,0,0,0.49,41.54,398.28,1232.05,301.98,325.14,16.1,7.97
96,1967,7,Maharashtra,Thane,0,0.05,0.55,5.29,1.9,477.65,1683.42,474.18,287.4,48.83,0.07
96,1968,7,Maharashtra,Thane,0.08,0.05,2.75,5.47,0.08,134.82,1290.23,619.45,266.95,103.67,2.7
96,1969,7,Maharashtra,Thane,92.28,109,161.53,179.98,204.87,0,0,0,0,44.97,67.06
96,1970,7,Maharashtra,Thane,95.44,114.59,163.21,166.55,126.07,0,0,0,0,3.03,41.69
96,1971,7,Maharashtra,Thane,86.09,108.58,162.7,186.98,123.06,0.16,0,0,0,32.35,57.46
96,1972,7,Maharashtra,Thane,94.56,109.59,163.07,180.29,184.69,25.58,0,0,4.09,51.82,55.76
96,1973,7,Maharashtra,Thane,99.64,113.19,158.9,184.18,201.25,0,0,0,0,23.43,52.95
96,1974,7,Maharashtra,Thane,94.92,118.24,162.31,185.78,121.07,0,0,0,0,0,39.72
96,1975,7,Maharashtra,Thane,87.36,113.12,160.46,192.96,180.01,0,0,0,0,0,38.57
96,1976,7,Maharashtra,Thane,86.69,111.48,165.49,182.22,194.36,0,0,0,0,46.39,52.59
96,1977,7,Maharashtra,Thane,93.74,112.92,152.41,175.77,169.03,0,0,0,0,27.26,32.35
96,1978,7,Maharashtra,Thane,90.2,103.04,140.06,156.03,172.24,0,0,0,0,15.09,35.1
96,1979,7,Maharashtra,Thane,90.28,111.87,160.12,184.34,201.73,0.98,0,0,0,36.84,20.27
96,1980,7,Maharashtra,Thane,88.81,111.31,159.69,175.57,194.73,0,0,0,0.12,40.75,68.86
96,1981,7,Maharashtra,Thane,92.33,109.5,165.99,175.76,188.3,0,0,0,0,11.48,42.88
96,1982,7,Maharashtra,Thane,89.18,111.17,160.54,178.14,156.28,0,0,0,0,39.72,31.06
96,1983,7,Maharashtra,Thane,91.92,110.67,161.57,180.01,200.24,0,0,0,0,0.03,40.13
96,1984,7,Maharashtra,Thane,89.74,117.87,163.5,177.23,195.8,0,0,0,0,8.61,43.51
96,1985,7,Maharashtra,Thane,93.62,110.2,160.35,178.18,138.43,34.5,0,0,0.14,0,34.3
96,1986,7,Maharashtra,Thane,90.93,112.85,165.48,187.02,204.12,0,0,0,4.61,52.45,71.36
96,1987,7,Maharashtra,Thane,99.77,116.85,166.67,198.78,164.17,0.65,0,0,22.23,7.51,58.05
96,1988,7,Maharashtra,Thane,101.44,118.93,165.82,173.67,197.44,0,0,0,0,0,41.82
96,1989,7,Maharashtra,Thane,91.72,115.86,155.16,178.8,193.55,0,0,0,0,25.4,57.16
96,1990,7,Maharashtra,Thane,97.86,113.78,160.75,181.98,125.78,0,0,0,0,0.39,39.13
96,1991,7,Maharashtra,Thane,93.6,111.9,157.8,166.28,174.67,0,0,0,0.46,46.7,73.58
96,1992,7,Maharashtra,Thane,94.1,110.69,158.52,176.2,190.83,8.4,0,0,0,21.54,57
96,1993,7,Maharashtra,Thane,98.48,115.8,158.71,187.19,199.1,0,0,0,0,0,42.36
96,1994,7,Maharashtra,Thane,91.19,116.12,163.62,163.89,176.91,0,0,0,0,16.23,51.96
96,1995,7,Maharashtra,Thane,100.19,118.06,166.79,180.26,191.12,45.3,0,0,0,7.95,48.88
96,1996,7,Maharashtra,Thane,100.52,122.71,177.8,192.65,196.38,0,0,0,0,0,40.12
96,1997,7,Maharashtra,Thane,88.51,106.04,163.77,165.59,187.77,0,0,0,0,42.55,51.58
96,1998,7,Maharashtra,Thane,92.83,117.49,162.44,184.11,192.69,0.02,0,0,0,0,33.16
96,1999,7,Maharashtra,Thane,84.8,109.24,161.53,180.22,168.73,0,0,0,0,0,41.12
96,2000,7,Maharashtra,Thane,91.76,105.5,155.63,185,168.18,0,0,0,0.09,27.99,57.37
96,2001,7,Maharashtra,Thane,95.58,107.53,155.83,168.84,186.81,0,0,0,0.07,0.69,38.61
96,2002,7,Maharashtra,Thane,85.58,110.92,157.33,174.4,186.63,0,0.09,0,0.13,42.08,69.64
96,2003,7,Maharashtra,Thane,95.11,109.68,156.09,174.36,191.07,0,0,0,0,31.06,59.78
96,2004,7,Maharashtra,Thane,90.22,107.47,153.86,178.69,160.12,0,0,0,0,23.53,47.72
96,2005,7,Maharashtra,Thane,89.31,107.47,145.67,151.31,164.82,0,0,0,0,21.36,47.99
96,2006,7,Maharashtra,Thane,88.35,104.71,140.83,168.95,156.35,0,0,0,0,0,33.98
96,2007,7,Maharashtra,Thane,80.71,98.25,150.72,165.24,175.09,0,0,0,0,45.91,70.59
96,2008,7,Maharashtra,Thane,91.75,107.86,151.27,166.56,182.53,0,0,0,0,36.38,65.5
96,2009,7,Maharashtra,Thane,94.92,106.39,152.02,175.23,178.09,0,0,0,0,0.01,2.8
96,2010,7,Maharashtra,Thane,55.5,93.39,145.76,168.22,189.56,0,0,0,0,0,22.17
96,2011,7,Maharashtra,Thane,70.2,97.93,146.44,158.97,178.04,0,0,0,0,1.24,40.77
96,2012,7,Maharashtra,Thane,83.49,106.92,146.64,163.98,179.77,26.57,0,0,0,0.08,37.8
96,2013,7,Maharashtra,Thane,82.33,106.23,147.25,165.16,181.81,0,0,0,0,7.5,41
96,2014,7,Maharashtra,Thane,94.5,101.08,147.22,158.99,171.37,70.26,0,0,0,20.67,45.86
96,2015,7,Maharashtra,Thane,83.77,101.43,131.8,156.3,152.39,0,0,0,0,14.43,36.98
98,1958,7,Maharashtra,Ratnagiri,70.33,96.12,134.44,143.12,100.54,0,0,0,0,6.55,40.4
98,1959,7,Maharashtra,Ratnagiri,73.97,101.16,153.8,141.3,104.15,0,0,0,0,2.99,26.31
98,1960,7,Maharashtra,Ratnagiri,66.09,90.92,146.38,152.22,37.88,0,0,0,0,8.5,39.06
98,1961,7,Maharashtra,Ratnagiri,71.95,94.15,147.6,148.67,0.13,0,0,0,0,0,40.09
98,1962,7,Maharashtra,Ratnagiri,66.48,92.07,137.32,139.12,79.21,2.42,0,0,0,5.27,35.93
98,1963,7,Maharashtra,Ratnagiri,54.29,74.54,126.73,135.49,121.03,0,0,0,0,0.21,39.43
98,1964,7,Maharashtra,Ratnagiri,0,0,4,5.57,9.4,412.19,1683.4,1492.74,527.96,390.89,35.02
98,1965,7,Maharashtra,Ratnagiri,0,0,0.06,31.22,24.6,338.66,2732.5,827.21,163.32,22.8,7.32
98,1966,7,Maharashtra,Ratnagiri,0,0,1.04,0.89,77.87,406.83,1435.6,293.41,369.46,77.54,136.61
98,1967,7,Maharashtra,Ratnagiri,0,0.02,0.39,14.18,16.31,974.08,1742.48,695.33,416.87,147.04,7.69
98,1968,7,Maharashtra,Ratnagiri,0,0.02,2.44,31.91,19.18,380.53,1532.82,515.59,259.47,161.77,16.11
98,1969,7,Maharashtra,Ratnagiri,69.02,96.28,145.56,149.24,164.16,0,0,0,0,20.19,37.96
98,1970,7,Maharashtra,Ratnagiri,71.8,99.19,148.83,148.35,70.62,0,0,0,0,0.03,44.85
98,1971,7,Maharashtra,Ratnagiri,68.84,94.11,145.79,153.85,91.25,0,0,0,0,19.14,46.78
98,1972,7,Maharashtra,Ratnagiri,76.22,101.44,152.47,148.09,141.89,0,0,0,0,39.85,36
98,1973,7,Maharashtra,Ratnagiri,85.18,105.23,151.55,157.13,149.56,0,0,0,0,0.04,41.08
98,1974,7,Maharashtra,Ratnagiri,68.96,96.03,141,137.56,91.66,0,0,0,0,0,41.3
98,1975,7,Maharashtra,Ratnagiri,67.57,94.14,145.18,161.44,35.66,0,0,0,0,0,35.32
98,1976,7,Maharashtra,Ratnagiri,64.18,89.65,146.46,148.22,155.32,0,0,0,0,37.99,25.25
98,1977,7,Maharashtra,Ratnagiri,69.49,97.03,138.08,143.34,122.08,0,0,0,0,3.27,7.1
98,1978,7,Maharashtra,Ratnagiri,55.41,71.12,119,110.67,23.13,0,0,0,0,13.82,31.4
98,1979,7,Maharashtra,Ratnagiri,67.43,88.79,143.87,156.15,153.07,0,0,0,0,29.25,10.98
98,1980,7,Maharashtra,Ratnagiri,64.65,89.36,140.34,127.04,150.95,0,0,0,0,29.1,43.87
98,1981,7,Maharashtra,Ratnagiri,69.97,93.89,149.34,142.91,147.28,0,0,0,0,10.26,41.32
98,1982,7,Maharashtra,Ratnagiri,68.9,94.88,144.73,144.08,108.08,0,0,0,0,12.61,17.8
98,1983,7,Maharashtra,Ratnagiri,61.96,83.73,136.85,150.96,162.66,0,0,0,0,8.7,40.17
98,1984,7,Maharashtra,Ratnagiri,69.63,98.34,138.38,140.92,164.63,0,0,0,0,0.06,41.3
98,1985,7,Maharashtra,Ratnagiri,69.06,93.11,141.88,146.14,77.06,0.01,0,0,0,0,30.8
98,1986,7,Maharashtra,Ratnagiri,65.1,86.03,141.54,153.43,149.84,0,0,0,0.55,26.49,30.66
98,1987,7,Maharashtra,Ratnagiri,70.41,98.36,143.96,159.71,70.81,0,0,0,0,0,38.84
98,1988,7,Maharashtra,Ratnagiri,62.78,85.96,140.97,131.28,163.32,0,0,0,0,0,43.29
98,1989,7,Maharashtra,Ratnagiri,72.72,100.74,140.11,142.6,154.78,0,0,0,0,21.99,50.09
98,1990,7,Maharashtra,Ratnagiri,78.41,105.97,145.88,154.65,104.88,0,0,0,0,0,31.94
98,1991,7,Maharashtra,Ratnagiri,68.57,94.88,143.2,128.88,130.76,0,0,0,0,42.01,51.36
98,1992,7,Maharashtra,Ratnagiri,79.77,103.68,150.77,153.91,131.43,0,0,0,0,2.68,34.61
98,1993,7,Maharashtra,Ratnagiri,67.9,90.83,138.19,156.22,155.76,0,0,0,0,0,42.87
98,1994,7,Maharashtra,Ratnagiri,66.9,91.61,145.71,121.98,138.47,0,0,0,0,0,43.38
98,1995,7,Maharashtra,Ratnagiri,74.24,99.86,148.24,151.81,152.27,0,0,0,0,0,43.41
98,1996,7,Maharashtra,Ratnagiri,75.83,101.91,157.96,161.19,85.55,0,0,0,0,0,43.42
98,1997,7,Maharashtra,Ratnagiri,71.72,92.16,147.31,142.92,160.46,0,0,0,0,23.27,30.14
98,1998,7,Maharashtra,Ratnagiri,62.65,87.43,138.92,158.1,71.8,0,0,0,0,0,25.81
98,1999,7,Maharashtra,Ratnagiri,63.14,88.68,146.34,157.06,81.96,0,0,0,0,0,43.37
98,2000,7,Maharashtra,Ratnagiri,73.87,92.15,142.68,153.6,88.85,0,0,0,0,10.97,44.3
98,2001,7,Maharashtra,Ratnagiri,71.41,94.11,137.18,140.97,149.12,0,0,0,0,0,34.92
98,2002,7,Maharashtra,Ratnagiri,64.04,87.73,138.58,145.81,65.42,0,0,0,0.29,11.72,44.8
98,2003,7,Maharashtra,Ratnagiri,69.74,98.64,143.39,153.35,160.66,0,0,0,0,4.73,43.46
98,2004,7,Maharashtra,Ratnagiri,66.27,96.07,143.07,154.78,103.27,0,0,0,0,16.82,37.53
98,2005,7,Maharashtra,Ratnagiri,71.71,96.07,140.54,125.94,145.33,0,0,0,0,0.6,42.03
98,2006,7,Maharashtra,Ratnagiri,69.69,91.4,128.28,156.19,99.06,0,0,0,0,0,30.55
98,2007,7,Maharashtra,Ratnagiri,63.83,82.67,138.19,141.64,144.78,0,0,0,0,31.62,36.17
98,2008,7,Maharashtra,Ratnagiri,74.14,99.66,142.39,139.44,148.25,0,0,0,0,23.5,47.21
98,2009,7,Maharashtra,Ratnagiri,69.64,96.68,143.38,155.74,148.57,0,0,0,0,0,0.05
98,2010,7,Maharashtra,Ratnagiri,52.23,72.8,124.63,143.49,163.79,0,0,0,0,0,8.73
98,2011,7,Maharashtra,Ratnagiri,54.12,71.83,124.77,122.29,140.1,0,0,0,0,0,41.21
98,2012,7,Maharashtra,Ratnagiri,68.5,92.87,140.11,140.72,154.25,0.65,0,0,0,0,39.63
98,2013,7,Maharashtra,Ratnagiri,68.5,92.88,141.14,150.36,147.71,0,0,0,0,3.51,38.68
98,2014,7,Maharashtra,Ratnagiri,70.13,88.67,138.73,145.45,130.11,1.23,0,0,0,0.64,32.04
98,2015,7,Maharashtra,Ratnagiri,56.8,76.4,116.1,138.3,98.14,0,0,0,0,0.95,24.48
99,1958,7,Maharashtra,Nasik,97.6,119.45,154.28,165.18,190.82,53.45,0,0.35,2.76,33.17,48.06
99,1959,7,Maharashtra,Nasik,103.35,118.73,165.18,180.83,201.83,34.51,0.32,8.87,2.08,3.14,51
99,1960,7,Maharashtra,Nasik,104.22,119.81,169.29,184.31,143.84,60.58,7.59,31.11,5.07,62.3,92.13
99,1961,7,Maharashtra,Nasik,112.01,120.23,173.76,173.06,127.71,47.37,0.49,28.27,15.49,14.94,75.6
99,1962,7,Maharashtra,Nasik,98.8,115.52,127.88,143.3,134.99,120.14,1.43,28.18,0.08,77.46,80.17
99,1963,7,Maharashtra,Nasik,109.91,122.53,168.5,178.1,220.93,38.18,0.01,7.82,29.5,52.44,66.72
99,1964,7,Maharashtra,Nasik,0,0,2.31,5.08,16.27,128.78,433.41,232.5,193.9,38.54,10.7
99,1965,7,Maharashtra,Nasik,3.65,0.02,1.52,9.91,1.35,253.65,427.08,348.61,42.03,1.22,7.04
99,1966,7,Maharashtra,Nasik,2.01,0,0.27,1.76,26.38,140.54,428.13,106.06,195.08,6.92,32.74
99,1967,7,Maharashtra,Nasik,0,0,2.25,9.41,1.74,197.25,516.78,170.5,145.38,22.21,0
99,1968,7,Maharashtra,Nasik,0.15,0.02,11.64,8.32,0,59.78,413.7,319.12,142.5,75.97,7.73
99,1969,7,Maharashtra,Nasik,97.1,107.48,164.28,188.71,226.7,34.79,0,5.26,0,57.83,71.39
99,1970,7,Maharashtra,Nasik,98.64,117.94,162.03,164.53,174.88,4.71,14.09,1.65,2.84,30.76,69.81
99,1971,7,Maharashtra,Nasik,94.18,116,158.49,199.87,161.01,60.63,38.16,12.98,0.13,53.73,78.05
99,1972,7,Maharashtra,Nasik,92.92,113.21,161.64,182.41,206.33,118.31,26.88,33.98,61.04,108.04,56.24
99,1973,7,Maharashtra,Nasik,100.17,118.55,159.41,189.23,233.5,73.39,0,10.93,0,43.98,77.41
99,1974,7,Maharashtra,Nasik,96.24,111.5,162.6,186.89,144.47,111.5,11.04,23.25,19.94,20.64,74.4
99,1975,7,Maharashtra,Nasik,93.82,115.79,159.89,202.41,220.07,52.48,0.19,2.99,0,4.33,57.87
99,1976,7,Maharashtra,Nasik,93.85,112.98,162.69,189.68,229.68,45.78,0,0.98,18.72,85.6,17
99,1977,7,Maharashtra,Nasik,95.39,111.72,140.15,182.38,192.9,33.72,4.55,36.53,25.27,75.01,23.23
99,1978,7,Maharashtra,Nasik,94.39,108.54,140.67,153.9,217.11,33.97,16.21,29.7,37.36,61.12,29.24
99,1979,7,Maharashtra,Nasik,102.53,126.91,168.11,195.08,223,104.83,0.46,4.1,0,48.79,0.02
99,1980,7,Maharashtra,Nasik,92.17,115.47,163.27,187.25,227.3,8.35,9.51,2.13,52.18,100.58,92.37
99,1981,7,Maharashtra,Nasik,97.51,114.58,170.88,183.57,217.34,36.68,0,13.83,0.05,14.6,61.55
99,1982,7,Maharashtra,Nasik,97.73,114.35,164.69,190.49,166.15,100.44,3.63,22.87,34.92,81.5,37.91
99,1983,7,Maharashtra,Nasik,100.97,120.31,174.61,196.49,231.48,63.45,0.02,6.09,0,7.78,52.7
99,1984,7,Maharashtra,Nasik,95.36,116.47,163.09,191.35,220.67,34.1,0.83,31.85,8.46,14.11,72.4
99,1985,7,Maharashtra,Nasik,98.58,112.15,165.61,180.81,195.86,112.54,6.25,29.31,49.2,3,56.73
99,1986,7,Maharashtra,Nasik,104.66,122.23,173.5,199.92,237.24,31.31,16.33,17.85,59.57,110.27,88.38
99,1987,7,Maharashtra,Nasik,104.31,120.99,171.69,211.5,184.81,81.33,31.23,1.13,70.23,51.91,84.07
99,1988,7,Maharashtra,Nasik,108.86,129.68,175.56,174.34,225.66,30.59,0,17.41,0,9.79,58.07
99,1989,7,Maharashtra,Nasik,96.02,117.39,142.95,186.75,214.44,10.6,22.11,15.79,17.68,72.33,89.52
99,1990,7,Maharashtra,Nasik,102.55,122.3,171.38,195.48,140.81,49.45,0,1.66,8.81,25.12,68.98
99,1991,7,Maharashtra,Nasik,100.8,118.07,165.85,169.76,206.88,55.23,9.31,39.1,58.12,104.17,92.13
99,1992,7,Maharashtra,Nasik,100.24,117.47,160.58,183.32,209.11,103.01,18.33,1.28,0.93,55.66,88.73
99,1993,7,Maharashtra,Nasik,98.97,122.04,163.62,199.87,228.95,75.94,0.31,27.59,0,7.86,63.85
99,1994,7,Maharashtra,Nasik,97.3,120.2,166.59,168.64,209.33,24.5,0,7.95,0.8,48.23,84.95
99,1995,7,Maharashtra,Nasik,104.82,126.47,162.12,177.07,208.84,126.38,0.08,31.57,0,41.77,88.18
99,1996,7,Maharashtra,Nasik,109.17,135.27,182.21,201.33,221.83,81.42,0,14.83,1.4,1.34,55.23
99,1997,7,Maharashtra,Nasik,94.21,112.99,163.85,162.79,208.16,33.5,12.98,1.9,19.64,77.45,55.33
99,1998,7,Maharashtra,Nasik,101.67,121.89,166.18,191.79,212,72.66,0.54,4.82,0,18.09,39.42
99,1999,7,Maharashtra,Nasik,93.82,111.78,157.4,186.33,187.1,36.13,12.51,47.8,0.07,0.36,61.93
99,2000,7,Maharashtra,Nasik,97.99,112.82,162.89,193.67,189.68,0.63,11.13,16.11,41.6,78.14,86.4
99,2001,7,Maharashtra,Nasik,98.89,115.09,163.75,169.9,199.87,34.84,24,28.39,50.44,37.24,75.83
99,2002,7,Maharashtra,Nasik,98.64,118.56,160.89,171.24,222.51,19.47,70.08,9.22,35.11,88.22,89.64
99,2003,7,Maharashtra,Nasik,103.29,121.09,159.79,177.63,215.18,39.04,7.58,23.74,19.69,73.69,87.94
99,2004,7,Maharashtra,Nasik,99.7,112.2,154.16,188.51,169.48,2.98,23.06,0,4.87,41.49,61.8
99,2005,7,Maharashtra,Nasik,91.16,112.2,138.53,146.58,178.1,22.41,0,2.04,0,28.87,67.4
99,2006,7,Maharashtra,Nasik,87.33,103.47,111.61,168.41,163.22,40.51,0,0,0,11.04,36.15
99,2007,7,Maharashtra,Nasik,86.3,106.35,143.9,158.96,185.89,20.71,0,1.21,0.23,62.78,76.09
99,2008,7,Maharashtra,Nasik,91.02,104.29,145.18,162.36,205.59,58.09,9.56,14.88,0,52.91,80.35
99,2009,7,Maharashtra,Nasik,96.02,104.78,141.5,165.8,181.24,71.51,0,8.26,11.71,19.32,0.02
99,2010,7,Maharashtra,Nasik,72.08,98.56,145.41,171.71,208.14,8.72,0.38,0,0.02,7.99,6.46
99,2011,7,Maharashtra,Nasik,76.24,100.48,143.4,151.25,196.33,0.11,0.56,1.05,0.01,27.82,73.28
99,2012,7,Maharashtra,Nasik,89.1,104.05,143.26,164.74,190.92,107.74,12.34,9.71,0.86,31.32,71.39
99,2013,7,Maharashtra,Nasik,92.43,109.5,140.38,155.76,200.4,0,0,12.93,0.02,13.68,57.97
99,2014,7,Maharashtra,Nasik,97.83,103.06,135.54,148.77,180.05,141.91,0,2.78,0.92,44.56,65.68
99,2015,7,Maharashtra,Nasik,82.72,105.31,107.47,144.48,174.44,13.37,14.09,35.83,2.13,61.54,49.25
100,1958,7,Maharashtra,Dhule,101.73,128.42,163.98,192.35,226.02,81.79,0,0,0.2,28.68,37.61
100,1959,7,Maharashtra,Dhule,106.96,125.21,178.56,191.75,244.34,81.62,0,2.23,0.1,11.3,48.85
100,1960,7,Maharashtra,Dhule,110.52,128.81,176.76,194.07,180.17,73.29,3.26,14.78,14.15,100.34,115.67
100,1961,7,Maharashtra,Dhule,124.31,128.13,187.46,195.19,169.24,113.49,0.2,16.31,0.25,40.33,85.13
100,1962,7,Maharashtra,Dhule,108.63,124.87,135.66,185.32,182.04,177.33,0,26.86,0,80.94,86.09
100,1963,7,Maharashtra,Dhule,120.54,131.01,181.43,192.97,246.62,97.11,0,0.03,27.81,62.95,80.44
100,1964,7,Maharashtra,Dhule,0,0,2.93,1.55,8.22,98.02,264.1,137.16,165.16,12,6.15
100,1965,7,Maharashtra,Dhule,12.4,0.03,0.78,1.08,0.24,144.06,238.26,177.56,20.88,1.12,2.44
100,1966,7,Maharashtra,Dhule,2.89,0,1.19,0.54,11.96,69.97,297.68,57.39,147.72,2.94,36.85
100,1967,7,Maharashtra,Dhule,0,0,8.01,2.41,0.85,184.81,326.32,137.97,115.21,16.11,0
100,1968,7,Maharashtra,Dhule,0.26,0.16,10.66,1.52,0,48.7,226.99,204.99,100.93,44.58,3.7
100,1969,7,Maharashtra,Dhule,100.86,111.95,174.32,199.72,245.15,76.81,0,2.05,0,48.75,76.51
100,1970,7,Maharashtra,Dhule,101.92,123.15,161.71,189.5,219.69,0.48,7.54,0,0,39.02,67.51
100,1971,7,Maharashtra,Dhule,99.14,120.62,156.72,213.9,196.65,83.75,31.69,6.87,0,78.47,86
100,1972,7,Maharashtra,Dhule,97.71,116.16,164.88,193.95,234.15,135.89,24.64,24.54,86.21,134.1,76.26
100,1973,7,Maharashtra,Dhule,104.35,124.69,171.26,201.91,263.33,124.04,0,1.14,0,40.9,76.45
100,1974,7,Maharashtra,Dhule,98.5,113.76,169.62,200.38,186.99,166.99,3.44,17.01,39.11,67.52,93.53
100,1975,7,Maharashtra,Dhule,103.82,123.76,168.62,217.7,253.79,85.92,0,0,0,14.3,62.9
100,1976,7,Maharashtra,Dhule,98.51,121.5,175.57,210.4,264.89,58.95,0,0,19.23,89.48,27.24
100,1977,7,Maharashtra,Dhule,102.82,119.24,154.65,207.95,223.45,58.19,0,25.71,28.53,91.45,52.21
100,1978,7,Maharashtra,Dhule,98.96,112.98,155.67,188.94,249.4,59.21,7.41,13.39,49.89,102.64,65.26
100,1979,7,Maharashtra,Dhule,115.71,138.85,189.71,215.42,236.52,139.43,0,0,0.89,55.79,14.41
100,1980,7,Maharashtra,Dhule,109.89,128.03,187.56,209.71,255.72,1.78,8.14,0,64.6,128.43,107.42
100,1981,7,Maharashtra,Dhule,103.45,125.12,178.94,200.17,245.29,80.3,0,2.29,0.92,26.81,66.66
100,1982,7,Maharashtra,Dhule,103.41,120.07,172.49,208.39,184.36,154.86,0,18.22,48.53,105.76,65.4
100,1983,7,Maharashtra,Dhule,111.23,129.84,192.12,221.07,258.93,108.5,0,0,0,17.71,52.39
100,1984,7,Maharashtra,Dhule,103.25,120.51,169.09,205.27,239.5,73.87,0,16.42,12.52,40.19,90.76
100,1985,7,Maharashtra,Dhule,106.54,117.16,176.5,204.12,241.88,146.58,0.26,24.06,67.26,23.73,90.89
100,1986,7,Maharashtra,Dhule,118.91,131.63,189.46,222.44,265.85,63.59,1.34,5.43,67.56,133.57,108.1
100,1987,7,Maharashtra,Dhule,114.17,132.74,185.84,232.43,205.65,111.42,37.58,0,85.6,88.79,93.2
100,1988,7,Maharashtra,Dhule,117.11,139.74,188.01,197.52,258.29,64.68,0,6.63,0,28.32,68.84
100,1989,7,Maharashtra,Dhule,102.06,127.15,143.98,207.91,238.95,31.09,29.29,4.75,25.8,113.62,105.18
100,1990,7,Maharashtra,Dhule,110.18,129.15,183.99,215.43,168.18,73.54,0,0,6.76,39.11,86.77
100,1991,7,Maharashtra,Dhule,109.15,126.03,175.94,190.78,232.77,73.13,0.06,36.45,84.24,128.99,101.27
100,1992,7,Maharashtra,Dhule,107.29,126.15,175.1,206.53,231,138.77,14.51,0,0.57,76.97,101.23
100,1993,7,Maharashtra,Dhule,104.52,128.22,174.74,219.92,256.32,113.91,0,18.57,0,32.15,82.28
100,1994,7,Maharashtra,Dhule,99.21,126.01,174.47,198.71,243.46,33.21,0,0.57,0,50.12,95.98
100,1995,7,Maharashtra,Dhule,107.77,135.42,166.48,192.41,224.1,148.3,0,24.64,0.05,58.49,103.66
100,1996,7,Maharashtra,Dhule,116.45,150.18,196.9,219.29,244.12,139.93,0,6.42,0.87,17.23,59.13
100,1997,7,Maharashtra,Dhule,97.2,121.77,177.91,183.52,229.02,61.42,6.88,0,28.53,93.22,76.71
100,1998,7,Maharashtra,Dhule,112.09,129.06,173.44,205.61,222.06,116.69,0,0.48,0,33.17,52.01
100,1999,7,Maharashtra,Dhule,102.58,121.08,166.24,201.94,216.82,52.41,5.82,61.57,0,11.79,76.64
100,2000,7,Maharashtra,Dhule,109.82,122.56,178.77,210.8,206.43,21.86,0.62,12.13,66.84,117.28,101.39
100,2001,7,Maharashtra,Dhule,106.54,125.16,174.53,187.93,221.03,24.77,17.02,31.84,89.92,75.91,100.39
100,2002,7,Maharashtra,Dhule,112.24,130.81,173.24,193.03,258.85,27.08,102.9,1.5,39.85,120.92,102.24
100,2003,7,Maharashtra,Dhule,115.88,135.25,171.98,199.39,238.72,62.71,0,8.97,7.5,84.2,98.67
100,2004,7,Maharashtra,Dhule,107.68,121.45,163.4,210.04,198.45,43.47,7.67,0,0.24,42.21,68.16
100,2005,7,Maharashtra,Dhule,95.47,121.45,155.23,167.83,193.08,65.24,0,0.24,0,36.91,68.2
100,2006,7,Maharashtra,Dhule,94.24,108.28,109.96,184.19,185.75,75.39,0,0,0,30.03,54.22
100,2007,7,Maharashtra,Dhule,99.44,117.42,153.29,175.19,201.9,57.64,0,0,0.24,48.15,82.26
100,2008,7,Maharashtra,Dhule,101.31,112.08,158.23,180.46,228.97,100.98,1.92,10.55,0,72.55,90.95
100,2009,7,Maharashtra,Dhule,105.79,115.3,155.19,174.8,197.7,121.36,0,7.8,21.45,42.66,8.56
100,2010,7,Maharashtra,Dhule,93.75,116.13,160.24,190.17,232.28,54.77,0,0,0.01,30.88,24.31
100,2011,7,Maharashtra,Dhule,89.97,113.12,157.2,169.78,217.22,31.91,0,0,0.48,50.27,91.02
100,2012,7,Maharashtra,Dhule,99.18,113.52,156.31,183.2,203.2,133.79,0.43,4.1,0,49.96,83.68
100,2013,7,Maharashtra,Dhule,102.9,119.22,152.12,169.3,222.3,0,0,4.19,0.01,16.75,55.98
100,2014,7,Maharashtra,Dhule,107.31,111.25,148.94,163.65,185.92,178.04,0,2.11,0,45.07,78.15
100,2015,7,Maharashtra,Dhule,85.19,117.29,118.55,169.35,201.43,16.15,0.23,20.86,3.22,84.42,78.04
101,1958,7,Maharashtra,Jalgaon,96.11,129.34,167.55,191.95,220.94,74.3,0,0,0.09,32.43,30.8
101,1959,7,Maharashtra,Jalgaon,102.89,128.78,184.06,189.27,246.51,72.31,0,0,0,13.8,42.4
