Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
102,2006,7,Maharashtra,Ahmednagar,8.4,6.6,785.71,153.9,248.1,1612.09,0.1,0.1,1000,528.4,274,518.55,528.5,274.1,518.64,243.9,148.9,610.5,34.4,64.19,1865.99,3.1,2.1,677.42,0,0,0,95.8,65.7,685.8,13,6.6,507.69,41.1,17.25,419.71,14.4,17.9,1243.06,1,0.3,300,0.1,0.03,300,17.1,9.3,543.86,0,0,0,1,0.3,300,14.7,7.2,489.8,49,64.5,1316.33,100,100.23,1002.3,93.5,613.78,6564.49,20.6,6.21,301.46,0,0,0,0,42.67,0
102,2007,7,Maharashtra,Ahmednagar,8.6,10.24,1190.7,130.9,271.1,2071.05,0.1,0.14,1400,503.4,284,564.16,503.5,284.14,564.33,232.6,174.05,748.28,37.2,102.55,2756.72,2.6,2.31,888.46,0,0,0,87.3,60.3,690.72,14.6,7.9,541.1,45.8,24.5,534.93,8.7,9.41,1081.61,0.9,0.4,444.44,0.2,0.08,400,14.6,8.69,595.21,0.4,0.14,350,1.1,0.3,272.73,12,9.88,823.33,55.4,84.5,1525.27,96.2,114.2,1187.11,133.3,1043.2,7825.96,40,13.96,349,0,0,0,0,40.78,0
102,2008,7,Maharashtra,Ahmednagar,9.3,9.1,978.49,138.2,219.2,1586.11,0.1,0.1,1000,507.2,327.8,646.29,507.3,327.9,646.36,128.2,92.4,720.75,34.1,100.2,2938.42,2.6,2.6,1000,0,0,0,90.5,65.7,725.97,2.7,1.3,481.48,7.4,2.1,283.78,8.4,11.7,1392.86,0.2,0.2,1000,0.1,0,0,11.1,7,630.63,0,0,0,0.6,0.1,166.67,6.5,4.1,630.77,55.5,40.1,722.52,83.9,63.63,758.4,77.5,556.48,7180.39,59.3,15.86,267.45,0,0,0,0,0,0
102,2009,7,Maharashtra,Ahmednagar,7.4,2.8,378.38,129.5,215.99,1667.88,0,0,0,520.5,350.56,673.51,520.5,350.56,673.51,190.7,115.39,605.09,53.6,141.51,2640.11,2.6,1.73,665.38,0,0,0,102.3,75.65,739.49,12.1,6.2,512.4,29.8,14.96,502.01,10.4,12.35,1187.5,0.6,0.23,383.33,0.1,0.05,500,11.1,8.5,765.77,0.1,0.02,200,0.6,0.13,216.67,9.9,3.73,376.77,58,53.22,917.59,92.5,78.57,849.41,75.6,633.9,8384.92,82.7,21.27,257.19,0,0,0,0,0,0
102,2010,7,Maharashtra,Ahmednagar,7.5,7.03,937.33,133.7,248.91,1861.71,0,0,0,540,317.99,588.87,540,317.99,588.87,196,186.8,953.06,60.8,169.17,2782.4,2.8,2.58,921.43,0,0,0,115.2,93.97,815.71,17.6,11.31,642.61,38.7,25.47,658.14,10.4,11.68,1123.08,0.6,0.13,216.67,0,0,0,8.8,5.29,601.14,0,0,0,0.5,0.13,260,9.3,4.27,459.14,50.7,90.82,1791.32,82.2,113.02,1374.94,126,1151.64,9140,101.7,37.59,369.62,0,0,0,0,0,0
102,2011,7,Maharashtra,Ahmednagar,7.9,7.8,987.34,48.1,88.69,1843.87,0,0,0,434.6,123.23,283.55,434.6,123.23,283.55,184.7,179.5,971.85,55.5,148.04,2667.39,2.8,3.25,1160.71,0,0,0,45.3,27.73,612.14,12.8,6.4,500,21,10.53,501.43,11.3,13.81,1222.12,0.7,0.16,228.57,0,0,0,6.7,1.75,261.19,0.1,0.02,200,0.3,0.06,200,3.7,1.54,416.22,58.6,122.7,2093.86,83.3,140.71,1689.2,129.5,1187.92,9173.13,112,40.48,361.43,28.43,0,28.43,0,0,0
102,2012,7,Maharashtra,Ahmednagar,7.5,4.61,614.67,38.9,46.09,1184.83,0,0,0,444.8,66.99,150.61,444.8,66.99,150.61,160.5,55.36,344.92,59.86,116.91,1953.06,2.8,3.09,1103.57,0,0,0,59.4,21.65,364.48,9.5,2.17,228.42,17.06,2.76,161.78,5.21,3.62,694.82,0.3,0.06,200,0,0,0,1,0.05,50,0.2,0.03,150,0.4,0.05,125,1.6,0.52,325,56.8,28.06,494.01,67.56,33.03,488.9,115.5,823.57,7130.48,96.2,14.98,155.72,0,0,0,0,0,0
102,2013,7,Maharashtra,Ahmednagar,7.9,19,2405.06,51.9,100.7,1940.27,0,0,0,503.9,354.5,703.51,503.9,354.5,703.51,181.8,188.2,1035.2,82.9,357.7,4314.84,2.8,3.6,1285.71,0,0,0,120.7,93.3,772.99,11,9.2,836.36,13.3,15.7,1180.45,6.2,6.1,983.87,0.8,0.2,250,0,0,0,1.6,0.2,125,0.4,0.1,250,0.2,0.1,500,1.4,0.8,571.43,65.9,74.5,1130.5,93.1,114.6,1230.93,110.8,964.36,8703.61,104.7,40.03,382.33,0,0,0,0,0,0
102,2014,7,Maharashtra,Ahmednagar,8.6,2.2,255.81,57.2,85,1486.01,0,0,0,443.6,279.8,630.75,443.6,279.8,630.75,186,107.7,579.03,97.7,234.1,2396.11,3,3.3,1100,0,0,0,115.2,85.2,739.58,9.1,1.8,197.8,16.9,10.2,603.55,5.9,5.1,864.41,0,0,0,0,0,0,0.7,0,0,0.1,0,0,0.2,0,0,0.9,0.4,444.44,58.2,35.9,616.84,67.5,41.9,620.74,122,1176.1,9640.16,102.6,17.41,169.69,0,0,0,0,0,0
102,2015,7,Maharashtra,Ahmednagar,14,17.2,1228.57,41.1,50.1,1218.98,0,0,0,463.9,105.9,228.28,463.9,105.9,228.28,122,30.4,249.18,44,70,1590.91,0.1,0.1,1000,0,0,0,135.1,54.3,401.92,9.3,2.2,236.56,48.5,3.5,72.16,5.7,2.8,491.23,0.1,0,0,0,0,0,0.6,0.1,166.67,0.1,0.03,300,0,0,0,0.54,0.11,203.7,40.9,19.8,484.11,48.2,22.9,475.1,112.4,660.71,5878.2,73.6,7.02,95.38,0,0,0,0,0,0
102,2016,7,Maharashtra,Ahmednagar,15,26.2,1746.67,60,127.2,2120,1.4,0.3,214.29,492.8,245.7,498.58,494.2,246,497.77,146.4,149.8,1023.22,68,245.4,3608.82,0.1,0.1,1000,0,0,0,160.1,130.6,815.74,21.97,22.04,1003.19,69.29,32.56,469.87,16.2,21.9,1351.85,0.22,0.05,209.82,0.01,0,153.85,0.4,0.03,75,0.03,0.01,333.33,0,0,0,0.47,0.39,826.64,52,41.7,801.92,0,0,0,60.97,418.14,6857.9,132.4,25.09,189.52,0,0,0,0,0,0
102,2017,7,Maharashtra,Ahmednagar,16.2,37.3,2302.47,79.8,177.5,2224.31,1.6,1,625,548.9,298.3,543.45,550.5,299.3,543.69,119.5,120.1,1005.02,78.38,241.9,3086.29,0.1,0.1,1000,0,0,0,208.01,166,798.06,15.7,15.6,993.63,80.16,29.03,362.09,15.72,19.5,1240.62,0.24,0.08,323.53,0.21,0.09,425.23,0.1,0.04,400,1.09,0.22,201.83,0.05,0.02,340,0.71,0.39,552.89,59.28,86.9,1465.83,0,0,0,104.4,1130.89,10831.86,132.8,39.71,299.01,0,0,0,0,0,0
103,2002,7,Maharashtra,Pune,57.7,40,693.24,64.7,81.9,1265.84,3,1.6,533.33,462.6,160.4,346.74,465.6,162,347.94,123.9,86.5,698.14,14.9,28.5,1912.75,12,10.3,858.33,0,0,0,54.6,27.7,507.33,3.8,1.8,473.68,31.1,11.3,363.34,45,46.1,1024.44,2.9,0.4,137.93,0.3,0.1,333.33,16.6,7.1,427.71,0.1,0.01,100,0.1,0.1,1000,3.2,1.3,406.25,0.4,0.7,1750,70.7,56.32,796.61,53.5,469,8766.36,0.2,0.09,450,4.4,29.4,33.8,7.5,21.6,121.6
103,2003,7,Maharashtra,Pune,60.4,84.7,1402.32,38.8,47.5,1224.23,2.9,4.6,1586.21,262.5,63.8,243.05,265.4,68.4,257.72,97,67.6,696.91,10.4,18.1,1740.38,13,10.4,800,0,0,0,32.2,16.4,509.32,3.3,2.2,666.67,17.3,6.5,375.72,47.7,56.1,1176.1,2.8,0.7,250,0.1,0,0,4.6,0.2,43.48,0,0,0,0.4,0.1,250,2.5,0.7,280,0.6,2,3333.33,60.7,60.4,995.06,39.6,275.6,6959.6,0.1,0.05,500,8.2,29.5,37.7,6.8,22.5,0
103,2004,7,Maharashtra,Pune,67.6,85.1,1258.88,52.5,86.9,1655.24,3.2,3.4,1062.5,428.1,227.8,532.12,431.3,231.2,536.05,116.8,84.8,726.03,15.3,33.74,2205.23,13.6,11,808.82,0,0,0,39.2,25.5,650.51,3.8,3.7,973.68,30.6,8.3,271.24,52.5,52.2,994.29,2.9,1,344.83,0.3,0.1,333.33,6.2,1.2,193.55,0,0,0,0.2,0.1,500,3.3,1.9,575.76,1.2,3.6,3000,68.9,60.83,882.87,28.2,236.19,8375.53,0.1,0.03,300,25.6,39.8,65.4,6.9,32.74,0
103,2005,7,Maharashtra,Pune,64.5,73.8,1144.19,61.3,112.9,1841.76,3.2,3.3,1031.25,465.4,229.4,492.91,468.6,232.7,496.59,125.3,90.4,721.47,16.5,36.5,2212.12,12.7,10.2,803.15,0,0,0,49.5,33.5,676.77,3.7,1.9,513.51,30.7,10.25,333.88,51.2,49.9,974.61,1.1,0.3,272.73,0.3,0.12,400,7.1,5.2,732.39,0,0,0,0.1,0.1,1000,4.1,2.2,536.59,1.8,3.8,2111.11,70.2,62.82,894.87,53.8,503.61,9360.78,0.1,0.05,500,28.5,44.5,73,7.2,32.93,0
103,2006,7,Maharashtra,Pune,63.9,68.9,1078.25,72.9,132.1,1812.07,3,1.9,633.33,455.6,233.3,512.07,458.6,235.2,512.87,128.9,81.3,630.72,18.3,42.55,2325.14,13.8,9.5,688.41,0,0,0,56.1,39.2,698.75,3.9,1.9,487.18,36.16,15.54,429.76,51.1,43.7,855.19,3.8,0.9,236.84,0.3,0.14,466.67,11.4,4.9,429.82,0.2,0.07,350,0.2,0.1,500,4.4,2.4,545.45,1.9,3.6,1894.74,75.9,56.51,744.53,78.2,687.26,8788.49,0.1,0.03,300,0,0,0,0,26.95,0
103,2007,7,Maharashtra,Pune,62.8,78.2,1245.22,73.4,155,2111.72,3,2.4,800,400.2,215.5,538.48,403.2,217.9,540.43,117.3,100.96,860.7,16.6,45.18,2721.69,12.5,11.12,889.6,0,0,0,54.9,37.6,684.88,3.9,1.8,461.54,32.8,16.31,497.26,49.7,57.91,1165.19,3.2,1.05,328.12,0.1,0.1,1000,8.7,5.2,597.7,0.1,0,0,0.1,0.1,1000,3.7,2.73,737.84,3,5.2,1733.33,70.7,72.89,1030.98,104.2,1015.77,9748.27,0.1,0.03,300,0,0,0,0,30.37,0
103,2008,7,Maharashtra,Pune,61.2,75.5,1233.66,60.9,112.3,1844.01,2.8,3.2,1142.86,427.9,274.6,641.74,430.7,277.8,645,34.5,27,782.61,17.4,42.18,2424.14,9.1,9.2,1010.99,0,0,0,47.4,35.7,753.16,1.9,1.1,578.95,19.2,7.29,379.69,34.9,36.2,1037.25,1.8,0.6,333.33,0.1,0.1,1000,2.3,0.8,347.83,0,0,0,0,0,0,2.7,1.8,666.67,2.4,3.7,1541.67,46.1,43.73,948.59,85.6,833.28,9734.58,0.1,0.05,500,0,0,0,0,0,0
103,2009,7,Maharashtra,Pune,62.6,51.18,817.57,59.6,91.81,1540.44,9.9,10.43,1053.54,426.5,314.84,738.19,436.4,325.27,745.35,46,33.87,736.3,16.7,42.28,2531.74,9.4,6.26,665.96,0,0,0,54.1,42.55,786.51,2.1,1.31,623.81,19.4,9.09,468.56,39,40.92,1049.23,2,0.41,205,0.1,0.05,500,3.3,0.92,278.79,0.1,0.02,200,0,0,0,2.6,1.49,573.08,3.3,4.67,1415.15,53.1,49.08,924.29,95.6,911.21,9531.49,0,0,0,0,0,0,0,0,0
103,2010,7,Maharashtra,Pune,60.9,71.92,1180.95,60,115.93,1932.17,8.7,8.26,949.43,448.5,330.75,737.46,457.2,339.01,741.49,48.6,43,884.77,26.96,75.12,2786.35,9.41,8.6,913.92,0,0,0,58.1,55.16,949.4,2.87,1.75,609.76,29.41,16.95,576.33,40.1,54.21,1351.87,2.1,0.47,223.81,0,0,0,5,1.93,386,0.1,0.02,200,0,0,0,3,1.76,586.67,2.9,5.75,1982.76,55.3,64.93,1174.14,111.5,1108.31,9940,0.01,0.01,1000,0,0,0,0,0,0
103,2011,7,Maharashtra,Pune,62,85.6,1380.65,55.3,105.56,1908.86,5.5,5.52,1003.64,173.6,101.05,582.09,179.1,106.57,595.03,50.7,40.7,802.76,27.2,87.1,3202.21,10.3,11.94,1159.22,0,0,0,35.4,32.99,931.92,2.9,1.53,527.59,22.3,10.67,478.48,46.1,52.77,1144.69,1.8,0.52,288.89,0,0,0,0.6,0.15,250,0,0,0,0,0,0,2,1.18,590,3.9,8.22,2107.69,56.4,63.56,1126.95,129.9,1315.76,10129.02,0,0.01,0,11.74,47.84,59.58,6.95,32.52,0
103,2012,7,Maharashtra,Pune,77.6,106.16,1368.04,53,93.82,1770.19,4,3.42,855,177.1,86.99,491.19,181.1,90.42,499.28,36,16.72,464.44,25.22,66.06,2619.35,10.6,11.7,1103.77,0,0,0,37.8,26.96,713.23,3.4,0.58,170.59,16.1,6.25,388.2,44.6,43.29,970.63,1.8,0.37,205.56,0,0,0,0.6,0.03,50,0,0,0,0.03,0,0,2.1,0.86,409.52,4.2,8.12,1933.33,56.13,53.61,955.1,137.7,1388.84,10085.98,0,0,0,37.83,25.31,63.14,9.65,0.33,0
103,2013,7,Maharashtra,Pune,82.1,153.2,1866.02,64.3,129.9,2020.22,3.2,2.7,843.75,251.6,158.8,631.16,254.8,161.5,633.83,49.8,41.6,835.34,31.9,91.9,2880.88,10.6,13.6,1283.02,0,0,0,50.6,41.2,814.23,4.2,2.4,571.43,6.9,1,144.93,54.1,52.3,966.73,1.3,0.4,307.69,0,0,0,0.6,0,0,0.2,0,0,0,0,0,1.6,0.9,562.5,6.9,26.8,3884.06,42,58.8,1400,143.9,1696.35,11788.4,0,0,0,0,0,0,0,0,0
103,2014,7,Maharashtra,Pune,82.1,136.1,1657.73,71.8,108.3,1508.36,3.5,1.7,485.71,268.3,131.7,490.87,271.8,133.4,490.8,31.5,26.3,834.92,36,133.4,3705.56,12.1,13.2,1090.91,0,0,0,59.9,51.8,864.77,3,0.7,233.33,16.4,6.9,420.73,56.1,62.1,1106.95,0.1,0,0,0,0,0,0.4,0.3,750,0.1,0,0,0,0,0,0.9,0.5,555.56,7.1,11.7,1647.89,67.3,75.2,1117.38,127.8,1383.39,10824.65,0,0,0,0,0,0,0,0,0
103,2015,7,Maharashtra,Pune,54.6,107.3,1965.2,62,129.6,2090.32,1.4,1,714.29,259.8,116.3,447.65,261.2,117.3,449.08,41.4,29.4,710.14,37.2,88.3,2373.66,3.2,2.7,843.75,0,0,0,63.7,54.5,855.57,1.3,0.6,461.54,32.1,6.5,202.49,25.6,38.9,1519.53,0.73,0.07,95.89,0,0,0,0,0,0,0.1,0.02,200,0,0,0,0.23,0.04,173.91,16.1,47,2919.25,43.9,86.3,1965.83,118.4,1228.54,10376.18,0,0,0,0,0,0,0,0,0
103,2016,7,Maharashtra,Pune,53.5,115.4,2157.01,68.9,165.2,2397.68,1.8,0.4,222.22,277.8,97.6,351.33,279.6,98,350.5,30.4,22.2,730.26,42.6,257.4,6042.25,3.5,2.9,828.57,0,0,0,80.5,86.5,1074.53,1.77,1.55,872.53,35.74,12.9,360.87,21.8,28.2,1293.58,0.74,0.19,259.41,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.11,872,18,38.3,2127.78,0,0,0,95.9,907.09,9458.41,0,0,0,0,0,0,0,0,0
103,2017,7,Maharashtra,Pune,52,124,2384.62,72.4,177.2,2447.51,1.7,1.6,941.18,223.4,163.4,731.42,225.1,165,733.01,32,23.1,721.88,47.33,146.6,3097.53,2.7,2.2,814.81,0,0,0,90.3,102.7,1137.28,2,1.3,650,36.53,11.73,320.99,21.69,23.1,1065.2,0.88,0.28,313.99,0.01,0,400,0,0,0,0.1,0.01,100,0,0,0,0.23,0.12,541.48,20.23,40.9,2021.65,0,0,0,113.14,1327.06,11729.36,0,0,0,0,0,0,0,0,0
104,2002,7,Maharashtra,Satara,45.4,71.2,1568.28,35.3,48.7,1379.6,67.1,108.4,1615.5,133,57.7,433.83,200.1,166.1,830.08,89.9,36.6,407.12,13.3,27.7,2082.71,8.9,9.6,1078.65,0,0,0,22,6.6,300,6.7,2.6,388.06,47.4,24.3,512.66,61.2,78.1,1276.14,0.4,0.1,250,0.2,0.1,500,4.4,0.9,204.55,0,0,0,0,0,0,2.7,1.1,407.41,15.6,30.8,1974.36,86.3,111.6,1293.16,38,353.6,9305.26,3.6,0.7,194.44,0.7,17.2,17.9,5.3,11.6,45.4
104,2003,7,Maharashtra,Satara,44.2,73.4,1660.63,23.6,34.1,1444.92,58.3,83.2,1427.1,66.2,41,619.34,124.5,124.2,997.59,23.3,6.1,261.8,12.5,24.4,1952,10.1,18,1782.18,0,0,0,13.1,7.5,572.52,3.8,1.1,289.47,37.6,13.1,348.4,59.4,89.3,1503.37,0.4,0.1,250,0.2,0.05,250,1.7,0.2,117.65,0,0,0,0,0,0,1.8,0.4,222.22,15.1,24.9,1649.01,80.3,115.45,1437.73,31.3,210.61,6728.75,0.6,0.15,250,3.2,7.9,11.1,5.3,2.4,0
104,2004,7,Maharashtra,Satara,44.1,72.9,1653.06,38.1,68.3,1792.65,63.9,110.3,1726.13,151,130.1,861.59,214.9,240.4,1118.66,92.9,79,850.38,16.1,29.47,1830.43,9.1,7.5,824.18,0,0,0,24.2,20.2,834.71,6,2.6,433.33,47.3,24.89,526.22,64.9,94.6,1457.63,0.5,0.1,200,0.6,0.1,166.67,2.1,1.3,619.05,0,0,0,0.1,0,0,4.2,2.3,547.62,26.4,48.5,1837.12,101,147.6,1461.39,23.2,187.53,8083.19,0.6,0.1,166.67,3.3,15.2,18.5,5.2,9.81,0
104,2005,7,Maharashtra,Satara,43.6,73.4,1683.49,39.2,73.5,1875,60.5,50.3,831.4,151.8,109.1,718.71,212.3,159.4,750.82,72.5,23.5,324.14,13.5,19.8,1466.67,8.4,4.6,547.62,0,0,0,26.6,18.3,687.97,4.6,1.6,347.83,47.1,16.16,343.1,63,56.7,900,0.4,0.1,250,0.5,0.08,160,2.4,0.4,166.67,0,0,0,0.2,0.1,500,3.3,1.8,545.45,31.3,38.7,1236.42,102.7,98.38,957.94,38.9,345.38,8878.66,4.7,0.73,155.32,5.1,12.4,17.5,5.3,6.89,0
104,2006,7,Maharashtra,Satara,45,93.3,2073.33,43.1,78.1,1812.06,59.3,37.6,634.06,144.1,115.8,803.61,203.4,153.4,754.18,84.5,24.6,291.12,15.5,25.18,1624.52,8.8,6.3,715.91,0,0,0,31,19.3,622.58,5.9,3,508.47,49.2,13.48,273.98,62.2,52,836.01,0.5,0.2,400,0.6,0.11,183.33,2.2,1.1,500,0,0,0,0.1,0.1,1000,2.8,1.4,500,28.7,31.1,1083.62,99,86.51,873.84,53.6,448.54,8368.28,4,0.75,187.5,0,0,0,0,10.9,0
104,2007,7,Maharashtra,Satara,49.6,102.4,2064.52,43.3,94,2170.9,50.3,84.4,1677.93,97.5,100.1,1026.67,147.8,184.5,1248.31,84.1,48.5,576.69,16,27.75,1734.38,7.7,5,649.35,0,0,0,30.2,20.2,668.87,5.2,2.4,461.54,56.6,28.88,510.25,53.2,76.45,1437.03,0.3,0.2,666.67,0.2,0,0,1.5,0.38,253.33,0,0,0,0.1,0.1,1000,1.9,1.4,736.84,27.2,48,1764.71,86,126.93,1475.93,60.8,513.56,8446.71,3.2,1.84,575,0,0,0,0,7.11,0
104,2008,7,Maharashtra,Satara,49.7,109.3,2199.2,40.2,69.1,1718.91,45.5,83.2,1828.57,164.8,131,794.9,210.3,214.2,1018.54,6.4,3.3,515.62,13.5,27.44,2032.59,7.4,3.3,445.95,0,0,0,28,20.4,728.57,2.7,1.2,444.44,30.55,12.92,422.91,49.7,74,1488.93,0.2,0.2,1000,0.2,0.05,250,1.1,0.5,454.55,0,0,0,0,0,0,1.1,0.8,727.27,29.2,62.9,2154.11,82.6,138.75,1679.78,50.4,423,8392.86,1.4,0.26,185.71,0,0,0,0,0,0
104,2009,7,Maharashtra,Satara,50.6,76.9,1519.76,42,69.01,1643.1,46.8,70.59,1508.33,134.4,120.5,896.58,181.2,191.1,1054.64,74.9,36.28,484.38,17.8,44.58,2504.49,7.3,5.78,791.78,0,0,0,28,16.87,602.5,4.2,4.24,1009.52,50.1,20.59,410.98,53.3,72.01,1351.03,0.2,0.07,350,0.5,0.13,260,1.3,0.62,476.92,0,0,0,0.1,0.02,200,1,0.46,460,32.5,65.05,2001.54,90.5,138.69,1532.49,53.8,481.22,8944.61,1.6,0.19,118.75,0,0,0,0,0,0
104,2010,7,Maharashtra,Satara,50.8,82.24,1618.9,43.7,86.48,1978.95,44.6,76.1,1706.28,133.8,105.17,786.02,178.4,181.27,1016.09,75.6,59.2,783.07,20.3,40.27,1983.74,8.1,8.8,1086.42,0,0,0,29.9,24.31,813.04,5.3,1.84,347.17,49.8,26.71,536.35,53.6,87.59,1634.14,0.2,0.05,250,0,0,0,2.2,0.97,440.91,0,0,0,0.1,0.03,300,1,0.46,460,40.1,65.4,1630.92,99.4,155.37,1563.08,74,696.34,9410,1.6,0.23,143.75,0,0,0,0,0,0
104,2011,7,Maharashtra,Satara,50.5,83,1643.56,36.6,67.82,1853.01,36.3,65.1,1793.39,139.9,86.76,620.16,176.2,151.86,861.86,25.7,16.4,638.13,22.3,45.34,2033.18,7.4,7.94,1072.97,0,0,0,27.3,18.12,663.74,2.3,0.63,273.91,35.8,16.82,469.83,46.9,69.13,1473.99,0.3,0.09,300,0,0,0,1.1,0.43,390.91,0,0,0,0.1,0.02,200,0.7,0.34,485.71,46.1,74.98,1626.46,96.9,145.6,1502.58,70.6,696.26,9862.04,1,0.29,290,25.25,26.58,51.84,8.16,9.05,0
104,2012,7,Maharashtra,Satara,51,70.04,1373.33,35,58.54,1672.57,32.5,56.41,1735.69,123.6,70.67,571.76,156.1,127.08,814.09,16.3,7.5,460.12,19.52,30.86,1580.94,8,7.01,876.25,0,0,0,25.4,14.11,555.51,1.5,0.22,146.67,13.5,4.88,361.48,50.7,67.14,1324.26,0.1,0.02,200,0,0,0,0.1,0.04,400,0.9,0.18,200,0,0,0,0.6,0.23,383.33,38.8,69.32,1786.6,92.4,137.31,1486.04,59.8,557.77,9327.26,0.1,0.06,600,26.13,20.56,46.69,4.51,5.01,0
104,2013,7,Maharashtra,Satara,50.4,75.6,1500,33.8,62.2,1840.24,29.7,52.8,1777.78,138,112.2,813.04,167.7,165,983.9,30.2,15.6,516.56,25.4,67.1,2641.73,8,9.2,1150,0,0,0,25.7,20.5,797.67,1.6,0.8,500,30.5,15.6,511.48,43.5,71.75,1649.43,0.1,0,0,0,0,0,0.1,0.1,1000,0.3,0.1,333.33,0,0,0,1.2,0.7,583.33,46.7,95.56,2046.25,93.5,176.2,1884.49,59.8,601.52,10058.86,0.2,0.09,450,0,0,0,0,0,0
104,2014,7,Maharashtra,Satara,52.9,94.7,1790.17,38.3,61.4,1603.13,23.4,35.9,1534.19,145.6,127.1,872.94,169,163,964.5,55,22.1,401.82,30.8,60.5,1964.29,6.6,6.7,1015.15,0,0,0,34.1,25.9,759.53,1.3,0.4,307.69,33.3,16.2,486.49,45.2,74.1,1639.38,0,0,0,0,0,0,0.1,0.2,2000,0.1,0,0,0,0,0,1.3,0.6,461.54,53.3,90.8,1703.56,101.2,166,1640.32,70,692.74,9896.29,0.1,0.02,200,0,0,0,0,0,0
104,2015,7,Maharashtra,Satara,52.7,79.7,1512.33,29.7,49,1649.83,24.8,30.5,1229.84,138.7,109.6,790.19,163.5,140.1,856.88,74.1,26.9,363.02,31,62.5,2016.13,6.8,7.2,1058.82,0,0,0,27.9,21.7,777.78,2,0.2,100,55.57,25.73,463.07,45.2,65.22,1442.92,0.1,0.01,100,0,0,0,0.1,0.04,400,0.3,0.1,333.33,0,0,0,0.4,0.12,300,62.8,100.9,1606.69,109.9,166.6,1515.92,65.5,632.98,9663.82,0.1,0.01,100,0,0,0,0,0,0
104,2016,7,Maharashtra,Satara,47,82.1,1746.81,35.6,71.2,2000,24.4,25.3,1036.89,149.6,108.8,727.27,174,134.1,770.69,72.1,52.8,732.32,35.5,77.7,2188.73,4.5,4.4,977.78,0,0,0,32,25.6,800,2.33,0.88,377.47,52.15,26.15,501.35,43,59.3,1379.07,0.01,0,250,0.1,0.02,200,0.1,0.1,1000,0.1,0.03,300,0,0,0,19.92,13.01,652.98,67.2,121.8,1812.5,0,0,0,50.33,625.97,12437.56,0.1,0.04,360,0,0,0,0,0,0
