"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"101","1979","7","Maharashtra","Jalgaon","27505.0","56.86","33.77","29.18","11203.0","23.16","13.76","11.89","9666.0","19.98","11.87","10.25","48374.0","59.4","51.32"
"101","1980","7","Maharashtra","Jalgaon","22183.0","53.5","27.1","24.47","10752.0","25.93","13.13","11.86","8526.0","20.56","10.42","9.41","41461.0","50.65","45.74"
"101","1981","7","Maharashtra","Jalgaon","32011.0","60.15","38.98","33.66","12142.0","22.82","14.78","12.77","9065.0","17.03","11.04","9.53","53218.0","64.8","55.97"
"101","1982","7","Maharashtra","Jalgaon","28165.0","58.06","33.74","30.66","9470.0","19.52","11.35","10.31","10876.0","22.42","13.03","11.84","48511.0","58.12","52.82"
"101","1983","7","Maharashtra","Jalgaon","42657.0","62.16","52.05","47.75","13365.0","19.47","16.31","14.96","12606.0","18.37","15.38","14.11","68628.0","83.74","76.82"
"101","1984","7","Maharashtra","Jalgaon","38137.0","63.62","46.75","42.41","13307.0","22.2","16.31","14.8","8503.0","14.18","10.42","9.46","59947.0","73.49","66.67"
"101","1985","7","Maharashtra","Jalgaon","38379.0","56.73","44.46","37.98","17246.0","25.49","19.98","17.07","12027.0","17.78","13.93","11.9","67652.0","78.37","66.96"
"101","1986","7","Maharashtra","Jalgaon","39464.0","58.01","48.59","42.52","17337.0","25.48","21.35","18.68","11234.0","16.51","13.83","12.1","68035.0","83.77","73.3"
"101","1987","7","Maharashtra","Jalgaon","42050.0","60.53","49.88","41.96","16650.0","23.97","19.75","16.62","10769.0","15.5","12.77","10.75","69469.0","82.41","69.32"
"101","1988","7","Maharashtra","Jalgaon","41928.0","61.25","49.1","39.94","17411.0","25.43","20.39","16.59","9118.0","13.32","10.68","8.69","68457.0","80.17","65.21"
"101","1989","7","Maharashtra","Jalgaon","80779.0","57.44","94.01","77.04","33750.0","24.0","39.28","32.19","26095.0","18.56","30.37","24.89","140624.0","163.65","134.12"
"101","1990","7","Maharashtra","Jalgaon","69925.0","53.51","81.75","65.43","33067.0","25.3","38.66","30.94","27684.0","21.19","32.36","25.9","130676.0","152.77","122.28"
"101","1991","7","Maharashtra","Jalgaon","65142.0","57.18","78.86","64.93","25549.0","22.43","30.93","25.47","23227.0","20.39","28.12","23.15","113918.0","137.92","113.55"
"101","1992","7","Maharashtra","Jalgaon","74508.0","66.75","90.37","69.16","24745.0","22.17","30.01","22.97","12374.0","11.09","15.01","11.49","111627.0","135.39","103.61"
"101","1993","7","Maharashtra","Jalgaon","72158.0","66.36","84.66","64.33","19444.0","17.88","22.81","17.34","17141.0","15.76","20.11","15.28","108743.0","127.59","96.95"
"101","1994","7","Maharashtra","Jalgaon","74739.0","62.77","87.71","65.39","26678.0","22.4","31.31","23.34","17658.0","14.83","20.72","15.45","119075.0","139.74","104.19"
"101","1995","7","Maharashtra","Jalgaon","70735.0","62.18","83.04","62.82","23442.0","20.61","27.52","20.82","19589.0","17.22","23.0","17.4","113766.0","133.56","101.04"
"101","1996","7","Maharashtra","Jalgaon","71824.0","63.94","84.4","61.28","26572.0","23.66","31.22","22.67","13933.0","12.4","16.37","11.89","112329.0","132.0","95.84"
"101","1997","7","Maharashtra","Jalgaon","85198.0","58.03","104.58","91.87","35287.0","24.03","43.31","38.05","26336.0","17.94","32.33","28.4","146821.0","180.21","158.31"
"101","1998","7","Maharashtra","Jalgaon","74901.0","57.19","91.33","73.22","36966.0","28.22","45.07","36.14","19108.0","14.59","23.3","18.68","130975.0","159.71","128.04"
"101","1999","7","Maharashtra","Jalgaon","83502.0","55.23","108.84","86.02","44328.0","29.32","57.78","45.67","23355.0","15.45","30.44","24.06","151185.0","197.06","155.75"
"101","2000","7","Maharashtra","Jalgaon","69628.0","55.1","81.68","52.23","29096.0","23.03","34.13","21.83","27641.0","21.87","32.42","20.73","126365.0","148.23","94.79"
"101","2001","7","Maharashtra","Jalgaon","62549.0","54.44","73.35","47.2","25088.0","21.84","29.42","18.93","27252.0","23.72","31.96","20.56","114889.0","134.74","86.69"
"101","2002","7","Maharashtra","Jalgaon","70487.0","58.51","82.7","53.1","28818.0","23.92","33.81","21.71","21175.0","17.58","24.84","15.95","120480.0","141.36","90.76"
"101","2003","7","Maharashtra","Jalgaon","70340.0","56.59","82.62","51.72","27599.0","22.2","32.42","20.29","26368.0","21.21","30.97","19.39","124307.0","146.0","91.41"
"101","2004","7","Maharashtra","Jalgaon","71173.0","49.87","83.64","49.98","39264.0","27.51","46.14","27.57","32278.0","22.62","37.93","22.67","142715.0","167.72","100.22"
"101","2005","7","Maharashtra","Jalgaon","69918.0","48.92","82.17","79.57","37005.0","25.89","43.49","42.11","36001.0","25.19","42.31","40.97","142924.0","167.97","162.65"
"101","2006","7","Maharashtra","Jalgaon","80208.0","48.1","94.26","59.35","45070.0","27.03","52.97","33.35","41484.0","24.88","48.75","30.69","166762.0","195.98","123.39"
"101","2007","7","Maharashtra","Jalgaon","94338.0","47.98","110.97","72.25","48087.0","24.46","56.57","36.83","54208.0","27.57","63.77","41.52","196633.0","231.31","150.6"
"101","2008","7","Maharashtra","Jalgaon","110747.0","49.52","130.37","87.53","53760.0","24.04","63.28","42.49","59126.0","26.44","69.6","46.73","223633.0","263.25","176.76"
"101","2009","7","Maharashtra","Jalgaon","123342.0","49.21","145.26","100.67","65137.0","25.99","76.71","53.16","62156.0","24.8","73.2","50.73","250635.0","295.18","204.57"
"101","2010","7","Maharashtra","Jalgaon","138877.0","44.79","163.56","126.7","81355.0","26.24","95.81","74.22","89841.0","28.97","105.81","81.96","310073.0","365.18","282.89"
"101","2011","7","Maharashtra","Jalgaon","102150.0","51.59","120.3","111.09","52511.0","26.52","61.84","57.11","43330.0","21.88","51.03","47.12","197991.0","233.18","215.32"
"101","2012","7","Maharashtra","Jalgaon","93536.0","52.89","110.16","80.36","37787.0","21.37","44.5","32.47","45512.0","25.74","53.6","39.1","176835.0","208.26","151.93"
"101","2013","7","Maharashtra","Jalgaon","113324.0","54.28","133.46","97.37","42771.0","20.49","50.37","36.75","52694.0","25.24","62.06","45.27","208789.0","245.89","179.39"
"101","2014","7","Maharashtra","Jalgaon","118632.0","52.3","139.7","102.01","45624.0","20.11","53.73","39.23","62580.0","27.59","73.69","53.81","226836.0","267.12","195.04"
"101","2015","7","Maharashtra","Jalgaon","99625.0","48.34","117.32","85.67","46836.0","22.72","55.15","40.28","59641.0","28.94","70.23","51.29","206102.0","242.7","177.23"
"101","2016","7","Maharashtra","Jalgaon","106946.0","50.34","125.92","86.2","45941.0","21.62","54.09","37.03","59564.0","28.04","70.13","48.01","212451.0","250.15","171.23"
"101","2017","7","Maharashtra","Jalgaon","96772.0","44.26","113.96","79.62","47696.0","21.82","56.17","39.24","74158.0","33.92","87.33","61.02","218626.0","257.45","179.88"
"102","1966","7","Maharashtra","Ahmednagar","2938.0","73.03","2.36","2.2","1085.0","26.97","0.87","0.81","0.0","0.0","0.0","0.0","4023.0","3.23","3.02"
"102","1967","7","Maharashtra","Ahmednagar","6714.0","66.67","5.28","5.02","3357.0","33.33","2.64","2.51","0.0","0.0","0.0","0.0","10071.0","7.92","7.53"
"102","1968","7","Maharashtra","Ahmednagar","4670.0","65.46","3.69","3.52","1653.0","23.17","1.31","1.25","811.0","11.37","0.64","0.61","7134.0","5.64","5.38"
"102","1969","7","Maharashtra","Ahmednagar","9477.0","74.7","7.51","7.16","1659.0","13.08","1.31","1.25","1551.0","12.23","1.23","1.17","12687.0","10.05","9.58"
"102","1970","7","Maharashtra","Ahmednagar","9849.0","70.37","7.86","7.67","2364.0","16.89","1.89","1.84","1784.0","12.75","1.42","1.39","13997.0","11.17","10.89"
"102","1971","7","Maharashtra","Ahmednagar","10351.0","65.06","9.26","8.89","3178.0","19.98","2.84","2.73","2380.0","14.96","2.13","2.04","15909.0","14.24","13.66"
"102","1972","7","Maharashtra","Ahmednagar","14755.0","64.21","12.67","12.27","4143.0","18.03","3.56","3.44","4080.0","17.76","3.5","3.39","22978.0","19.73","19.11"
"102","1973","7","Maharashtra","Ahmednagar","15751.0","62.35","12.77","11.97","5820.0","23.04","4.72","4.42","3690.0","14.61","2.99","2.8","25261.0","20.48","19.19"
"102","1974","7","Maharashtra","Ahmednagar","14200.0","49.52","11.43","10.49","5154.0","17.97","4.15","3.81","9323.0","32.51","7.5","6.89","28677.0","23.08","21.18"
"102","1975","7","Maharashtra","Ahmednagar","10988.0","65.43","8.77","7.92","2380.0","14.17","1.9","1.72","3426.0","20.4","2.73","2.47","16794.0","13.4","12.11"
"102","1976","7","Maharashtra","Ahmednagar","13077.0","64.19","10.6","9.41","4706.0","23.1","3.81","3.39","2590.0","12.71","2.1","1.86","20373.0","16.51","14.66"
"102","1977","7","Maharashtra","Ahmednagar","18397.0","57.82","14.87","13.2","7105.0","22.33","5.74","5.1","6314.0","19.85","5.11","4.53","31816.0","25.72","22.83"
"102","1978","7","Maharashtra","Ahmednagar","17835.0","56.76","14.68","13.35","7000.0","22.28","5.76","5.24","6585.0","20.96","5.42","4.93","31420.0","25.86","23.51"
"102","1979","7","Maharashtra","Ahmednagar","16165.0","55.72","13.74","13.12","6993.0","24.1","5.94","5.68","5854.0","20.18","4.98","4.75","29012.0","24.66","23.55"
"102","1980","7","Maharashtra","Ahmednagar","16991.0","59.17","14.48","13.37","6794.0","23.66","5.79","5.35","4929.0","17.17","4.2","3.88","28714.0","24.48","22.59"
"102","1981","7","Maharashtra","Ahmednagar","20378.0","58.86","17.09","14.98","8883.0","25.66","7.45","6.53","5358.0","15.48","4.49","3.94","34619.0","29.04","25.46"
"102","1982","7","Maharashtra","Ahmednagar","14667.0","56.68","12.99","11.85","6550.0","25.31","5.8","5.29","4661.0","18.01","4.13","3.77","25878.0","22.93","20.91"
"102","1983","7","Maharashtra","Ahmednagar","34346.0","53.42","28.73","26.19","19610.0","30.5","16.4","14.95","10337.0","16.08","8.65","7.88","64293.0","53.78","49.02"
"102","1984","7","Maharashtra","Ahmednagar","17842.0","62.82","14.97","13.6","5952.0","20.96","4.99","4.54","4607.0","16.22","3.86","3.51","28401.0","23.83","21.65"
"102","1985","7","Maharashtra","Ahmednagar","22288.0","59.75","18.28","17.0","8693.0","23.31","7.13","6.63","6318.0","16.94","5.18","4.82","37299.0","30.59","28.44"
"102","1986","7","Maharashtra","Ahmednagar","31744.0","63.02","27.02","25.3","11206.0","22.25","9.54","8.93","7422.0","14.73","6.32","5.92","50372.0","42.87","40.15"
"102","1987","7","Maharashtra","Ahmednagar","28183.0","63.03","23.97","21.1","10340.0","23.13","8.79","7.74","6189.0","13.84","5.26","4.63","44712.0","38.02","33.47"
"102","1988","7","Maharashtra","Ahmednagar","38559.0","65.39","32.76","28.26","12464.0","21.14","10.59","9.14","7945.0","13.47","6.75","5.82","58968.0","50.1","43.23"
"102","1989","7","Maharashtra","Ahmednagar","48666.0","60.74","40.99","35.51","21176.0","26.43","17.84","15.45","10283.0","12.83","8.66","7.5","80125.0","67.49","58.46"
"102","1990","7","Maharashtra","Ahmednagar","55021.0","56.38","46.33","39.35","27574.0","28.25","23.22","19.72","15001.0","15.37","12.63","10.73","97596.0","82.17","69.8"
"102","1991","7","Maharashtra","Ahmednagar","61294.0","58.35","58.06","49.6","28409.0","27.05","26.91","22.99","15334.0","14.6","14.52","12.41","105037.0","99.5","85.0"
"102","1992","7","Maharashtra","Ahmednagar","45925.0","70.31","39.24","34.2","13639.0","20.88","11.65","10.16","5753.0","8.81","4.92","4.28","65317.0","55.81","48.64"
"102","1993","7","Maharashtra","Ahmednagar","58911.0","67.52","50.1","41.78","20673.0","23.69","17.58","14.66","7671.0","8.79","6.52","5.44","87255.0","74.2","61.88"
"102","1994","7","Maharashtra","Ahmednagar","68870.0","63.58","59.53","50.65","27321.0","25.22","23.62","20.09","12135.0","11.2","10.49","8.92","108326.0","93.63","79.67"
"102","1995","7","Maharashtra","Ahmednagar","52888.0","65.77","45.64","38.6","18241.0","22.68","15.74","13.31","9286.0","11.55","8.01","6.78","80415.0","69.4","58.69"
"102","1996","7","Maharashtra","Ahmednagar","61945.0","69.58","53.35","42.98","18702.0","21.01","16.11","12.97","8382.0","9.41","7.22","5.82","89029.0","76.68","61.77"
"102","1997","7","Maharashtra","Ahmednagar","61801.0","61.63","53.53","44.74","26742.0","26.67","23.16","19.36","11737.0","11.7","10.17","8.5","100280.0","86.85","72.6"
"102","1998","7","Maharashtra","Ahmednagar","72188.0","59.26","61.54","54.56","34600.0","28.41","29.49","26.15","15018.0","12.33","12.8","11.35","121806.0","103.83","92.05"
"102","1999","7","Maharashtra","Ahmednagar","80255.0","57.25","68.04","60.44","41414.0","29.54","35.11","31.19","18526.0","13.21","15.71","13.95","140195.0","118.85","105.58"
"102","2000","7","Maharashtra","Ahmednagar","61860.0","57.53","53.96","40.98","29384.0","27.33","25.63","19.46","16277.0","15.14","14.2","10.78","107521.0","93.8","71.22"
"102","2001","7","Maharashtra","Ahmednagar","70542.0","57.22","61.81","46.52","33689.0","27.33","29.52","22.22","19054.0","15.46","16.7","12.57","123285.0","108.03","81.3"
"102","2002","7","Maharashtra","Ahmednagar","59870.0","55.78","53.59","41.21","29667.0","27.64","26.55","20.42","17787.0","16.57","15.92","12.24","107324.0","96.07","73.87"
"102","2003","7","Maharashtra","Ahmednagar","42248.0","53.11","38.73","30.87","23434.0","29.46","21.49","17.12","13873.0","17.44","12.72","10.14","79555.0","72.94","58.12"
"102","2004","7","Maharashtra","Ahmednagar","69550.0","55.41","62.36","48.37","35446.0","28.24","31.78","24.65","20533.0","16.36","18.41","14.28","125529.0","112.55","87.31"
"102","2005","7","Maharashtra","Ahmednagar","79537.0","52.66","71.1","63.66","42624.0","28.22","38.1","34.12","28889.0","19.13","25.82","23.12","151050.0","135.02","120.9"
"102","2006","7","Maharashtra","Ahmednagar","89816.0","52.83","80.21","60.73","47660.0","28.03","42.56","32.22","32541.0","19.14","29.06","22.0","170017.0","151.84","114.95"
"102","2007","7","Maharashtra","Ahmednagar","82187.0","51.09","73.62","55.0","44321.0","27.55","39.7","29.66","34346.0","21.35","30.77","22.99","160854.0","144.1","107.65"
"102","2008","7","Maharashtra","Ahmednagar","84639.0","50.69","76.6","56.99","52336.0","31.34","47.37","35.24","29996.0","17.96","27.15","20.2","166971.0","151.12","112.42"
"102","2009","7","Maharashtra","Ahmednagar","94643.0","46.37","86.08","65.31","68845.0","33.73","62.61","47.51","40595.0","19.89","36.92","28.01","204083.0","185.61","140.82"
"102","2010","7","Maharashtra","Ahmednagar","99902.0","44.57","90.93","69.44","72618.0","32.4","66.09","50.48","51638.0","23.04","47.0","35.89","224158.0","204.02","155.82"
"102","2011","7","Maharashtra","Ahmednagar","97444.0","52.82","89.09","77.69","63090.0","34.2","57.68","50.3","23934.0","12.97","21.88","19.08","184468.0","168.65","147.07"
"102","2012","7","Maharashtra","Ahmednagar","75370.0","53.19","68.91","52.0","41861.0","29.54","38.27","28.88","24459.0","17.26","22.36","16.88","141690.0","129.54","97.76"
"102","2013","7","Maharashtra","Ahmednagar","96741.0","52.6","89.3","66.74","55264.0","30.05","51.01","38.12","31912.0","17.35","29.46","22.01","183917.0","169.77","126.87"
"102","2014","7","Maharashtra","Ahmednagar","88315.0","51.07","81.33","59.55","48178.0","27.86","44.37","32.49","36445.0","21.07","33.56","24.58","172938.0","159.26","116.61"
"102","2015","7","Maharashtra","Ahmednagar","70260.0","48.14","67.6","49.47","48196.0","33.02","46.37","33.94","27499.0","18.84","26.46","19.36","145955.0","140.42","102.77"
"102","2016","7","Maharashtra","Ahmednagar","99006.0","53.52","94.62","68.07","54440.0","29.43","52.03","37.43","31525.0","17.04","30.13","21.67","184972.0","176.77","127.17"
"102","2017","7","Maharashtra","Ahmednagar","105164.0","49.3","96.98","69.03","66273.0","31.07","61.11","43.5","41883.0","19.63","38.62","27.49","213320.0","196.72","140.03"
"103","1966","7","Maharashtra","Pune","5820.0","78.87","5.64","5.3","1559.0","21.13","1.51","1.42","0.0","0.0","0.0","0.0","7379.0","7.15","6.72"
"103","1967","7","Maharashtra","Pune","8293.0","66.14","8.11","7.55","4246.0","33.86","4.15","3.87","0.0","0.0","0.0","0.0","12539.0","12.26","11.42"
"103","1968","7","Maharashtra","Pune","5304.0","65.86","5.27","4.92","1759.0","21.84","1.75","1.63","991.0","12.3","0.98","0.92","8054.0","8.0","7.47"
"103","1969","7","Maharashtra","Pune","5770.0","64.78","5.71","5.27","1653.0","18.56","1.64","1.51","1484.0","16.66","1.47","1.36","8907.0","8.82","8.14"
"103","1970","7","Maharashtra","Pune","7094.0","63.59","7.85","6.95","2358.0","21.14","2.61","2.31","1704.0","15.27","1.89","1.67","11156.0","12.35","10.93"
"103","1971","7","Maharashtra","Pune","8505.0","60.94","9.35","8.23","3150.0","22.57","3.46","3.05","2301.0","16.49","2.53","2.23","13956.0","15.35","13.5"
"103","1972","7","Maharashtra","Pune","7590.0","47.83","8.79","8.25","3896.0","24.55","4.51","4.23","4384.0","27.62","5.08","4.76","15870.0","18.39","17.24"
"103","1973","7","Maharashtra","Pune","9094.0","49.66","9.53","8.49","5573.0","30.44","5.84","5.21","3644.0","19.9","3.82","3.4","18311.0","19.19","17.1"
"103","1974","7","Maharashtra","Pune","8901.0","57.45","9.29","8.32","3504.0","22.62","3.66","3.28","3088.0","19.93","3.22","2.89","15493.0","16.17","14.48"
"103","1975","7","Maharashtra","Pune","7709.0","70.63","7.89","7.02","1307.0","11.98","1.34","1.19","1898.0","17.39","1.94","1.73","10914.0","11.17","9.94"
"103","1976","7","Maharashtra","Pune","9508.0","60.53","9.43","8.31","4246.0","27.03","4.21","3.71","1954.0","12.44","1.94","1.71","15708.0","15.58","13.73"
"103","1977","7","Maharashtra","Pune","6760.0","58.62","6.73","5.98","2515.0","21.81","2.5","2.22","2257.0","19.57","2.25","2.0","11532.0","11.48","10.2"
"103","1978","7","Maharashtra","Pune","6883.0","54.58","6.88","6.08","3027.0","24.0","3.02","2.67","2700.0","21.41","2.7","2.38","12610.0","12.6","11.13"
"103","1979","7","Maharashtra","Pune","14253.0","69.61","14.08","12.47","3634.0","17.75","3.59","3.18","2589.0","12.64","2.56","2.26","20476.0","20.23","17.91"
"103","1980","7","Maharashtra","Pune","10074.0","63.39","10.08","9.15","3545.0","22.31","3.55","3.22","2274.0","14.31","2.28","2.07","15893.0","15.91","14.44"
"103","1981","7","Maharashtra","Pune","19647.0","49.64","19.55","16.84","13808.0","34.89","13.74","11.84","6124.0","15.47","6.09","5.25","39579.0","39.37","33.93"
"103","1982","7","Maharashtra","Pune","23674.0","51.32","22.96","20.63","12091.0","26.21","11.73","10.54","10364.0","22.47","10.05","9.03","46129.0","44.75","40.2"
"103","1983","7","Maharashtra","Pune","23198.0","51.77","22.47","20.04","15406.0","34.38","14.92","13.31","6209.0","13.86","6.01","5.37","44813.0","43.4","38.72"
"103","1984","7","Maharashtra","Pune","22005.0","51.42","21.44","18.99","11829.0","27.64","11.52","10.21","8960.0","20.94","8.73","7.73","42794.0","41.69","36.94"
"103","1985","7","Maharashtra","Pune","18747.0","62.05","16.18","14.44","6722.0","22.25","5.8","5.18","4746.0","15.71","4.1","3.66","30215.0","26.08","23.27"
"103","1986","7","Maharashtra","Pune","16356.0","61.15","16.05","13.11","6308.0","23.58","6.19","5.06","4084.0","15.27","4.01","3.27","26748.0","26.25","21.44"
"103","1987","7","Maharashtra","Pune","25091.0","55.31","24.01","19.42","10768.0","23.74","10.31","8.34","9503.0","20.95","9.09","7.36","45362.0","43.41","35.12"
"103","1988","7","Maharashtra","Pune","38530.0","61.67","36.09","28.63","13868.0","22.2","12.99","10.31","10082.0","16.14","9.44","7.49","62480.0","58.52","46.43"
"103","1989","7","Maharashtra","Pune","35471.0","59.38","33.68","26.63","15348.0","25.69","14.57","11.52","8916.0","14.93","8.47","6.69","59735.0","56.72","44.85"
"103","1990","7","Maharashtra","Pune","43112.0","58.32","41.97","32.65","18905.0","25.57","18.4","14.32","11912.0","16.11","11.6","9.02","73929.0","71.97","55.99"
"103","1991","7","Maharashtra","Pune","42232.0","58.81","41.59","35.68","17629.0","24.55","17.36","14.89","11946.0","16.64","11.76","10.09","71807.0","70.72","60.67"
"103","1992","7","Maharashtra","Pune","41663.0","66.6","41.17","35.2","13186.0","21.08","13.03","11.14","7708.0","12.32","7.62","6.51","62557.0","61.82","52.86"
"103","1993","7","Maharashtra","Pune","51945.0","66.54","52.92","44.16","17578.0","22.52","17.91","14.94","8545.0","10.95","8.71","7.26","78068.0","79.54","66.37"
"103","1994","7","Maharashtra","Pune","52271.0","63.89","54.01","45.6","18419.0","22.51","19.03","16.07","11119.0","13.59","11.49","9.7","81809.0","84.53","71.37"
"103","1995","7","Maharashtra","Pune","46904.0","66.07","48.37","41.02","15727.0","22.15","16.22","13.75","8360.0","11.78","8.62","7.31","70991.0","73.21","62.08"
"103","1996","7","Maharashtra","Pune","50593.0","69.59","51.89","43.77","15686.0","21.58","16.09","13.57","6422.0","8.83","6.59","5.56","72701.0","74.57","62.89"
"103","1997","7","Maharashtra","Pune","53782.0","62.89","55.18","45.14","22446.0","26.25","23.03","18.84","9284.0","10.86","9.53","7.79","85512.0","87.74","71.77"
"103","1998","7","Maharashtra","Pune","57941.0","63.99","58.98","50.11","23358.0","25.79","23.78","20.2","9254.0","10.22","9.42","8.0","90553.0","92.18","78.32"
"103","1999","7","Maharashtra","Pune","64419.0","61.85","66.38","56.23","27955.0","26.84","28.8","24.4","11784.0","11.31","12.14","10.29","104158.0","107.32","90.91"
"103","2000","7","Maharashtra","Pune","53890.0","57.99","55.45","46.22","24369.0","26.22","25.08","20.9","14665.0","15.78","15.09","12.58","92924.0","95.62","79.69"
"103","2001","7","Maharashtra","Pune","55590.0","56.38","57.18","47.54","27548.0","27.94","28.34","23.56","15457.0","15.68","15.9","13.22","98595.0","101.41","84.31"
"103","2002","7","Maharashtra","Pune","56727.0","56.56","58.53","48.86","28332.0","28.25","29.23","24.4","15228.0","15.18","15.71","13.12","100287.0","103.47","86.38"
"103","2003","7","Maharashtra","Pune","45945.0","57.47","48.56","40.97","22826.0","28.55","24.13","20.36","11171.0","13.97","11.81","9.96","79942.0","84.5","71.29"
"103","2004","7","Maharashtra","Pune","64676.0","58.49","68.41","56.36","29903.0","27.05","31.63","26.06","15988.0","14.46","16.91","13.93","110567.0","116.95","96.35"
"103","2005","7","Maharashtra","Pune","66482.0","53.76","70.67","64.0","34693.0","28.05","36.88","33.4","22495.0","18.19","23.91","21.65","123670.0","131.45","119.05"
"103","2006","7","Maharashtra","Pune","75161.0","53.98","79.75","63.12","38958.0","27.98","41.34","32.72","25107.0","18.03","26.64","21.08","139226.0","147.74","116.92"
"103","2007","7","Maharashtra","Pune","75211.0","53.28","80.35","62.91","36560.0","25.9","39.06","30.58","29380.0","20.81","31.39","24.57","141151.0","150.79","118.06"
"103","2008","7","Maharashtra","Pune","84030.0","52.51","89.94","70.41","45569.0","28.48","48.77","38.18","30423.0","19.01","32.56","25.49","160022.0","171.27","134.08"
"103","2009","7","Maharashtra","Pune","96341.0","47.3","104.7","82.92","63007.0","30.94","68.47","54.23","44318.0","21.76","48.16","38.15","203666.0","221.33","175.3"
"103","2010","7","Maharashtra","Pune","99667.0","48.04","108.36","104.73","63938.0","30.82","69.51","67.18","43864.0","21.14","47.69","46.09","207469.0","225.56","218.0"
"103","2011","7","Maharashtra","Pune","102441.0","52.78","111.47","73.99","64841.0","33.41","70.56","46.83","26815.0","13.82","29.18","19.37","194097.0","211.2","140.18"
"103","2012","7","Maharashtra","Pune","82459.0","56.77","90.15","70.4","38374.0","26.42","41.95","32.76","24412.0","16.81","26.69","20.84","145245.0","158.79","124.0"
"103","2013","7","Maharashtra","Pune","100054.0","54.3","108.48","85.42","49921.0","27.09","54.13","42.62","34284.0","18.61","37.17","29.27","184259.0","199.78","157.31"
"103","2014","7","Maharashtra","Pune","89233.0","53.57","97.3","0.0","43262.0","25.97","47.17","0.0","34088.0","20.46","37.17","0.0","166583.0","181.64","0.0"
"103","2015","7","Maharashtra","Pune","84722.0","52.59","98.15","75.56","48008.0","29.8","55.62","42.82","28373.0","17.61","32.87","25.31","161103.0","186.63","143.69"
"103","2016","7","Maharashtra","Pune","95343.0","57.13","158.77","108.69","42116.0","25.24","70.13","48.01","29422.0","17.63","49.0","33.54","166881.0","277.9","190.24"
"103","2017","7","Maharashtra","Pune","97238.0","54.03","165.4","111.5","48290.0","26.83","82.14","55.37","34456.0","19.14","58.61","39.51","179984.0","306.15","206.38"
"104","1966","7","Maharashtra","Satara","2669.0","68.72","3.83","3.57","1215.0","31.28","1.75","1.62","0.0","0.0","0.0","0.0","3884.0","5.58","5.19"
"104","1967","7","Maharashtra","Satara","4211.0","66.67","6.04","5.64","2105.0","33.33","3.02","2.82","0.0","0.0","0.0","0.0","6316.0","9.06","8.47"
"104","1968","7","Maharashtra","Satara","2861.0","50.45","4.12","3.96","2099.0","37.01","3.02","2.91","711.0","12.54","1.02","0.98","5671.0","8.16","7.85"
"104","1969","7","Maharashtra","Satara","3961.0","59.71","5.65","5.27","1392.0","20.98","1.99","1.85","1281.0","19.31","1.83","1.7","6634.0","9.47","8.82"
"104","1970","7","Maharashtra","Satara","4817.0","54.09","9.11","8.22","2609.0","29.3","4.93","4.45","1479.0","16.61","2.8","2.52","8905.0","16.84","15.19"
"104","1971","7","Maharashtra","Satara","5670.0","53.86","10.47","9.48","2894.0","27.49","5.35","4.84","1964.0","18.66","3.63","3.28","10528.0","19.45","17.6"
"104","1972","7","Maharashtra","Satara","6272.0","64.5","13.1","12.04","1516.0","15.59","3.17","2.91","1936.0","19.91","4.05","3.72","9724.0","20.32","18.66"
"104","1973","7","Maharashtra","Satara","3535.0","50.76","6.06","5.49","2316.0","33.26","3.97","3.6","1113.0","15.98","1.91","1.73","6964.0","11.93","10.82"
"104","1974","7","Maharashtra","Satara","5054.0","51.12","9.07","8.11","2001.0","20.24","3.59","3.21","2832.0","28.64","5.08","4.54","9887.0","17.74","15.86"
"104","1975","7","Maharashtra","Satara","5032.0","62.1","9.01","8.02","1296.0","15.99","2.32","2.07","1775.0","21.91","3.18","2.83","8103.0","14.5","12.92"
"104","1976","7","Maharashtra","Satara","13489.0","61.09","24.26","21.38","4586.0","20.77","8.25","7.27","4007.0","18.15","7.21","6.35","22082.0","39.72","35.0"
"104","1977","7","Maharashtra","Satara","15231.0","74.57","26.92","23.69","2586.0","12.66","4.57","4.02","2608.0","12.77","4.61","4.06","20425.0","36.1","31.77"
"104","1978","7","Maharashtra","Satara","11604.0","67.99","19.81","17.59","2366.0","13.86","4.04","3.59","3098.0","18.15","5.29","4.7","17068.0","29.13","25.87"
"104","1979","7","Maharashtra","Satara","11951.0","67.43","20.82","18.38","2915.0","16.45","5.08","4.48","2858.0","16.13","4.98","4.39","17724.0","30.88","27.26"
"104","1980","7","Maharashtra","Satara","12570.0","67.26","21.67","19.05","3123.0","16.71","5.38","4.73","2997.0","16.04","5.17","4.54","18690.0","32.22","28.33"
