"Dist Code","Year","State Code","State Name","Dist Name","DISTRICT MALE FIELD LABOUR (Rs per Day)","DISTRICT FEMALE FIELD LABOUR (Rs per Day)","STATE MALE AVERAGE FIELD LABOUR (Rs per Day)","STATE FEMALE AVERAGE FIELD LABOUR (Rs per Day)"
"105","1996","7","Maharashtra","Sangli","27.45","-1.0","-1.0","-1.0"
"105","1997","7","Maharashtra","Sangli","31.27","30.6","45.38","30.6"
"105","1998","7","Maharashtra","Sangli","47.54","-1.0","32.21","-1.0"
"105","1999","7","Maharashtra","Sangli","55.45","42.32","50.11","42.32"
"105","2000","7","Maharashtra","Sangli","51.55","38.14","51.25","38.14"
"105","2001","7","Maharashtra","Sangli","57.98","46.92","53.61","46.92"
"105","2002","7","Maharashtra","Sangli","-1.0","-1.0","-1.0","-1.0"
"105","2003","7","Maharashtra","Sangli","-1.0","-1.0","57.35","-1.0"
"105","2004","7","Maharashtra","Sangli","-1.0","-1.0","51.52","-1.0"
"105","2005","7","Maharashtra","Sangli","-1.0","-1.0","53.0","-1.0"
"105","2006","7","Maharashtra","Sangli","-1.0","-1.0","54.17","-1.0"
"105","2007","7","Maharashtra","Sangli","-1.0","-1.0","66.0","-1.0"
"105","2008","7","Maharashtra","Sangli","-1.0","-1.0","-1.0","-1.0"
"105","2009","7","Maharashtra","Sangli","-1.0","-1.0","-1.0","-1.0"
"106","1966","7","Maharashtra","Solapur","3.0","0.75","2.3","0.75"
"106","1967","7","Maharashtra","Solapur","2.5","2.0","2.6","2.0"
"106","1968","7","Maharashtra","Solapur","2.6","2.0","2.7","2.0"
"106","1969","7","Maharashtra","Solapur","2.9","2.0","2.9","2.0"
"106","1970","7","Maharashtra","Solapur","2.9","2.75","3.1","2.75"
"106","1971","7","Maharashtra","Solapur","2.9","1.0","3.2","1.0"
"106","1972","7","Maharashtra","Solapur","2.9","-1.0","-1.0","-1.0"
"106","1973","7","Maharashtra","Solapur","3.3","-1.0","-1.0","-1.0"
"106","1974","7","Maharashtra","Solapur","3.6","-1.0","-1.0","-1.0"
"106","1975","7","Maharashtra","Solapur","3.7","-1.0","-1.0","-1.0"
"106","1976","7","Maharashtra","Solapur","3.8","-1.0","-1.0","-1.0"
"106","1977","7","Maharashtra","Solapur","4.0","-1.0","-1.0","-1.0"
"106","1978","7","Maharashtra","Solapur","4.2","-1.0","-1.0","-1.0"
"106","1979","7","Maharashtra","Solapur","5.1","-1.0","-1.0","-1.0"
"106","1980","7","Maharashtra","Solapur","5.6","-1.0","-1.0","-1.0"
"106","1981","7","Maharashtra","Solapur","6.0","3.5","5.79","3.5"
"106","1982","7","Maharashtra","Solapur","6.5","-1.0","-1.0","-1.0"
"106","1983","7","Maharashtra","Solapur","7.8","-1.0","7.81","-1.0"
"106","1984","7","Maharashtra","Solapur","-1.0","-1.0","10.66","-1.0"
"106","1985","7","Maharashtra","Solapur","-1.0","-1.0","11.36","-1.0"
"106","1986","7","Maharashtra","Solapur","-1.0","-1.0","11.0","-1.0"
"106","1987","7","Maharashtra","Solapur","-1.0","-1.0","12.0","-1.0"
"106","1988","7","Maharashtra","Solapur","-1.0","-1.0","13.4","-1.0"
"106","1989","7","Maharashtra","Solapur","-1.0","-1.0","17.6","-1.0"
"106","1990","7","Maharashtra","Solapur","18.0","-1.0","20.1","-1.0"
"106","1991","7","Maharashtra","Solapur","21.6","20.0","22.9","20.0"
"106","1992","7","Maharashtra","Solapur","26.25","20.0","23.8","20.0"
"106","1993","7","Maharashtra","Solapur","35.0","25.0","28.87","25.0"
"106","1994","7","Maharashtra","Solapur","35.0","30.0","35.74","30.0"
"106","1995","7","Maharashtra","Solapur","37.46","-1.0","-1.0","-1.0"
"106","1996","7","Maharashtra","Solapur","39.1","-1.0","-1.0","-1.0"
"106","1997","7","Maharashtra","Solapur","39.74","30.0","45.38","30.0"
"106","1998","7","Maharashtra","Solapur","42.09","-1.0","32.21","-1.0"
"106","1999","7","Maharashtra","Solapur","44.69","35.87","50.11","35.87"
"106","2000","7","Maharashtra","Solapur","56.99","46.08","51.25","46.08"
"106","2001","7","Maharashtra","Solapur","50.32","42.48","53.61","42.48"
"106","2002","7","Maharashtra","Solapur","-1.0","-1.0","-1.0","-1.0"
"106","2003","7","Maharashtra","Solapur","-1.0","-1.0","57.35","-1.0"
"106","2004","7","Maharashtra","Solapur","-1.0","-1.0","51.52","-1.0"
"106","2005","7","Maharashtra","Solapur","-1.0","-1.0","53.0","-1.0"
"106","2006","7","Maharashtra","Solapur","-1.0","-1.0","54.17","-1.0"
"106","2007","7","Maharashtra","Solapur","-1.0","-1.0","66.0","-1.0"
"106","2008","7","Maharashtra","Solapur","-1.0","-1.0","-1.0","-1.0"
"106","2009","7","Maharashtra","Solapur","-1.0","-1.0","-1.0","-1.0"
"107","1966","7","Maharashtra","Kolhapur","2.9","-1.0","2.3","-1.0"
"107","1967","7","Maharashtra","Kolhapur","2.4","1.0","2.6","1.0"
"107","1968","7","Maharashtra","Kolhapur","2.5","1.0","2.7","1.0"
"107","1969","7","Maharashtra","Kolhapur","2.8","2.0","2.9","2.0"
"107","1970","7","Maharashtra","Kolhapur","2.8","2.5","3.1","2.5"
"107","1971","7","Maharashtra","Kolhapur","2.8","2.5","3.2","2.5"
"107","1972","7","Maharashtra","Kolhapur","2.8","-1.0","-1.0","-1.0"
"107","1973","7","Maharashtra","Kolhapur","3.1","-1.0","-1.0","-1.0"
"107","1974","7","Maharashtra","Kolhapur","3.5","-1.0","-1.0","-1.0"
"107","1975","7","Maharashtra","Kolhapur","3.6","-1.0","-1.0","-1.0"
"107","1976","7","Maharashtra","Kolhapur","3.7","-1.0","-1.0","-1.0"
"107","1977","7","Maharashtra","Kolhapur","3.8","-1.0","-1.0","-1.0"
"107","1978","7","Maharashtra","Kolhapur","4.0","-1.0","-1.0","-1.0"
"107","1979","7","Maharashtra","Kolhapur","4.9","-1.0","-1.0","-1.0"
"107","1980","7","Maharashtra","Kolhapur","5.3","-1.0","-1.0","-1.0"
"107","1981","7","Maharashtra","Kolhapur","5.8","-1.0","5.79","-1.0"
"107","1982","7","Maharashtra","Kolhapur","6.3","-1.0","-1.0","-1.0"
"107","1983","7","Maharashtra","Kolhapur","7.5","7.0","7.81","7.0"
"107","1984","7","Maharashtra","Kolhapur","10.0","7.0","10.66","7.0"
"107","1985","7","Maharashtra","Kolhapur","10.0","10.0","11.36","10.0"
"107","1986","7","Maharashtra","Kolhapur","-1.0","-1.0","11.0","-1.0"
"107","1987","7","Maharashtra","Kolhapur","-1.0","-1.0","12.0","-1.0"
"107","1988","7","Maharashtra","Kolhapur","-1.0","-1.0","13.4","-1.0"
"107","1989","7","Maharashtra","Kolhapur","10.0","-1.0","17.6","-1.0"
"107","1990","7","Maharashtra","Kolhapur","10.0","-1.0","20.1","-1.0"
"107","1991","7","Maharashtra","Kolhapur","30.0","20.0","22.9","20.0"
"107","1992","7","Maharashtra","Kolhapur","15.0","15.0","23.8","15.0"
"107","1993","7","Maharashtra","Kolhapur","28.87","21.9","28.87","21.9"
"107","1994","7","Maharashtra","Kolhapur","29.79","-1.0","35.74","-1.0"
"107","1995","7","Maharashtra","Kolhapur","34.87","-1.0","-1.0","-1.0"
"107","1996","7","Maharashtra","Kolhapur","24.55","-1.0","-1.0","-1.0"
"107","1997","7","Maharashtra","Kolhapur","26.01","-1.0","45.38","-1.0"
"107","1998","7","Maharashtra","Kolhapur","41.03","-1.0","32.21","-1.0"
"107","1999","7","Maharashtra","Kolhapur","52.07","40.66","50.11","40.66"
"107","2000","7","Maharashtra","Kolhapur","57.37","46.09","51.25","46.09"
"107","2001","7","Maharashtra","Kolhapur","59.04","47.17","53.61","47.17"
"107","2002","7","Maharashtra","Kolhapur","-1.0","-1.0","-1.0","-1.0"
"107","2003","7","Maharashtra","Kolhapur","-1.0","-1.0","57.35","-1.0"
"107","2004","7","Maharashtra","Kolhapur","-1.0","-1.0","51.52","-1.0"
"107","2005","7","Maharashtra","Kolhapur","-1.0","-1.0","53.0","-1.0"
"107","2006","7","Maharashtra","Kolhapur","-1.0","-1.0","54.17","-1.0"
"107","2007","7","Maharashtra","Kolhapur","-1.0","-1.0","66.0","-1.0"
"107","2008","7","Maharashtra","Kolhapur","-1.0","-1.0","-1.0","-1.0"
"107","2009","7","Maharashtra","Kolhapur","-1.0","-1.0","-1.0","-1.0"
"108","1966","7","Maharashtra","Aurangabad","3.0","-1.0","2.3","-1.0"
"108","1967","7","Maharashtra","Aurangabad","2.5","-1.0","2.6","-1.0"
"108","1968","7","Maharashtra","Aurangabad","2.6","2.5","2.7","2.5"
"108","1969","7","Maharashtra","Aurangabad","2.9","2.0","2.9","2.0"
"108","1970","7","Maharashtra","Aurangabad","2.9","-1.0","3.1","-1.0"
"108","1971","7","Maharashtra","Aurangabad","2.9","-1.0","3.2","-1.0"
"108","1972","7","Maharashtra","Aurangabad","2.9","-1.0","-1.0","-1.0"
"108","1973","7","Maharashtra","Aurangabad","3.3","-1.0","-1.0","-1.0"
"108","1974","7","Maharashtra","Aurangabad","3.6","-1.0","-1.0","-1.0"
"108","1975","7","Maharashtra","Aurangabad","3.7","-1.0","-1.0","-1.0"
"108","1976","7","Maharashtra","Aurangabad","3.8","-1.0","-1.0","-1.0"
"108","1977","7","Maharashtra","Aurangabad","4.0","-1.0","-1.0","-1.0"
"108","1978","7","Maharashtra","Aurangabad","4.2","-1.0","-1.0","-1.0"
"108","1979","7","Maharashtra","Aurangabad","5.1","-1.0","-1.0","-1.0"
"108","1980","7","Maharashtra","Aurangabad","5.6","-1.0","-1.0","-1.0"
"108","1981","7","Maharashtra","Aurangabad","6.0","-1.0","5.79","-1.0"
"108","1982","7","Maharashtra","Aurangabad","6.5","-1.0","-1.0","-1.0"
"108","1983","7","Maharashtra","Aurangabad","7.8","-1.0","7.81","-1.0"
"108","1984","7","Maharashtra","Aurangabad","-1.0","-1.0","10.66","-1.0"
"108","1985","7","Maharashtra","Aurangabad","-1.0","-1.0","11.36","-1.0"
"108","1986","7","Maharashtra","Aurangabad","-1.0","-1.0","11.0","-1.0"
"108","1987","7","Maharashtra","Aurangabad","-1.0","-1.0","12.0","-1.0"
"108","1988","7","Maharashtra","Aurangabad","-1.0","-1.0","13.4","-1.0"
"108","1989","7","Maharashtra","Aurangabad","-1.0","-1.0","17.6","-1.0"
"108","1990","7","Maharashtra","Aurangabad","-1.0","-1.0","20.1","-1.0"
"108","1991","7","Maharashtra","Aurangabad","-1.0","-1.0","22.9","-1.0"
"108","1992","7","Maharashtra","Aurangabad","-1.0","-1.0","23.8","-1.0"
"108","1993","7","Maharashtra","Aurangabad","24.71","-1.0","28.87","-1.0"
"108","1994","7","Maharashtra","Aurangabad","25.4","-1.0","35.74","-1.0"
"108","1995","7","Maharashtra","Aurangabad","29.37","-1.0","-1.0","-1.0"
"108","1996","7","Maharashtra","Aurangabad","31.25","-1.0","-1.0","-1.0"
"108","1997","7","Maharashtra","Aurangabad","32.15","-1.0","45.38","-1.0"
"108","1998","7","Maharashtra","Aurangabad","38.0","-1.0","32.21","-1.0"
"108","1999","7","Maharashtra","Aurangabad","40.16","32.53","50.11","32.53"
"108","2000","7","Maharashtra","Aurangabad","42.37","33.92","51.25","33.92"
"108","2001","7","Maharashtra","Aurangabad","47.17","41.02","53.61","41.02"
"108","2002","7","Maharashtra","Aurangabad","-1.0","-1.0","-1.0","-1.0"
"108","2003","7","Maharashtra","Aurangabad","-1.0","-1.0","57.35","-1.0"
"108","2004","7","Maharashtra","Aurangabad","-1.0","-1.0","51.52","-1.0"
"108","2005","7","Maharashtra","Aurangabad","-1.0","-1.0","53.0","-1.0"
"108","2006","7","Maharashtra","Aurangabad","-1.0","-1.0","54.17","-1.0"
"108","2007","7","Maharashtra","Aurangabad","-1.0","-1.0","66.0","-1.0"
"108","2008","7","Maharashtra","Aurangabad","-1.0","-1.0","-1.0","-1.0"
"108","2009","7","Maharashtra","Aurangabad","-1.0","-1.0","-1.0","-1.0"
"109","1966","7","Maharashtra","Parbhani","3.0","0.75","2.3","0.75"
"109","1967","7","Maharashtra","Parbhani","2.5","1.25","2.6","1.25"
"109","1968","7","Maharashtra","Parbhani","2.6","1.75","2.7","1.75"
"109","1969","7","Maharashtra","Parbhani","2.9","1.5","2.9","1.5"
"109","1970","7","Maharashtra","Parbhani","2.9","1.75","3.1","1.75"
"109","1971","7","Maharashtra","Parbhani","2.9","1.5","3.2","1.5"
"109","1972","7","Maharashtra","Parbhani","2.9","-1.0","-1.0","-1.0"
"109","1973","7","Maharashtra","Parbhani","3.3","-1.0","-1.0","-1.0"
"109","1974","7","Maharashtra","Parbhani","3.6","-1.0","-1.0","-1.0"
"109","1975","7","Maharashtra","Parbhani","3.7","-1.0","-1.0","-1.0"
"109","1976","7","Maharashtra","Parbhani","3.8","-1.0","-1.0","-1.0"
"109","1977","7","Maharashtra","Parbhani","4.0","-1.0","-1.0","-1.0"
"109","1978","7","Maharashtra","Parbhani","4.2","-1.0","-1.0","-1.0"
"109","1979","7","Maharashtra","Parbhani","5.1","-1.0","-1.0","-1.0"
"109","1980","7","Maharashtra","Parbhani","5.6","-1.0","-1.0","-1.0"
"109","1981","7","Maharashtra","Parbhani","6.0","4.0","5.79","4.0"
"109","1982","7","Maharashtra","Parbhani","6.5","-1.0","-1.0","-1.0"
"109","1983","7","Maharashtra","Parbhani","7.8","-1.0","7.81","-1.0"
"109","1984","7","Maharashtra","Parbhani","-1.0","-1.0","10.66","-1.0"
"109","1985","7","Maharashtra","Parbhani","-1.0","-1.0","11.36","-1.0"
"109","1986","7","Maharashtra","Parbhani","-1.0","-1.0","11.0","-1.0"
"109","1987","7","Maharashtra","Parbhani","-1.0","-1.0","12.0","-1.0"
"109","1988","7","Maharashtra","Parbhani","-1.0","-1.0","13.4","-1.0"
"109","1989","7","Maharashtra","Parbhani","-1.0","-1.0","17.6","-1.0"
"109","1990","7","Maharashtra","Parbhani","-1.0","-1.0","20.1","-1.0"
"109","1991","7","Maharashtra","Parbhani","-1.0","-1.0","22.9","-1.0"
"109","1992","7","Maharashtra","Parbhani","-1.0","-1.0","23.8","-1.0"
"109","1993","7","Maharashtra","Parbhani","21.9","-1.0","28.87","-1.0"
"109","1994","7","Maharashtra","Parbhani","31.97","-1.0","35.74","-1.0"
"109","1995","7","Maharashtra","Parbhani","37.16","-1.0","-1.0","-1.0"
"109","1996","7","Maharashtra","Parbhani","26.73","-1.0","-1.0","-1.0"
"109","1997","7","Maharashtra","Parbhani","52.41","-1.0","45.38","-1.0"
"109","1998","7","Maharashtra","Parbhani","41.94","-1.0","32.21","-1.0"
"109","1999","7","Maharashtra","Parbhani","53.56","39.34","50.11","39.34"
"109","2000","7","Maharashtra","Parbhani","51.95","45.05","51.25","45.05"
"109","2001","7","Maharashtra","Parbhani","55.1","43.65","53.61","43.65"
"109","2002","7","Maharashtra","Parbhani","-1.0","-1.0","-1.0","-1.0"
"109","2003","7","Maharashtra","Parbhani","-1.0","-1.0","57.35","-1.0"
"109","2004","7","Maharashtra","Parbhani","-1.0","-1.0","51.52","-1.0"
"109","2005","7","Maharashtra","Parbhani","-1.0","-1.0","53.0","-1.0"
"109","2006","7","Maharashtra","Parbhani","-1.0","-1.0","54.17","-1.0"
"109","2007","7","Maharashtra","Parbhani","-1.0","-1.0","66.0","-1.0"
"109","2008","7","Maharashtra","Parbhani","-1.0","-1.0","-1.0","-1.0"
"109","2009","7","Maharashtra","Parbhani","-1.0","-1.0","-1.0","-1.0"
"110","1966","7","Maharashtra","Beed","3.0","-1.0","2.3","-1.0"
"110","1967","7","Maharashtra","Beed","2.5","-1.0","2.6","-1.0"
"110","1968","7","Maharashtra","Beed","2.6","-1.0","2.7","-1.0"
"110","1969","7","Maharashtra","Beed","2.9","1.75","2.9","1.75"
"110","1970","7","Maharashtra","Beed","2.9","2.5","3.1","2.5"
"110","1971","7","Maharashtra","Beed","2.9","-1.0","3.2","-1.0"
"110","1972","7","Maharashtra","Beed","2.9","-1.0","-1.0","-1.0"
"110","1973","7","Maharashtra","Beed","3.3","-1.0","-1.0","-1.0"
"110","1974","7","Maharashtra","Beed","3.6","-1.0","-1.0","-1.0"
"110","1975","7","Maharashtra","Beed","3.7","-1.0","-1.0","-1.0"
"110","1976","7","Maharashtra","Beed","3.8","-1.0","-1.0","-1.0"
"110","1977","7","Maharashtra","Beed","4.0","-1.0","-1.0","-1.0"
"110","1978","7","Maharashtra","Beed","4.2","-1.0","-1.0","-1.0"
"110","1979","7","Maharashtra","Beed","5.1","-1.0","-1.0","-1.0"
"110","1980","7","Maharashtra","Beed","5.6","-1.0","-1.0","-1.0"
"110","1981","7","Maharashtra","Beed","6.0","-1.0","5.79","-1.0"
"110","1982","7","Maharashtra","Beed","6.5","-1.0","-1.0","-1.0"
"110","1983","7","Maharashtra","Beed","7.8","-1.0","7.81","-1.0"
"110","1984","7","Maharashtra","Beed","-1.0","-1.0","10.66","-1.0"
"110","1985","7","Maharashtra","Beed","-1.0","-1.0","11.36","-1.0"
"110","1986","7","Maharashtra","Beed","-1.0","-1.0","11.0","-1.0"
"110","1987","7","Maharashtra","Beed","-1.0","-1.0","12.0","-1.0"
"110","1988","7","Maharashtra","Beed","-1.0","-1.0","13.4","-1.0"
"110","1989","7","Maharashtra","Beed","-1.0","-1.0","17.6","-1.0"
"110","1990","7","Maharashtra","Beed","-1.0","-1.0","20.1","-1.0"
"110","1991","7","Maharashtra","Beed","-1.0","-1.0","22.9","-1.0"
"110","1992","7","Maharashtra","Beed","-1.0","-1.0","23.8","-1.0"
"110","1993","7","Maharashtra","Beed","23.89","-1.0","28.87","-1.0"
"110","1994","7","Maharashtra","Beed","30.5","-1.0","35.74","-1.0"
"110","1995","7","Maharashtra","Beed","51.13","-1.0","-1.0","-1.0"
"110","1996","7","Maharashtra","Beed","30.31","-1.0","-1.0","-1.0"
"110","1997","7","Maharashtra","Beed","53.92","-1.0","45.38","-1.0"
"110","1998","7","Maharashtra","Beed","47.77","-1.0","32.21","-1.0"
"110","1999","7","Maharashtra","Beed","49.67","42.26","50.11","42.26"
"110","2000","7","Maharashtra","Beed","44.12","37.67","51.25","37.67"
"110","2001","7","Maharashtra","Beed","52.71","46.0","53.61","46.0"
"110","2002","7","Maharashtra","Beed","-1.0","-1.0","-1.0","-1.0"
"110","2003","7","Maharashtra","Beed","-1.0","-1.0","57.35","-1.0"
"110","2004","7","Maharashtra","Beed","-1.0","-1.0","51.52","-1.0"
"110","2005","7","Maharashtra","Beed","-1.0","-1.0","53.0","-1.0"
"110","2006","7","Maharashtra","Beed","-1.0","-1.0","54.17","-1.0"
"110","2007","7","Maharashtra","Beed","-1.0","-1.0","66.0","-1.0"
"110","2008","7","Maharashtra","Beed","-1.0","-1.0","-1.0","-1.0"
"110","2009","7","Maharashtra","Beed","-1.0","-1.0","-1.0","-1.0"
"111","1966","7","Maharashtra","Nanded","3.0","2.0","2.3","2.0"
"111","1967","7","Maharashtra","Nanded","2.5","3.0","2.6","3.0"
"111","1968","7","Maharashtra","Nanded","2.6","1.75","2.7","1.75"
"111","1969","7","Maharashtra","Nanded","2.9","2.0","2.9","2.0"
"111","1970","7","Maharashtra","Nanded","2.9","-1.0","3.1","-1.0"
"111","1971","7","Maharashtra","Nanded","2.9","-1.0","3.2","-1.0"
"111","1972","7","Maharashtra","Nanded","2.9","-1.0","-1.0","-1.0"
"111","1973","7","Maharashtra","Nanded","3.3","-1.0","-1.0","-1.0"
"111","1974","7","Maharashtra","Nanded","3.6","-1.0","-1.0","-1.0"
"111","1975","7","Maharashtra","Nanded","3.7","-1.0","-1.0","-1.0"
"111","1976","7","Maharashtra","Nanded","3.8","-1.0","-1.0","-1.0"
"111","1977","7","Maharashtra","Nanded","4.0","-1.0","-1.0","-1.0"
"111","1978","7","Maharashtra","Nanded","4.2","-1.0","-1.0","-1.0"
"111","1979","7","Maharashtra","Nanded","5.1","-1.0","-1.0","-1.0"
"111","1980","7","Maharashtra","Nanded","5.6","-1.0","-1.0","-1.0"
"111","1981","7","Maharashtra","Nanded","6.0","-1.0","5.79","-1.0"
"111","1982","7","Maharashtra","Nanded","6.5","-1.0","-1.0","-1.0"
"111","1983","7","Maharashtra","Nanded","7.8","-1.0","7.81","-1.0"
"111","1984","7","Maharashtra","Nanded","-1.0","-1.0","10.66","-1.0"
"111","1985","7","Maharashtra","Nanded","-1.0","-1.0","11.36","-1.0"
"111","1986","7","Maharashtra","Nanded","-1.0","-1.0","11.0","-1.0"
"111","1987","7","Maharashtra","Nanded","-1.0","-1.0","12.0","-1.0"
"111","1988","7","Maharashtra","Nanded","-1.0","-1.0","13.4","-1.0"
"111","1989","7","Maharashtra","Nanded","-1.0","-1.0","17.6","-1.0"
"111","1990","7","Maharashtra","Nanded","-1.0","-1.0","20.1","-1.0"
"111","1991","7","Maharashtra","Nanded","-1.0","-1.0","22.9","-1.0"
"111","1992","7","Maharashtra","Nanded","-1.0","-1.0","23.8","-1.0"
"111","1993","7","Maharashtra","Nanded","29.23","-1.0","28.87","-1.0"
"111","1994","7","Maharashtra","Nanded","35.14","-1.0","35.74","-1.0"
"111","1995","7","Maharashtra","Nanded","36.37","-1.0","-1.0","-1.0"
"111","1996","7","Maharashtra","Nanded","43.18","-1.0","-1.0","-1.0"
"111","1997","7","Maharashtra","Nanded","39.7","-1.0","45.38","-1.0"
"111","1998","7","Maharashtra","Nanded","43.73","-1.0","32.21","-1.0"
"111","1999","7","Maharashtra","Nanded","45.13","35.59","50.11","35.59"
"111","2000","7","Maharashtra","Nanded","45.26","36.75","51.25","36.75"
"111","2001","7","Maharashtra","Nanded","48.69","42.6","53.61","42.6"
"111","2002","7","Maharashtra","Nanded","-1.0","-1.0","-1.0","-1.0"
"111","2003","7","Maharashtra","Nanded","-1.0","-1.0","57.35","-1.0"
"111","2004","7","Maharashtra","Nanded","-1.0","-1.0","51.52","-1.0"
"111","2005","7","Maharashtra","Nanded","-1.0","-1.0","53.0","-1.0"
"111","2006","7","Maharashtra","Nanded","-1.0","-1.0","54.17","-1.0"
"111","2007","7","Maharashtra","Nanded","-1.0","-1.0","66.0","-1.0"
"111","2008","7","Maharashtra","Nanded","-1.0","-1.0","-1.0","-1.0"
"111","2009","7","Maharashtra","Nanded","-1.0","-1.0","-1.0","-1.0"
"112","1966","7","Maharashtra","Osmanabad","3.0","0.75","2.3","0.75"
"112","1967","7","Maharashtra","Osmanabad","2.5","1.0","2.6","1.0"
"112","1968","7","Maharashtra","Osmanabad","2.6","1.5","2.7","1.5"
"112","1969","7","Maharashtra","Osmanabad","2.9","1.5","2.9","1.5"
"112","1970","7","Maharashtra","Osmanabad","2.9","1.5","3.1","1.5"
"112","1971","7","Maharashtra","Osmanabad","2.9","2.0","3.2","2.0"
"112","1972","7","Maharashtra","Osmanabad","2.9","-1.0","-1.0","-1.0"
"112","1973","7","Maharashtra","Osmanabad","3.3","-1.0","-1.0","-1.0"
"112","1974","7","Maharashtra","Osmanabad","3.6","-1.0","-1.0","-1.0"
"112","1975","7","Maharashtra","Osmanabad","3.7","-1.0","-1.0","-1.0"
"112","1976","7","Maharashtra","Osmanabad","3.8","-1.0","-1.0","-1.0"
"112","1977","7","Maharashtra","Osmanabad","4.0","-1.0","-1.0","-1.0"
"112","1978","7","Maharashtra","Osmanabad","4.2","-1.0","-1.0","-1.0"
"112","1979","7","Maharashtra","Osmanabad","5.1","-1.0","-1.0","-1.0"
"112","1980","7","Maharashtra","Osmanabad","5.6","-1.0","-1.0","-1.0"
"112","1981","7","Maharashtra","Osmanabad","6.0","-1.0","5.79","-1.0"
"112","1982","7","Maharashtra","Osmanabad","6.5","-1.0","-1.0","-1.0"
"112","1983","7","Maharashtra","Osmanabad","7.8","-1.0","7.81","-1.0"
"112","1984","7","Maharashtra","Osmanabad","12.0","10.0","10.66","10.0"
"112","1985","7","Maharashtra","Osmanabad","-1.0","-1.0","11.36","-1.0"
"112","1986","7","Maharashtra","Osmanabad","15.0","10.0","11.0","10.0"
"112","1987","7","Maharashtra","Osmanabad","16.0","10.0","-1.0","10.0"
"112","1988","7","Maharashtra","Osmanabad","20.0","10.0","13.4","10.0"
"112","1989","7","Maharashtra","Osmanabad","15.0","10.0","17.6","10.0"
"112","1990","7","Maharashtra","Osmanabad","18.3","10.0","20.1","10.0"
"112","1991","7","Maharashtra","Osmanabad","20.0","12.0","22.9","12.0"
"112","1992","7","Maharashtra","Osmanabad","20.0","15.0","23.8","15.0"
"112","1993","7","Maharashtra","Osmanabad","28.87","21.9","28.87","21.9"
"112","1994","7","Maharashtra","Osmanabad","33.01","-1.0","35.74","-1.0"
"112","1995","7","Maharashtra","Osmanabad","36.83","-1.0","-1.0","-1.0"
"112","1996","7","Maharashtra","Osmanabad","43.73","-1.0","-1.0","-1.0"
"112","1997","7","Maharashtra","Osmanabad","43.73","-1.0","45.38","-1.0"
"112","1998","7","Maharashtra","Osmanabad","38.19","-1.0","32.21","-1.0"
"112","1999","7","Maharashtra","Osmanabad","39.64","31.29","50.11","31.29"
"112","2000","7","Maharashtra","Osmanabad","53.99","39.91","51.25","39.91"
"112","2001","7","Maharashtra","Osmanabad","48.1","43.04","53.61","43.04"
"112","2002","7","Maharashtra","Osmanabad","-1.0","-1.0","-1.0","-1.0"
"112","2003","7","Maharashtra","Osmanabad","-1.0","-1.0","57.35","-1.0"
"112","2004","7","Maharashtra","Osmanabad","-1.0","-1.0","51.52","-1.0"
"112","2005","7","Maharashtra","Osmanabad","-1.0","-1.0","53.0","-1.0"
"112","2006","7","Maharashtra","Osmanabad","-1.0","-1.0","54.17","-1.0"
"112","2007","7","Maharashtra","Osmanabad","-1.0","-1.0","66.0","-1.0"
"112","2008","7","Maharashtra","Osmanabad","-1.0","-1.0","-1.0","-1.0"
"112","2009","7","Maharashtra","Osmanabad","-1.0","-1.0","-1.0","-1.0"
"113","1966","7","Maharashtra","Buldhana","3.0","1.25","2.3","1.25"
"113","1967","7","Maharashtra","Buldhana","2.5","1.0","2.6","1.0"
"113","1968","7","Maharashtra","Buldhana","2.6","0.75","2.7","0.75"
"113","1969","7","Maharashtra","Buldhana","2.9","2.5","2.9","2.5"
"113","1970","7","Maharashtra","Buldhana","2.9","-1.0","3.1","-1.0"
"113","1971","7","Maharashtra","Buldhana","2.9","2.5","3.2","2.5"
"113","1972","7","Maharashtra","Buldhana","2.9","-1.0","-1.0","-1.0"
"113","1973","7","Maharashtra","Buldhana","3.3","-1.0","-1.0","-1.0"
"113","1974","7","Maharashtra","Buldhana","3.6","-1.0","-1.0","-1.0"
"113","1975","7","Maharashtra","Buldhana","3.7","-1.0","-1.0","-1.0"
"113","1976","7","Maharashtra","Buldhana","3.8","-1.0","-1.0","-1.0"
"113","1977","7","Maharashtra","Buldhana","4.0","-1.0","-1.0","-1.0"
"113","1978","7","Maharashtra","Buldhana","4.2","-1.0","-1.0","-1.0"
"113","1979","7","Maharashtra","Buldhana","5.1","-1.0","-1.0","-1.0"
"113","1980","7","Maharashtra","Buldhana","5.6","-1.0","-1.0","-1.0"
"113","1981","7","Maharashtra","Buldhana","6.0","-1.0","5.79","-1.0"
"113","1982","7","Maharashtra","Buldhana","6.5","-1.0","-1.0","-1.0"
"113","1983","7","Maharashtra","Buldhana","7.8","-1.0","7.81","-1.0"
"113","1984","7","Maharashtra","Buldhana","-1.0","-1.0","10.66","-1.0"
"113","1985","7","Maharashtra","Buldhana","-1.0","-1.0","11.36","-1.0"
"113","1986","7","Maharashtra","Buldhana","-1.0","-1.0","11.0","-1.0"
"113","1987","7","Maharashtra","Buldhana","-1.0","-1.0","12.0","-1.0"
"113","1988","7","Maharashtra","Buldhana","-1.0","-1.0","13.4","-1.0"
"113","1989","7","Maharashtra","Buldhana","10.0","8.0","17.6","8.0"
