"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN KHARIF CONSUMPTION (tons)","NITROGEN RABI CONSUMPTION (tons)","PHOSPHATE KHARIF CONSUMPTION (tons)","PHOSPHATE RABI CONSUMPTION (tons)","POTASH KHARIF CONSUMPTION (tons)","POTASH RABI CONSUMPTION (tons)","TOTAL KHARIF CONSUMPTION (tons)","TOTAL RABI CONSUMPTION (tons)"
"108","1999","7","Maharashtra","Aurangabad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"108","2000","7","Maharashtra","Aurangabad","44185.0","29644.0","16858.0","17919.0","5614.0","7450.0","66657.0","55013.0"
"108","2001","7","Maharashtra","Aurangabad","44808.0","28492.0","17669.0","16888.0","5414.0","8597.0","67891.0","53977.0"
"108","2002","7","Maharashtra","Aurangabad","45098.0","33084.0","18924.0","18973.0","6712.0","8571.0","70734.0","60628.0"
"108","2003","7","Maharashtra","Aurangabad","53436.0","22676.0","18742.0","13494.0","5438.0","1243.0","77616.0","37413.0"
"108","2004","7","Maharashtra","Aurangabad","49429.0","25735.0","24166.0","20099.0","13562.0","12034.0","87157.0","57868.0"
"108","2005","7","Maharashtra","Aurangabad","56790.0","34767.0","21906.0","27125.0","10896.0","19128.0","89592.0","81020.0"
"108","2006","7","Maharashtra","Aurangabad","66416.0","38185.0","30516.0","25809.0","13492.0","20107.0","110424.0","84101.0"
"108","2007","7","Maharashtra","Aurangabad","74437.0","33506.0","31447.0","17927.0","20025.0","11463.0","125909.0","62896.0"
"108","2008","7","Maharashtra","Aurangabad","83977.0","41406.0","40768.0","28675.0","32465.0","19128.0","157210.0","89209.0"
"108","2009","7","Maharashtra","Aurangabad","83547.0","47103.0","74818.0","33285.0","30127.0","33464.0","188492.0","113852.0"
"108","2010","7","Maharashtra","Aurangabad","85251.0","88374.0","67454.0","46804.0","30417.0","39136.0","183122.0","174314.0"
"108","2011","7","Maharashtra","Aurangabad","93852.0","62811.0","54802.0","48407.0","8255.0","25058.0","156909.0","136276.0"
"108","2012","7","Maharashtra","Aurangabad","75856.0","33118.0","35377.0","20983.0","17485.0","11514.0","128718.0","65615.0"
"108","2013","7","Maharashtra","Aurangabad","97221.0","59963.0","35642.0","34831.0","17465.0","15377.0","150328.0","110171.0"
"108","2014","7","Maharashtra","Aurangabad","89756.0","47833.0","41934.0","21487.0","26009.0","14359.0","157699.0","83679.0"
"108","2015","7","Maharashtra","Aurangabad","88781.0","61108.0","39024.0","40712.0","17071.0","20344.0","144876.0","122164.0"
"108","2016","7","Maharashtra","Aurangabad","92469.0","60444.0","43872.0","37271.0","23152.0","20579.0","159493.0","118294.0"
"108","2017","7","Maharashtra","Aurangabad","99528.0","36654.0","48012.0","24450.0","28616.0","13158.0","176156.0","74262.0"
"109","1990","7","Maharashtra","Parbhani","15448.0","6400.0","6476.0","5044.0","2731.0","1354.0","24655.0","12798.0"
"109","1991","7","Maharashtra","Parbhani","17328.0","5780.0","5750.0","2789.0","2685.0","959.0","25763.0","9528.0"
"109","1992","7","Maharashtra","Parbhani","17328.0","5780.0","5750.0","2789.0","2685.0","959.0","25763.0","9528.0"
"109","1993","7","Maharashtra","Parbhani","14796.0","7092.0","4164.0","2813.0","1302.0","728.0","20262.0","10633.0"
"109","1994","7","Maharashtra","Parbhani","14387.0","4737.0","6288.0","3081.0","1968.0","1222.0","22643.0","9040.0"
"109","1995","7","Maharashtra","Parbhani","18530.0","5914.0","7279.0","3768.0","2756.0","1590.0","28565.0","11272.0"
"109","1996","7","Maharashtra","Parbhani","21641.0","7546.0","8202.0","3373.0","2518.0","657.0","32361.0","11576.0"
"109","1997","7","Maharashtra","Parbhani","24416.0","8356.0","10383.0","4215.0","2297.0","1247.0","37096.0","13818.0"
"109","1998","7","Maharashtra","Parbhani","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"109","1999","7","Maharashtra","Parbhani","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"109","2000","7","Maharashtra","Parbhani","25147.0","14226.0","10043.0","5696.0","4876.0","2413.0","40066.0","22335.0"
"109","2001","7","Maharashtra","Parbhani","25501.0","15034.0","10525.0","6320.0","4703.0","3110.0","40729.0","24464.0"
"109","2002","7","Maharashtra","Parbhani","29861.0","14993.0","14884.0","7640.0","6913.0","2150.0","51658.0","24783.0"
"109","2003","7","Maharashtra","Parbhani","28422.0","11228.0","14786.0","6476.0","5660.0","1683.0","48868.0","19387.0"
"109","2004","7","Maharashtra","Parbhani","23192.0","6558.0","15665.0","3888.0","4151.0","1086.0","43008.0","11532.0"
"109","2005","7","Maharashtra","Parbhani","23381.0","14096.0","14668.0","9153.0","5014.0","3522.0","43063.0","26771.0"
"109","2006","7","Maharashtra","Parbhani","27345.0","15483.0","20433.0","8709.0","6209.0","3702.0","53987.0","27894.0"
"109","2007","7","Maharashtra","Parbhani","30657.0","13600.0","19685.0","6134.0","8856.0","3290.0","59198.0","23024.0"
"109","2008","7","Maharashtra","Parbhani","31374.0","12317.0","17835.0","8185.0","8857.0","4723.0","58066.0","25225.0"
"109","2009","7","Maharashtra","Parbhani","32717.0","11717.0","28692.0","7120.0","6443.0","6460.0","67852.0","25297.0"
"109","2010","7","Maharashtra","Parbhani","37303.0","23872.0","32094.0","17276.0","13643.0","9793.0","83040.0","50941.0"
"109","2011","7","Maharashtra","Parbhani","39707.0","24901.0","24122.0","15437.0","5483.0","7523.0","69312.0","47861.0"
"109","2012","7","Maharashtra","Parbhani","36966.0","20217.0","21919.0","12283.0","9444.0","4869.0","68329.0","37369.0"
"109","2013","7","Maharashtra","Parbhani","36320.0","25899.0","17912.0","14795.0","8477.0","6228.0","62709.0","46922.0"
"109","2014","7","Maharashtra","Parbhani","40397.0","14913.0","21496.0","9003.0","10764.0","5758.0","72657.0","29674.0"
"109","2015","7","Maharashtra","Parbhani","29983.0","17606.0","18971.0","17318.0","7062.0","6979.0","56016.0","41903.0"
"109","2016","7","Maharashtra","Parbhani","31438.0","18941.0","18100.0","13240.0","7909.0","5436.0","57448.0","37617.0"
"109","2017","7","Maharashtra","Parbhani","34449.0","18065.0","24291.0","14947.0","11675.0","4899.0","70415.0","37911.0"
"110","1990","7","Maharashtra","Beed","10820.0","5727.0","4211.0","5608.0","2052.0","1075.0","17083.0","12410.0"
"110","1991","7","Maharashtra","Beed","9581.0","3775.0","4216.0","2420.0","2101.0","544.0","15898.0","6739.0"
"110","1992","7","Maharashtra","Beed","9581.0","3775.0","4216.0","2420.0","2101.0","544.0","15898.0","6739.0"
"110","1993","7","Maharashtra","Beed","13731.0","7260.0","4622.0","2738.0","1103.0","633.0","19456.0","10631.0"
"110","1994","7","Maharashtra","Beed","19823.0","10307.0","6566.0","4826.0","2309.0","1519.0","28698.0","16652.0"
"110","1995","7","Maharashtra","Beed","18585.0","5261.0","6155.0","3298.0","4422.0","3256.0","29162.0","11815.0"
"110","1996","7","Maharashtra","Beed","15292.0","4783.0","5434.0","1825.0","1646.0","464.0","22372.0","7072.0"
"110","1997","7","Maharashtra","Beed","16440.0","5975.0","9203.0","3018.0","1765.0","687.0","27408.0","9680.0"
"110","1998","7","Maharashtra","Beed","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"110","1999","7","Maharashtra","Beed","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"110","2000","7","Maharashtra","Beed","22444.0","11732.0","10257.0","5690.0","3736.0","2830.0","36437.0","20252.0"
"110","2001","7","Maharashtra","Beed","22760.0","9905.0","10750.0","4804.0","3603.0","1893.0","37113.0","16602.0"
"110","2002","7","Maharashtra","Beed","26439.0","7193.0","11945.0","3445.0","5799.0","889.0","44183.0","11527.0"
"110","2003","7","Maharashtra","Beed","19027.0","6520.0","10833.0","4564.0","4006.0","957.0","33866.0","12041.0"
"110","2004","7","Maharashtra","Beed","21399.0","5925.0","12751.0","4914.0","5199.0","2013.0","39349.0","12852.0"
"110","2005","7","Maharashtra","Beed","23213.0","11504.0","13341.0","7400.0","6707.0","4729.0","43261.0","23633.0"
"110","2006","7","Maharashtra","Beed","27148.0","12635.0","18584.0","7041.0","8305.0","4971.0","54037.0","24647.0"
"110","2007","7","Maharashtra","Beed","31069.0","10126.0","20378.0","3921.0","12443.0","3223.0","63890.0","17270.0"
"110","2008","7","Maharashtra","Beed","30099.0","13629.0","12740.0","7764.0","5834.0","5348.0","48673.0","26741.0"
"110","2009","7","Maharashtra","Beed","28461.0","17476.0","17856.0","11764.0","4064.0","9167.0","50381.0","38407.0"
"110","2010","7","Maharashtra","Beed","36095.0","25175.0","25437.0","14811.0","14000.0","12118.0","75532.0","52104.0"
"110","2011","7","Maharashtra","Beed","39646.0","23810.0","24494.0","14493.0","3896.0","8626.0","68036.0","46929.0"
"110","2012","7","Maharashtra","Beed","32265.0","13040.0","18085.0","7797.0","8526.0","4643.0","58876.0","25480.0"
"110","2013","7","Maharashtra","Beed","37556.0","20701.0","19052.0","12716.0","8741.0","6241.0","65349.0","39658.0"
"110","2014","7","Maharashtra","Beed","41048.0","12529.0","20156.0","6590.0","9426.0","4098.0","70630.0","23217.0"
"110","2015","7","Maharashtra","Beed","26159.0","16389.0","13904.0","14596.0","6014.0","5373.0","46077.0","36358.0"
"110","2016","7","Maharashtra","Beed","21305.0","25616.0","15598.0","18533.0","8347.0","9072.0","45251.0","53221.0"
"110","2017","7","Maharashtra","Beed","37518.0","22803.0","23768.0","17620.0","11464.0","9661.0","72750.0","50084.0"
"111","1990","7","Maharashtra","Nanded","32173.0","15767.0","10368.0","9956.0","9130.0","5110.0","51671.0","30833.0"
"111","1991","7","Maharashtra","Nanded","26650.0","11340.0","12163.0","5699.0","5658.0","5265.0","44471.0","22304.0"
"111","1992","7","Maharashtra","Nanded","26650.0","11340.0","12163.0","5699.0","5658.0","5265.0","44471.0","22304.0"
"111","1993","7","Maharashtra","Nanded","23916.0","12664.0","3622.0","7536.0","1893.0","1991.0","29431.0","22191.0"
"111","1994","7","Maharashtra","Nanded","24689.0","12423.0","7418.0","8632.0","4356.0","2330.0","36463.0","23385.0"
"111","1995","7","Maharashtra","Nanded","30810.0","16776.0","9979.0","12532.0","2453.0","5717.0","43242.0","35025.0"
"111","1996","7","Maharashtra","Nanded","32867.0","17940.0","6491.0","3589.0","2252.0","1457.0","41610.0","22986.0"
"111","1997","7","Maharashtra","Nanded","34820.0","23469.0","16672.0","11625.0","8419.0","7873.0","59911.0","42967.0"
"111","1998","7","Maharashtra","Nanded","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"111","1999","7","Maharashtra","Nanded","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"111","2000","7","Maharashtra","Nanded","29657.0","27411.0","9510.0","16923.0","4584.0","6402.0","43751.0","50736.0"
"111","2001","7","Maharashtra","Nanded","30075.0","27624.0","9967.0","18258.0","4421.0","9320.0","44463.0","55202.0"
"111","2002","7","Maharashtra","Nanded","25936.0","20759.0","7059.0","15818.0","3597.0","10024.0","36592.0","46601.0"
"111","2003","7","Maharashtra","Nanded","30943.0","21401.0","7102.0","17062.0","3234.0","3691.0","41279.0","42154.0"
"111","2004","7","Maharashtra","Nanded","27687.0","18119.0","16167.0","15438.0","7756.0","9875.0","51610.0","43432.0"
"111","2005","7","Maharashtra","Nanded","31191.0","31551.0","16579.0","23698.0","4735.0","13408.0","52505.0","68657.0"
"111","2006","7","Maharashtra","Nanded","36478.0","34653.0","23094.0","22549.0","5862.0","14094.0","65434.0","71296.0"
"111","2007","7","Maharashtra","Nanded","40838.0","24230.0","23048.0","15855.0","8755.0","8565.0","72641.0","48650.0"
"111","2008","7","Maharashtra","Nanded","48406.0","26731.0","25732.0","23890.0","18758.0","16044.0","92896.0","66665.0"
"111","2009","7","Maharashtra","Nanded","50643.0","18168.0","49187.0","12554.0","22531.0","17789.0","122361.0","48511.0"
"111","2010","7","Maharashtra","Nanded","40858.0","41433.0","35389.0","28238.0","17037.0","14197.0","93284.0","83868.0"
"111","2011","7","Maharashtra","Nanded","46653.0","38694.0","34615.0","32723.0","5647.0","14322.0","86915.0","85739.0"
"111","2012","7","Maharashtra","Nanded","37138.0","27241.0","22528.0","23624.0","10829.0","8685.0","70495.0","59550.0"
"111","2013","7","Maharashtra","Nanded","44165.0","31550.0","20396.0","17566.0","7687.0","8529.0","72248.0","57645.0"
"111","2014","7","Maharashtra","Nanded","47991.0","37136.0","25641.0","20636.0","11238.0","14885.0","84870.0","72657.0"
"111","2015","7","Maharashtra","Nanded","45622.0","44308.0","24208.0","36270.0","6443.0","12312.0","76273.0","92890.0"
"111","2016","7","Maharashtra","Nanded","42619.0","44090.0","21288.0","29314.0","11432.0","13767.0","75339.0","87171.0"
"111","2017","7","Maharashtra","Nanded","52126.0","23238.0","32402.0","24289.0","19679.0","10363.0","104207.0","57890.0"
"112","1990","7","Maharashtra","Osmanabad","15697.0","10421.0","9417.0","8146.0","3803.0","2728.0","28917.0","21295.0"
"112","1991","7","Maharashtra","Osmanabad","20847.0","5888.0","10880.0","3793.0","3847.0","1243.0","35574.0","10924.0"
"112","1992","7","Maharashtra","Osmanabad","20847.0","5888.0","10880.0","3793.0","3847.0","1243.0","35574.0","10924.0"
"112","1993","7","Maharashtra","Osmanabad","17258.0","11422.0","5245.0","5629.0","1720.0","1020.0","24223.0","18071.0"
"112","1994","7","Maharashtra","Osmanabad","18116.0","5440.0","7876.0","5467.0","3526.0","1608.0","29518.0","12515.0"
"112","1995","7","Maharashtra","Osmanabad","21060.0","12895.0","10003.0","11560.0","3811.0","4961.0","34874.0","29416.0"
"112","1996","7","Maharashtra","Osmanabad","20069.0","11913.0","8270.0","5131.0","1700.0","1752.0","30039.0","18796.0"
"112","1997","7","Maharashtra","Osmanabad","23116.0","9030.0","16809.0","5363.0","4186.0","1743.0","44111.0","16136.0"
"112","1998","7","Maharashtra","Osmanabad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"112","1999","7","Maharashtra","Osmanabad","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"112","2000","7","Maharashtra","Osmanabad","25969.0","15081.0","15777.0","11403.0","5873.0","7352.0","47619.0","33836.0"
"112","2001","7","Maharashtra","Osmanabad","26337.0","12418.0","16537.0","8746.0","5664.0","2169.0","48538.0","23333.0"
"112","2002","7","Maharashtra","Osmanabad","23774.0","7744.0","16689.0","4591.0","5838.0","2712.0","46301.0","15047.0"
"112","2003","7","Maharashtra","Osmanabad","16823.0","8897.0","13176.0","7743.0","2503.0","1133.0","32502.0","17773.0"
"112","2004","7","Maharashtra","Osmanabad","16074.0","8523.0","14138.0","7686.0","2918.0","2352.0","33130.0","18561.0"
"112","2005","7","Maharashtra","Osmanabad","21077.0","17406.0","16297.0","16839.0","3642.0","7258.0","41016.0","41503.0"
"112","2006","7","Maharashtra","Osmanabad","24649.0","19117.0","22701.0","16022.0","4509.0","7630.0","51859.0","42769.0"
"112","2007","7","Maharashtra","Osmanabad","28260.0","11140.0","23643.0","5911.0","7514.0","2970.0","59417.0","20021.0"
"112","2008","7","Maharashtra","Osmanabad","24906.0","17807.0","20324.0","11183.0","7142.0","5612.0","52372.0","34602.0"
"112","2009","7","Maharashtra","Osmanabad","29906.0","18866.0","36673.0","13132.0","9285.0","8506.0","75864.0","40504.0"
"112","2010","7","Maharashtra","Osmanabad","39592.0","26112.0","35459.0","20540.0","14266.0","11551.0","89317.0","58203.0"
"112","2011","7","Maharashtra","Osmanabad","40464.0","34255.0","26944.0","30831.0","5785.0","9838.0","73193.0","74924.0"
"112","2012","7","Maharashtra","Osmanabad","34878.0","20320.0","23200.0","15388.0","5888.0","4129.0","63966.0","39837.0"
"112","2013","7","Maharashtra","Osmanabad","36138.0","26804.0","21077.0","18206.0","6974.0","6192.0","64189.0","51202.0"
"112","2014","7","Maharashtra","Osmanabad","36143.0","17170.0","26778.0","13463.0","11238.0","5387.0","74159.0","36020.0"
"112","2015","7","Maharashtra","Osmanabad","25052.0","12156.0","21441.0","15736.0","5343.0","4232.0","51836.0","32124.0"
"112","2016","7","Maharashtra","Osmanabad","21459.0","26088.0","20995.0","18300.0","4373.0","6775.0","46827.0","51163.0"
"112","2017","7","Maharashtra","Osmanabad","28780.0","28237.0","27380.0","23065.0","9849.0","9270.0","66009.0","60572.0"
"113","1990","7","Maharashtra","Buldhana","18945.0","8081.0","9205.0","4898.0","2726.0","999.0","30876.0","13978.0"
"113","1991","7","Maharashtra","Buldhana","16899.0","5146.0","8073.0","2627.0","2582.0","492.0","27554.0","8265.0"
"113","1992","7","Maharashtra","Buldhana","16899.0","5146.0","8073.0","2627.0","2582.0","492.0","27554.0","8265.0"
"113","1993","7","Maharashtra","Buldhana","20009.0","8253.0","5591.0","4202.0","987.0","794.0","26587.0","13249.0"
"113","1994","7","Maharashtra","Buldhana","20792.0","10528.0","6418.0","5115.0","2228.0","990.0","29438.0","16633.0"
"113","1995","7","Maharashtra","Buldhana","23349.0","12289.0","7047.0","9227.0","2645.0","2013.0","33041.0","23529.0"
"113","1996","7","Maharashtra","Buldhana","22489.0","9313.0","6178.0","3936.0","713.0","1205.0","29380.0","14454.0"
"113","1997","7","Maharashtra","Buldhana","28009.0","9071.0","14028.0","3406.0","2830.0","191.0","44867.0","12668.0"
"113","1998","7","Maharashtra","Buldhana","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"113","1999","7","Maharashtra","Buldhana","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"113","2000","7","Maharashtra","Buldhana","26564.0","7511.0","12151.0","7068.0","3744.0","518.0","42459.0","15097.0"
"113","2001","7","Maharashtra","Buldhana","26939.0","13181.0","12735.0","6434.0","3611.0","292.0","43285.0","19907.0"
"113","2002","7","Maharashtra","Buldhana","25139.0","17626.0","15906.0","9080.0","3113.0","2536.0","44158.0","29242.0"
"113","2003","7","Maharashtra","Buldhana","25261.0","9534.0","12568.0","5859.0","2182.0","498.0","40011.0","15891.0"
"113","2004","7","Maharashtra","Buldhana","26723.0","6617.0","18495.0","6088.0","4310.0","1234.0","49528.0","13939.0"
"113","2005","7","Maharashtra","Buldhana","26664.0","10457.0","13902.0","9573.0","3274.0","2865.0","43840.0","22895.0"
"113","2006","7","Maharashtra","Buldhana","31183.0","11485.0","19366.0","9109.0","4054.0","3012.0","54603.0","23606.0"
"113","2007","7","Maharashtra","Buldhana","34159.0","11299.0","18083.0","8127.0","5935.0","4057.0","58177.0","23483.0"
"113","2008","7","Maharashtra","Buldhana","44391.0","11638.0","21750.0","11265.0","10922.0","5438.0","77063.0","28341.0"
"113","2009","7","Maharashtra","Buldhana","39967.0","19521.0","29088.0","16998.0","5174.0","8188.0","74229.0","44707.0"
"113","2010","7","Maharashtra","Buldhana","38690.0","31431.0","31908.0","23344.0","11178.0","14035.0","81776.0","68810.0"
"113","2011","7","Maharashtra","Buldhana","42955.0","20265.0","25089.0","18355.0","3414.0","7247.0","71458.0","45867.0"
"113","2012","7","Maharashtra","Buldhana","40026.0","16315.0","21943.0","15861.0","7995.0","4326.0","69964.0","36502.0"
"113","2013","7","Maharashtra","Buldhana","38935.0","26768.0","20039.0","18863.0","6657.0","5859.0","65631.0","51490.0"
"113","2014","7","Maharashtra","Buldhana","36024.0","25850.0","21616.0","22427.0","8135.0","9947.0","65775.0","58224.0"
"113","2015","7","Maharashtra","Buldhana","29716.0","22385.0","14404.0","24230.0","2929.0","7596.0","47049.0","54211.0"
"113","2016","7","Maharashtra","Buldhana","32186.0","21995.0","17588.0","19675.0","6432.0","6165.0","56206.0","47835.0"
"113","2017","7","Maharashtra","Buldhana","32175.0","14659.0","20218.0","17725.0","8340.0","5316.0","60733.0","37700.0"
"114","1990","7","Maharashtra","Akola","19185.0","7793.0","6165.0","5317.0","2779.0","1161.0","28129.0","14271.0"
"114","1991","7","Maharashtra","Akola","17658.0","4254.0","9710.0","3413.0","3191.0","1300.0","30559.0","8967.0"
"114","1992","7","Maharashtra","Akola","17658.0","4254.0","9710.0","3413.0","3191.0","1300.0","30559.0","8967.0"
"114","1993","7","Maharashtra","Akola","19120.0","6627.0","6541.0","2699.0","2139.0","373.0","27800.0","9699.0"
"114","1994","7","Maharashtra","Akola","21601.0","11061.0","8228.0","7182.0","773.0","1642.0","30602.0","19885.0"
"114","1995","7","Maharashtra","Akola","33576.0","10705.0","13183.0","7783.0","4289.0","506.0","51048.0","18994.0"
"114","1996","7","Maharashtra","Akola","32776.0","12070.0","11290.0","4698.0","2538.0","1178.0","46604.0","17946.0"
"114","1997","7","Maharashtra","Akola","36152.0","12494.0","19048.0","6889.0","1553.0","2497.0","56753.0","21880.0"
"114","1998","7","Maharashtra","Akola","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"114","1999","7","Maharashtra","Akola","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"114","2000","7","Maharashtra","Akola","23282.0","11472.0","12912.0","9422.0","1798.0","2190.0","37992.0","23084.0"
"114","2001","7","Maharashtra","Akola","23610.0","15864.0","13533.0","10890.0","1735.0","2566.0","38878.0","29320.0"
"114","2002","7","Maharashtra","Akola","18787.0","12100.0","13470.0","9418.0","2804.0","2306.0","35061.0","23824.0"
"114","2003","7","Maharashtra","Akola","18084.0","11717.0","8935.0","9410.0","1504.0","1786.0","28523.0","22913.0"
"114","2004","7","Maharashtra","Akola","19997.0","8028.0","14602.0","8768.0","2514.0","3566.0","37113.0","20362.0"
"114","2005","7","Maharashtra","Akola","18226.0","12329.0","9330.0","10850.0","2665.0","3003.0","30221.0","26182.0"
"114","2006","7","Maharashtra","Akola","21315.0","13541.0","12997.0","10323.0","3299.0","3157.0","37611.0","27021.0"
"114","2007","7","Maharashtra","Akola","22813.0","19083.0","11084.0","13097.0","4267.0","5657.0","38164.0","37837.0"
"114","2008","7","Maharashtra","Akola","23731.0","10189.0","17724.0","12494.0","5944.0","3961.0","47399.0","26644.0"
"114","2009","7","Maharashtra","Akola","31259.0","12331.0","28446.0","10309.0","4680.0","5043.0","64385.0","27683.0"
"114","2010","7","Maharashtra","Akola","30647.0","21969.0","27850.0","13837.0","7239.0","5875.0","65736.0","41681.0"
"114","2011","7","Maharashtra","Akola","32609.0","16556.0","20094.0","17676.0","6721.0","4590.0","59424.0","38822.0"
"114","2012","7","Maharashtra","Akola","26385.0","18884.0","18388.0","13469.0","6075.0","3333.0","50848.0","35686.0"
"114","2013","7","Maharashtra","Akola","27086.0","21572.0","16551.0","19492.0","3260.0","2621.0","46897.0","43685.0"
"114","2014","7","Maharashtra","Akola","23698.0","17220.0","17486.0","10585.0","5760.0","4828.0","46944.0","32633.0"
"114","2015","7","Maharashtra","Akola","27563.0","18603.0","20134.0","20470.0","5793.0","6443.0","53490.0","45516.0"
"114","2016","7","Maharashtra","Akola","25685.0","15074.0","15145.0","12566.0","4879.0","3346.0","45709.0","30986.0"
"114","2017","7","Maharashtra","Akola","23850.0","10509.0","19679.0","11020.0","7434.0","3355.0","50963.0","24884.0"
"115","1990","7","Maharashtra","Amarawati","19004.0","7201.0","9988.0","5639.0","4674.0","1642.0","33666.0","14482.0"
"115","1991","7","Maharashtra","Amarawati","15342.0","5201.0","8073.0","5143.0","2836.0","2191.0","26251.0","12535.0"
"115","1992","7","Maharashtra","Amarawati","15342.0","5201.0","8073.0","5143.0","2836.0","2191.0","26251.0","12535.0"
"115","1993","7","Maharashtra","Amarawati","15374.0","9181.0","6192.0","1692.0","2457.0","603.0","24023.0","11476.0"
"115","1994","7","Maharashtra","Amarawati","18369.0","11163.0","8957.0","5503.0","2897.0","2841.0","30223.0","19507.0"
"115","1995","7","Maharashtra","Amarawati","26431.0","7049.0","9223.0","6085.0","5217.0","707.0","40871.0","13841.0"
"115","1996","7","Maharashtra","Amarawati","24994.0","11822.0","11237.0","3873.0","3827.0","2722.0","40058.0","18417.0"
"115","1997","7","Maharashtra","Amarawati","21674.0","9135.0","9064.0","5569.0","2861.0","643.0","33599.0","15347.0"
"115","1998","7","Maharashtra","Amarawati","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"115","1999","7","Maharashtra","Amarawati","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"115","2000","7","Maharashtra","Amarawati","16836.0","8066.0","9288.0","5441.0","2591.0","1823.0","28715.0","15330.0"
"115","2001","7","Maharashtra","Amarawati","17074.0","5855.0","9735.0","3464.0","2499.0","441.0","29308.0","9760.0"
"115","2002","7","Maharashtra","Amarawati","12584.0","9272.0","7511.0","6207.0","1705.0","2805.0","21800.0","18284.0"
"115","2003","7","Maharashtra","Amarawati","14467.0","7713.0","10296.0","7329.0","1498.0","1066.0","26261.0","16108.0"
"115","2004","7","Maharashtra","Amarawati","10901.0","8497.0","7131.0","6685.0","1275.0","1732.0","19307.0","16914.0"
"115","2005","7","Maharashtra","Amarawati","11752.0","8121.0","6381.0","6645.0","2053.0","3620.0","20186.0","18386.0"
"115","2006","7","Maharashtra","Amarawati","13744.0","8919.0","8889.0","6323.0","2542.0","3805.0","25175.0","19047.0"
"115","2007","7","Maharashtra","Amarawati","15115.0","15015.0","8368.0","8180.0","3708.0","3593.0","27191.0","26788.0"
"115","2008","7","Maharashtra","Amarawati","19726.0","12886.0","16465.0","11896.0","7280.0","5350.0","43471.0","30132.0"
"115","2009","7","Maharashtra","Amarawati","25667.0","12969.0","21318.0","7535.0","6193.0","6605.0","53178.0","27109.0"
"115","2010","7","Maharashtra","Amarawati","16714.0","21196.0","17180.0","14469.0","5032.0","5365.0","38926.0","41030.0"
"115","2011","7","Maharashtra","Amarawati","20449.0","18989.0","15777.0","16873.0","2754.0","9347.0","38980.0","45209.0"
"115","2012","7","Maharashtra","Amarawati","20379.0","17605.0","14414.0","10827.0","4051.0","4804.0","38844.0","33236.0"
"115","2013","7","Maharashtra","Amarawati","20877.0","17096.0","16089.0","8526.0","7394.0","2699.0","44360.0","28321.0"
"115","2014","7","Maharashtra","Amarawati","18518.0","18875.0","14956.0","8745.0","9150.0","5124.0","42624.0","32744.0"
"115","2015","7","Maharashtra","Amarawati","25493.0","16283.0","18479.0","13394.0","8574.0","5348.0","52546.0","35025.0"
"115","2016","7","Maharashtra","Amarawati","20976.0","12366.0","12346.0","10431.0","6452.0","4381.0","39774.0","27178.0"
"115","2017","7","Maharashtra","Amarawati","21632.0","13409.0","14682.0","10934.0","8740.0","4727.0","45054.0","29070.0"
"116","1990","7","Maharashtra","Yeotmal","16008.0","5110.0","5899.0","3508.0","3572.0","1616.0","25479.0","10234.0"
"116","1991","7","Maharashtra","Yeotmal","20633.0","2866.0","8468.0","2336.0","4957.0","1520.0","34058.0","6722.0"
"116","1992","7","Maharashtra","Yeotmal","20633.0","866.0","8468.0","2336.0","4957.0","1520.0","34058.0","4722.0"
"116","1993","7","Maharashtra","Yeotmal","19092.0","5273.0","4755.0","1872.0","1843.0","695.0","25690.0","7840.0"
"116","1994","7","Maharashtra","Yeotmal","22334.0","8117.0","7623.0","3013.0","3175.0","1377.0","33132.0","12507.0"
"116","1995","7","Maharashtra","Yeotmal","23674.0","7405.0","7909.0","3086.0","3638.0","1951.0","35221.0","12442.0"
"116","1996","7","Maharashtra","Yeotmal","24008.0","6224.0","8347.0","2750.0","2565.0","1418.0","34920.0","10392.0"
"116","1997","7","Maharashtra","Yeotmal","25124.0","8545.0","13552.0","4442.0","2337.0","1703.0","41013.0","14690.0"
"116","1998","7","Maharashtra","Yeotmal","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
