state_number,crop_name,RMS_RandomForest,RandomForest,RMS_LinearRegression,LinearRegression
109,MAIZE_YIELD,492.6094353,1331.5928,886.7213912,1995.285222
109,FINGER_MILLET_YIELD,0,0,0,0
109,BARLEY YIELD,0,0,0,0
109,CHICKPEA_YIELD,722.6529838,1296.1645,2322.187222,3096.841118
109,PIGEONPEA_YIELD,422.9515157,713.7545,316.1548673,621.866927
109,MINOR PULSES AREA (1000 ha),14.72301589,92.2686,23.83346116,79.40982331
109,MINOR_PULSES_PRODUCTION,33.38371289,65.8899,41.56295102,63.64015715
109,MINOR_PULSES_YIELD,240.7587801,462.1197,310.3680335,503.8124095
109,GROUNDNUT_YIELD,279.6252173,1005.1099,313.0149779,1079.346317
109,SESAMUM_YIELD,96.17578831,223.1971,139.1665368,306.6167321
109,RAPESEEDandMUSTARD_YIELD,222.7825006,5.1667,245.9426968,-6.61494526
109,SAFFLOWER_YIELD,226.1839242,572.5369,231.6869743,508.3358685
109,CASTOR_YIELD,215.9221072,383.3545,284.3191684,435.7564436
109,LINSEED_YIELD,194.7029592,241.9303,245.876964,135.553946
109,SUNFLOWER_YIELD,389.1774208,472.7848,432.1616865,585.6407022
109,SOYABEAN_YIELD,606.5644134,1312.2299,908.1676192,1301.596643
109,OILSEEDS_YIELD,957.4703684,1112.6286,1133.469793,701.1286373
109,SUGARCANE_YIELD,3351.462032,7099.6199,3679.298422,7003.874931
109,COTTON_YIELD,235.5613096,229.7871,249.536074,239.6195454
109,FRUITS_AREA,4.2229125,4.2229125,2.368890148,2.29782856
109,VEGETABLES_AREA,1.965633003,0.5468825,1.443347689,1.10094832
109,FRUITSandVEGETABLES_AREA,6.63135,6.63135,4.480860213,4.16056287
109,POTATOES_AREA ,0.202775,0.202775,0.139159232,0.12973285
109,ONION_AREA,0.643203161,0.1818,0.530101476,0.41143433
109,FODDER_AREA,0,0,0,0
110,RiceYD,248.9344751,385.3478,273.2422174,394.4275255
110,WheatYD,585.3963991,1024.9176,779.7642598,899.9174188
110,KharifSorghumYD,646.8768101,920.1041,536.4574737,801.2030304
110,RabiSorghumYD,268.345599,696.8739,297.2885322,786.6276098
110,PEARL_MILLET_YIELD,368.5491422,859.2157,570.5480135,1236.523105
110,MAIZE_YIELD,955.3389323,1526.5777,891.6481895,1307.689666
110,FINGER_MILLET_YIELD,0,0,0,0
110,BARLEY YIELD,0,0,0,0
110,CHICKPEA_YIELD,252.0968017,588.1146,366.318354,835.9757241
110,PIGEONPEA_YIELD,384.3982473,608.6095,447.5313946,808.7015993
110,MINOR PULSES AREA (1000 ha),14.46504357,20.5754,14.63710236,16.5420406
110,MINOR_PULSES_PRODUCTION,6.251901956,8.9174,3.946722986,5.02525619
110,MINOR_PULSES_YIELD,309.3628766,528.4536,579.597289,876.3726642
110,GROUNDNUT_YIELD,491.2783137,892.6159,670.8227038,1170.53287
110,SESAMUM_YIELD,115.9928414,256.5462,95.31787015,231.632148
110,RAPESEEDandMUSTARD_YIELD,284.8113862,8.1112,210.4646696,69.21285431
110,SAFFLOWER_YIELD,385.2896278,607.6232,524.7127768,-286.7371623
110,CASTOR_YIELD,153.1192493,261.7078,194.9313503,283.553585
110,LINSEED_YIELD,190.3643916,291.3167,241.6493124,345.2396391
110,SUNFLOWER_YIELD,357.6515985,545.8291,417.1786962,609.3496698
110,SOYABEAN_YIELD,357.3869914,431.1257,602.3006835,-233.6884424
110,OILSEEDS_YIELD,714.9388435,471.9981,574.0625218,-613.8236045
110,SUGARCANE_YIELD,1777.994703,5044.8149,1725.676168,4761.720331
110,COTTON_YIELD,99.65461517,210.2026,193.5076679,349.86782
110,FRUITS_AREA,2.424615392,0.744589167,3.068544598,4.14119968
110,VEGETABLES_AREA,3.813428737,4.0056525,5.124490279,4.23807679
110,FRUITSandVEGETABLES_AREA,5.59859986,1.526408333,6.775442179,4.97707119
110,POTATOES_AREA ,0.114931141,0.030265,0.097303832,0.09732616
110,ONION_AREA,0.626569227,0.6291,0.601438921,0.32062753
110,FODDER_AREA,0,0,0,0
111,RiceYD,1001.83197,545.8318,910.571986,427.7844173
111,WheatYD,639.5742529,1448.6276,686.7931704,1180.962944
111,KharifSorghumYD,667.2075711,1090.4878,793.5084624,914.8767118
111,RabiSorghumYD,252.5427316,644.5402,231.7755492,684.3988349
111,PEARL_MILLET_YIELD,0,0,84.28614282,-84.28614282
111,MAIZE_YIELD,248.4446565,1193.4209,517.2261109,1484.618102
111,FINGER_MILLET_YIELD,0,0,0,0
111,BARLEY YIELD,0,0,0,0
111,CHICKPEA_YIELD,606.5293634,962.2838,631.3258638,949.9289821
111,PIGEONPEA_YIELD,529.179466,620.9015,679.427881,813.5822206
111,MINOR PULSES AREA (1000 ha),7.608194236,79.786,10.65224392,82.91502563
111,MINOR_PULSES_PRODUCTION,29.19173205,50.0366,18.83824061,35.43122077
111,MINOR_PULSES_YIELD,216.3259101,484.8258,130.1678795,321.142526
111,GROUNDNUT_YIELD,398.3070099,1079.1663,445.5255204,1161.549566
111,SESAMUM_YIELD,95.26822711,225.3569,98.31067369,256.6915401
111,RAPESEEDandMUSTARD_YIELD,130.2563131,8,143.9480796,-9.79680452
111,SAFFLOWER_YIELD,362.1827566,628.3511,308.7050989,654.5879429
111,CASTOR_YIELD,178.5398426,173.9999,226.0313653,255.151473
111,LINSEED_YIELD,285.2265505,2.5,177.9220519,133.4857147
111,SUNFLOWER_YIELD,268.1078297,521.9604,630.5246254,806.6728305
111,SOYABEAN_YIELD,760.6661655,1141.6568,545.6605823,692.951064
111,OILSEEDS_YIELD,1011.63039,1038.6532,800.2953352,573.5144866
111,SUGARCANE_YIELD,2013.42723,6224.0225,1650.016692,5086.93135
111,COTTON_YIELD,50.29473663,147.1192,86.34261388,134.4585221
111,FRUITS_AREA,4.112692538,0.917698333,5.086953744,5.26460834
111,VEGETABLES_AREA,0.594270957,0.1883775,0.762818882,0.54544903
111,FRUITSandVEGETABLES_AREA,4.722088925,1.06516,5.805262563,5.8349854
111,POTATOES_AREA ,0.005349065,0.004462619,0.004800352,0.00445904
111,ONION_AREA,0.485078214,0.5938,0.456961314,0.34836553
111,FODDER_AREA,0,0,0,0
112,RiceYD,255.2913877,465.4186,464.521436,668.9287197
112,WheatYD,646.735841,1244.2197,1144.349732,2246.784029
112,KharifSorghumYD,428.026611,1008.5624,552.2562085,1085.126503
112,RabiSorghumYD,350.0632184,855.2866,468.3365666,1108.936866
112,PEARL_MILLET_YIELD,280.8290319,607.0324,405.9676853,812.9867207
112,MAIZE_YIELD,729.38184,1504.0699,1129.951547,2129.663866
112,FINGER_MILLET_YIELD,0,0,0,0
112,BARLEY YIELD,0,0,0,0
112,CHICKPEA_YIELD,331.1897579,808.8809,760.7877714,1281.827509
112,PIGEONPEA_YIELD,1120.879218,1101.6084,1643.124434,1647.958448
112,MINOR PULSES AREA (1000 ha),30.97416986,83.0121,55.58078737,67.34000782
112,MINOR_PULSES_PRODUCTION,67.10594698,39.9465,87.62144836,38.3392381
112,MINOR_PULSES_YIELD,388.1202782,779.3019,515.1936699,933.0247122
112,GROUNDNUT_YIELD,349.0286138,791.4039,470.3801825,974.4975495
112,SESAMUM_YIELD,66.76276926,174.9416,91.92803034,206.2762368
112,RAPESEEDandMUSTARD_YIELD,199.836186,15.2,199.4546597,7.59096407
112,SAFFLOWER_YIELD,242.9495691,604.198,327.5907773,768.2467902
112,CASTOR_YIELD,37.60502528,202.2798,73.67991978,214.3526119
112,LINSEED_YIELD,87.95313062,249.6029,94.1563987,218.222006
112,SUNFLOWER_YIELD,241.3056508,600.62,403.1786779,859.9668671
112,SOYABEAN_YIELD,935.0285404,1698.8507,776.9602781,1518.750171
112,OILSEEDS_YIELD,983.9790366,1171.4589,881.8839945,1177.434177
112,SUGARCANE_YIELD,2450.162093,6428.6571,2370.312731,6392.686264
112,COTTON_YIELD,132.0493992,283.9374,211.1648615,416.9936618
112,FRUITS_AREA,5.926832526,1.756368333,5.940752163,4.44440822
112,VEGETABLES_AREA,4.173262375,1.1237425,2.972713318,2.44264422
112,FRUITSandVEGETABLES_AREA,10.24256914,2.832044167,8.880543288,6.62623655
112,POTATOES_AREA ,0.209031058,0.05107,0.196232244,0.18903371
112,ONION_AREA,5.802335719,1.8921,3.341956246,2.40488662
112,FODDER_AREA,0,0,0,0
113,RiceYD,230.9401077,0,230.9401077,0
113,WheatYD,429.286071,1541.8764,393.9606286,1479.842886
113,KharifSorghumYD,649.9878327,1471.2883,871.4605763,1714.425687
113,RabiSorghumYD,322.120003,813.9175,438.1285794,902.9996462
113,PEARL_MILLET_YIELD,444.0206617,863.0896,690.8167458,1139.616636
113,MAIZE_YIELD,751.5340089,2370.5124,763.2583404,2421.522082
113,FINGER_MILLET_YIELD,346.4101615,0,346.4101615,0
113,BARLEY YIELD,0,0,0,0
113,CHICKPEA_YIELD,282.1849681,865.0566,271.2597406,804.244448
113,PIGEONPEA_YIELD,290.584813,816.3488,268.7631878,738.7790919
113,MINOR PULSES AREA (1000 ha),79.5515515,104.9282,115.8902472,130.6700227
113,MINOR_PULSES_PRODUCTION,44.60950713,48.4869,64.00059755,45.44315788
113,MINOR_PULSES_YIELD,218.7802154,463.3436,167.8937216,400.6221976
113,GROUNDNUT_YIELD,360.9941539,1402.7261,345.1527344,1308.847613
113,SESAMUM_YIELD,77.85245562,327.0503,68.18572918,300.4376793
113,RAPESEEDandMUSTARD_YIELD,231.1888441,0,194.4637227,70.68569975
113,SAFFLOWER_YIELD,505.8898492,1182.5622,1422.805376,2795.919155
113,CASTOR_YIELD,370.063754,479.4996,297.7937293,498.839272
113,LINSEED_YIELD,0,0,0,0
113,SUNFLOWER_YIELD,254.3227092,573.3711,267.2736147,640.3783965
113,SOYABEAN_YIELD,339.0500364,903.0826,443.0413661,1096.827074
113,OILSEEDS_YIELD,1289.318618,879.7405,1295.917345,1011.244711
113,SUGARCANE_YIELD,617.2346865,5638.1746,741.3704399,5149.641508
113,COTTON_YIELD,143.3528335,251.131,117.0853951,262.1984213
113,FRUITS_AREA,2.519475,2.519475,1.852104464,1.73452686
113,VEGETABLES_AREA,2.323894598,0.666816667,2.234707395,1.69860983
113,FRUITSandVEGETABLES_AREA,4.791483312,3.551295,4.444329005,3.71367212
113,POTATOES_AREA ,0.021082414,0.02002381,0.054624812,0.08962836
113,ONION_AREA,3.789213668,3.4108,2.917596241,2.74250246
113,FODDER_AREA,0,0,0,0
114,RiceYD,227.9999,227.9999,450.5274192,450.5274192
114,WheatYD,451.7848128,1609.8359,514.2489528,1715.583862
114,KharifSorghumYD,924.574574,1913.091,1363.128833,2200.785964
114,RabiSorghumYD,256.8507451,858.9862,264.482009,915.4128825
114,PEARL_MILLET_YIELD,291.2381192,470.7097,539.3176194,673.1197107
114,MAIZE_YIELD,491.787979,2344.3237,461.5542839,2328.315774
114,FINGER_MILLET_YIELD,0,0,0,0
114,BARLEY YIELD,0,0,0,0
114,CHICKPEA_YIELD,294.2229908,1017.2423,128.9542926,731.4069446
114,PIGEONPEA_YIELD,392.7587438,867.6167,341.9302588,1102.463627
114,MINOR PULSES AREA (1000 ha),31.04137873,90.9393,43.74874971,96.65015719
114,MINOR_PULSES_PRODUCTION,61.89555317,84.8163,71.35282176,85.58770671
114,MINOR_PULSES_YIELD,282.7588125,642.3005,268.0831383,554.3804729
114,GROUNDNUT_YIELD,338.8779425,1438.4815,459.0221367,1644.019405
114,SESAMUM_YIELD,90.5537705,235.8012,106.5325484,160.0512962
114,RAPESEEDandMUSTARD_YIELD,435.0116418,71.8797619,215.3834942,175.6493369
114,SAFFLOWER_YIELD,135.8974166,588.8159,213.7482807,685.4306275
114,CASTOR_YIELD,322.1568885,335.8824,402.6898528,210.9311301
114,LINSEED_YIELD,0,0,0,0
114,SUNFLOWER_YIELD,452.8362162,49.9031,375.6242226,316.2197288
114,SOYABEAN_YIELD,675.7504745,1426.634,715.1087797,1145.80408
114,OILSEEDS_YIELD,1209.313103,1404.2287,1489.202051,1039.54421
114,SUGARCANE_YIELD,1657.838422,5722.7214,11082.34485,17530.7487
114,COTTON_YIELD,107.8597493,255.7718,99.43699998,174.2244516
114,FRUITS_AREA,10.04496076,2.450385833,9.217769719,11.14830396
114,VEGETABLES_AREA,1.238962027,0.35293,2.134955434,3.31087511
114,FRUITSandVEGETABLES_AREA,11.21917859,2.8405225,11.42467531,15.15301174
114,POTATOES_AREA ,0.008636905,0.008636905,0.008107736,0.00708995
114,ONION_AREA,1.326215206,0.4612,1.147708453,0.89323792
114,FODDER_AREA,0,0,0,0
115,RiceYD,363.7900366,725.8849,278.1432532,559.5927166
115,WheatYD,450.2043859,1756.707,421.3501795,1736.793641
115,KharifSorghumYD,256.4432935,1082.3146,611.8683911,1478.366852
115,RabiSorghumYD,407.9533614,643.5691952,567.8007754,767.1485557
115,PEARL_MILLET_YIELD,256.1049585,212.9991,343.4283075,78.99254133
115,MAIZE_YIELD,555.2611463,2277.4922,708.7313743,2453.067095
115,FINGER_MILLET_YIELD,0,0,0,0
115,BARLEY YIELD,0,0,0,0
115,CHICKPEA_YIELD,331.1715165,1134.0143,395.8067882,1292.734374
115,PIGEONPEA_YIELD,289.6049585,628.7548,627.1825747,274.4577323
115,MINOR PULSES AREA (1000 ha),18.24170979,52.868,13.87496662,43.97542093
115,MINOR_PULSES_PRODUCTION,12.81951091,16.1447,17.44522131,28.34890004
115,MINOR_PULSES_YIELD,220.0982637,350.0305,253.3747519,324.1261976
115,GROUNDNUT_YIELD,240.6818027,1041.5748,185.7663579,1086.641138
115,SESAMUM_YIELD,137.2591959,329.9607,138.4339788,177.6047442
115,RAPESEEDandMUSTARD_YIELD,230.9401077,0,236.6257166,-9.62181422
115,SAFFLOWER_YIELD,717.5419438,900.222,717.281237,958.6528512
115,CASTOR_YIELD,316.9497661,482.6864,325.6712331,426.4735005
115,LINSEED_YIELD,34.74028536,34.74028536,38.46142857,38.46142857
115,SUNFLOWER_YIELD,282.3788572,468.6356,331.5711394,43.87948678
115,SOYABEAN_YIELD,614.3595854,1263.6459,914.0936424,1292.23159
115,OILSEEDS_YIELD,1181.692271,1250.6957,1741.406851,1201.805006
115,SUGARCANE_YIELD,2881.059183,7119.6829,2627.007557,6792.592002
115,COTTON_YIELD,215.97576,351.6013,65.57361261,292.1656569
115,FRUITS_AREA,18.3304706,5.450536667,22.27355712,26.92781725
115,VEGETABLES_AREA,0.7797375,0.7797375,0.420581079,0.42058108
115,FRUITSandVEGETABLES_AREA,18.9560306,5.4300875,22.72231293,27.49754099
115,POTATOES_AREA ,0.009360937,0.003544167,0.011880943,0.01234903
115,ONION_AREA,0.722758045,0.284833333,0.573846343,0.65788846
115,FODDER_AREA,0,0,0,0
116,RiceYD,365.4175723,503.3345,393.1245906,419.0268711
116,WheatYD,388.8079211,1223.5424,334.9094051,1370.207231
116,KharifSorghumYD,660.130812,1042.712,1085.189934,1614.717422
116,RabiSorghumYD,365.7241194,344.8166667,334.1703403,359.0295593
116,PEARL_MILLET_YIELD,267.1695934,454.646,456.7442528,673.4285264
116,MAIZE_YIELD,579.5493145,1791.9263,715.0167439,2071.942559
116,FINGER_MILLET_YIELD,0,0,0,0
116,BARLEY YIELD,0,0,0,0
116,CHICKPEA_YIELD,120.274452,870.3069,184.15804,1035.671581
116,PIGEONPEA_YIELD,318.8596618,795.8558,272.6888691,743.3459252
116,MINOR PULSES AREA (1000 ha),41.17155242,63.114,18.36472047,35.16045426
116,MINOR_PULSES_PRODUCTION,9.121256767,11.7654,10.16722655,18.04793375
116,MINOR_PULSES_YIELD,213.2904389,488.6661,213.9315343,360.20505
116,GROUNDNUT_YIELD,451.2361689,1349.4873,530.5397421,1354.774251
116,SESAMUM_YIELD,221.3076967,365.6221,251.5375665,367.3738806
116,RAPESEEDandMUSTARD_YIELD,230.9401077,0,214.9145577,30.21829293
116,SAFFLOWER_YIELD,573.8037042,50,620.551882,-56.13807468
116,CASTOR_YIELD,66.11922803,110.5,217.8957317,-95.59471268
116,LINSEED_YIELD,0,0,8.174104491,-8.17410449
116,SUNFLOWER_YIELD,288.6751346,0,259.4809594,58.15485741
116,SOYABEAN_YIELD,489.7311265,1110.1345,559.5500009,826.9212422
116,OILSEEDS_YIELD,1103.463906,1049.8579,1317.987065,770.1869064
116,SUGARCANE_YIELD,1910.302957,7538.5946,1766.606763,7565.112466
116,COTTON_YIELD,123.4942112,243.0085,133.0583815,196.7671498
116,FRUITS_AREA,0.2069375,0.2069375,0.028056555,-0.03066869
116,VEGETABLES_AREA,0.527679352,0.368509167,0.495343028,0.4497008
116,FRUITSandVEGETABLES_AREA,0.7957875,0.7957875,0.177829444,0.16264025
116,POTATOES_AREA ,0.004318452,0.004318452,0.004053868,0.00354497
116,ONION_AREA,0.555207943,0.551,0.256770491,0.24185211
116,FODDER_AREA,0,0,0,0
117,RiceYD,0,0,39.85335119,39.85335119
117,WheatYD,207.6898085,1514.5331,202.3268392,1508.026354
117,KharifSorghumYD,214.3170301,619.8461,140.7393483,734.0234293
117,RabiSorghumYD,304.1902247,784.7271,719.5557905,1547.173954
117,PEARL_MILLET_YIELD,0,0,0,0
117,MAIZE_YIELD,1050.982607,820,590.0836503,1029.123675
117,FINGER_MILLET_YIELD,0,0,0,0
117,BARLEY YIELD,0,0,0,0
117,CHICKPEA_YIELD,291.0921201,799.9683,261.098306,814.4777608
117,PIGEONPEA_YIELD,476.8057868,937.4966,454.846931,818.6505903
117,MINOR PULSES AREA (1000 ha),0.484395155,0.722,0.213532401,0.46977346
117,MINOR_PULSES_PRODUCTION,0.224960063,0.205,0.252188528,0.05753242
117,MINOR_PULSES_YIELD,511.5771674,576.6977,569.5254363,985.6575455
117,GROUNDNUT_YIELD,252.6060481,1555.2608,313.6544644,1618.500008
117,SESAMUM_YIELD,87.12548691,92.0915,109.1899852,182.8124287
117,RAPESEEDandMUSTARD_YIELD,516.8569772,176.9126984,541.7159994,190.0218204
117,SAFFLOWER_YIELD,0,0,0,0
117,CASTOR_YIELD,110.1333333,110.1333333,90.00986832,90.00986832
117,LINSEED_YIELD,3,3,23.76861189,23.76861189
117,SUNFLOWER_YIELD,386.0340915,104,395.8760724,116.2529182
117,SOYABEAN_YIELD,461.8806348,901.9301,467.8017034,796.5959277
117,OILSEEDS_YIELD,704.6378918,816.2897,608.1016718,835.086418
117,SUGARCANE_YIELD,416.3437711,7587.8829,688.4320301,7826.48718
117,COTTON_YIELD,198.1246021,219.8042,166.8152681,214.367935
117,FRUITS_AREA,1.882133059,0.583358333,3.016411567,3.31782789
117,VEGETABLES_AREA,0.685295977,0.166891667,1.856500217,3.14732767
117,FRUITSandVEGETABLES_AREA,2.606240168,0.750966667,4.003202621,4.14791617
117,POTATOES_AREA ,0.006900651,0.006265079,0.029450754,0.05
117,ONION_AREA,0.189773953,0.1742,0.193848127,0.16991553
117,FODDER_AREA,0,0,0,0
118,RiceYD,511.7873269,1208.7046,493.2497404,1129.762922
118,WheatYD,461.5754244,1306.385,387.3997396,1249.301111
118,KharifSorghumYD,117.0138275,679.2247,124.7523013,694.071666
118,RabiSorghumYD,272.3040161,627.3874,234.7614323,389.8684995
118,PEARL_MILLET_YIELD,0,0,0,0
118,MAIZE_YIELD,1068.581756,2062.5,950.3960525,2078.757125
118,FINGER_MILLET_YIELD,0,0,0,0
118,BARLEY YIELD,0,0,0,0
118,CHICKPEA_YIELD,220.0010213,668.2407,237.5345777,629.3300546
118,PIGEONPEA_YIELD,1126.05297,568.8305,1156.087927,459.2775195
118,MINOR PULSES AREA (1000 ha),5.827695085,9.165,6.768686862,12.09926213
118,MINOR_PULSES_PRODUCTION,2.891039511,3.9984,5.064924309,3.57871621
118,MINOR_PULSES_YIELD,119.3438235,397.0567,117.3140399,373.926954
118,GROUNDNUT_YIELD,437.5079921,892.8778,456.7370649,890.5604916
118,SESAMUM_YIELD,507.3570401,537.5,375.5503571,364.6934098
118,RAPESEEDandMUSTARD_YIELD,304.5346176,0,296.4214153,7.50444662
118,SAFFLOWER_YIELD,0,0,0,0
118,CASTOR_YIELD,416.0950566,333,399.6419563,281.1195532
118,LINSEED_YIELD,489.5270697,400.6273,778.9664028,930.7578516
118,SUNFLOWER_YIELD,152.372356,432.404,109.0023429,350.8976058
118,SOYABEAN_YIELD,514.6237967,586.2795,535.3867993,570.1110315
118,OILSEEDS_YIELD,404.6277055,581.7199,298.7281317,563.5842333
118,SUGARCANE_YIELD,1596.811871,6162.4885,1297.714917,4512.95012
118,COTTON_YIELD,285.7427092,274.1357,280.1605346,282.9742889
118,FRUITS_AREA,5.374661471,1.347750833,3.566069993,2.81448213
118,VEGETABLES_AREA,2.405588193,0.445728333,4.991913896,7.61983597
118,FRUITSandVEGETABLES_AREA,7.743529916,3.780689167,8.283974817,7.89384305
118,POTATOES_AREA ,0.005215714,0.005215714,0.001634055,0.00145377
118,ONION_AREA,0.159024925,0.0546,0.045351366,0.00774374
118,FODDER_AREA,0,0,0,0
119,RiceYD,407.3425393,1463.3241,462.4534935,1393.893048
119,WheatYD,131.5759789,1098.6196,103.5274397,1175.943059
119,KharifSorghumYD,0,0,0,0
119,RabiSorghumYD,0,0,49.79919679,49.79919679
119,PEARL_MILLET_YIELD,0,0,0,0
119,MAIZE_YIELD,1327.467652,2101.001,1245.590008,1895.936525
119,FINGER_MILLET_YIELD,0,0,0,0
119,BARLEY YIELD,0,0,0,0
119,CHICKPEA_YIELD,216.0534755,564.1509,222.8078705,568.2518824
119,PIGEONPEA_YIELD,704.7666399,711.4168,655.0203853,473.2630757
119,MINOR PULSES AREA (1000 ha),2.279825129,33.6641,2.274130641,30.26691772
119,MINOR_PULSES_PRODUCTION,4.987937106,11.5543,3.977641937,12.08945955
119,MINOR_PULSES_YIELD,138.6253978,407.809,98.9298381,425.7654806
119,GROUNDNUT_YIELD,492.7927218,799,598.7544203,641.9492071
119,SESAMUM_YIELD,101.9418123,309.7413,142.9428545,324.1308586
119,RAPESEEDandMUSTARD_YIELD,225.4579233,19.0112,284.1207096,20.41901845
119,SAFFLOWER_YIELD,0,0,0,0
119,CASTOR_YIELD,82.1952381,82.1952381,97.54594113,97.54594113
119,LINSEED_YIELD,75.19967691,233.1754,49.74575206,256.6998893
119,SUNFLOWER_YIELD,229.4171964,280.1666667,286.1831773,321.6999239
119,SOYABEAN_YIELD,517.897262,653.0077,472.5956266,719.2447499
119,OILSEEDS_YIELD,380.7467305,460.7033,385.4123982,419.734578
119,SUGARCANE_YIELD,569.1976019,6593.149,681.6567842,6805.597572
119,COTTON_YIELD,273.4792755,0,273.4792755,0
119,FRUITS_AREA,0.303390445,0.2103325,0.283495356,0.35153398
119,VEGETABLES_AREA,1.39730286,0.382224167,3.993471623,6.78122389
119,FRUITSandVEGETABLES_AREA,1.783788177,0.393708333,2.53349771,2.71557997
119,POTATOES_AREA ,0.079155287,0.0217925,0.067930563,0.05891285
119,ONION_AREA,0.088798536,0.0652,0.109315975,0.15040858
119,FODDER_AREA,0,0,0,0
120,RiceYD,341.3519458,946.7012,435.6787139,1018.729
120,WheatYD,159.5818324,848.6126,212.8649107,812.1981604
120,KharifSorghumYD,1047.861484,1367.5623,11073.15234,-5830.377925
120,RabiSorghumYD,157.5727244,573.1675,204.3102791,688.7587
120,PEARL_MILLET_YIELD,192.4481652,0,192.4481652,0
120,MAIZE_YIELD,401.8631201,1817.329,347.3580646,1795.923146
120,FINGER_MILLET_YIELD,0,0,0,0
120,BARLEY YIELD,0,0,0,0
120,CHICKPEA_YIELD,31.03897699,565.7845,92.57768362,441.3744929
120,PIGEONPEA_YIELD,728.615044,1047.3114,663.5098038,1148.398448
120,MINOR PULSES AREA (1000 ha),13.61529242,43.7211,9.050483376,39.78875108
120,MINOR_PULSES_PRODUCTION,3.256628961,16.0516,3.10427242,14.07152023
120,MINOR_PULSES_YIELD,107.4445681,346.0744,108.189461,310.5025419
120,GROUNDNUT_YIELD,802.6850069,1215.666667,762.4231829,2159.344146
120,SESAMUM_YIELD,65.99033357,174.4183,138.310849,90.15929212
120,RAPESEEDandMUSTARD_YIELD,295.8225716,0,298.7216153,84.07325511
120,SAFFLOWER_YIELD,0,0,0,0
120,CASTOR_YIELD,180.7632953,154.9993,178.033843,219.1603014
120,LINSEED_YIELD,66.74683737,253.914,107.6336846,300.64806
120,SUNFLOWER_YIELD,585.3355092,6.5517,563.0112767,55.72943252
120,SOYABEAN_YIELD,201.453102,809.742,225.6593711,851.0130339
120,OILSEEDS_YIELD,707.6049807,808.4057,701.7001702,831.774505
120,SUGARCANE_YIELD,3961.46745,1020.6,4035.842539,945
120,COTTON_YIELD,180.2447334,251.937,183.6246888,237.1165575
120,FRUITS_AREA,1.300142277,0.9821575,1.341962487,1.27839195
120,VEGETABLES_AREA,1.7647073,0.4635875,1.13461897,0.96137863
120,FRUITSandVEGETABLES_AREA,2.951215456,0.837648333,2.842700684,2.19067468
120,POTATOES_AREA ,0.056139881,0.056139881,0.053234701,0.04789193
120,ONION_AREA,0.302356677,0.109,0.199833382,0.17693493
120,FODDER_AREA,0,0,0,0
